,years_experience,degree
3564,1.0,1.0
2270,0.0,3.0
2216,0.0,2.0
2798,0.0,2.0
3190,0.0,2.0
3105,0.0,1.0
2452,2.0,1.0
3665,2.0,0.0
2849,1.0,1.0
3790,1.0,1.0
3404,0.0,2.0
3578,0.0,2.0
2806,1.0,1.0
3276,0.0,2.0
2878,0.0,1.0
3901,1.0,1.0
3824,2.0,0.0
2894,0.0,2.0
3400,1.0,3.0
3489,0.0,1.0
2524,0.0,1.0
3304,0.0,2.0
2896,2.0,2.0
2505,2.0,0.0
3122,2.0,1.0
3687,1.0,2.0
3177,0.0,3.0
3758,2.0,0.0
2128,0.0,2.0
2010,0.0,1.0
3761,0.0,1.0
3334,0.0,1.0
3514,0.0,3.0
3401,1.0,3.0
2870,1.0,1.0
2546,0.0,3.0
3970,0.0,1.0
3075,0.0,2.0
3697,2.0,0.0
2501,1.0,3.0
3302,0.0,2.0
2590,1.0,2.0
3526,2.0,1.0
3189,3.0,0.0
2814,1.0,1.0
2587,0.0,2.0
3573,0.0,1.0
3432,1.0,2.0
2388,1.0,1.0
3862,2.0,0.0
2499,0.0,2.0
2791,0.0,2.0
2592,1.0,1.0
2203,0.0,1.0
2492,0.0,2.0
2225,1.0,1.0
2146,0.0,2.0
3138,1.0,2.0
2988,3.0,1.0
2008,1.0,2.0
2285,0.0,2.0
3835,1.0,1.0
3406,1.0,1.0
3826,0.0,2.0
3403,0.0,2.0
3186,1.0,1.0
2853,0.0,3.0
3409,0.0,2.0
3984,0.0,2.0
2235,0.0,3.0
2430,0.0,3.0
2273,1.0,1.0
2033,0.0,3.0
2205,1.0,1.0
2347,0.0,2.0
3085,0.0,2.0
3274,1.0,1.0
2931,1.0,1.0
2604,0.0,2.0
3908,0.0,1.0
3708,2.0,0.0
2885,2.0,1.0
2015,1.0,1.0
2426,0.0,3.0
2191,0.0,2.0
2314,1.0,1.0
2929,1.0,3.0
3478,2.0,2.0
2780,1.0,1.0
2800,0.0,3.0
3372,0.0,1.0
3759,0.0,2.0
2987,0.0,3.0
3476,0.0,2.0
3562,0.0,3.0
3458,2.0,0.0
2977,0.0,2.0
2378,0.0,2.0
3847,0.0,3.0
2550,0.0,2.0
2261,0.0,3.0
3580,1.0,2.0
3900,2.0,0.0
2764,1.0,1.0
3604,0.0,1.0
3473,2.0,0.0
2127,0.0,2.0
3112,0.0,2.0
2151,0.0,1.0
2973,1.0,1.0
3623,1.0,2.0
2135,0.0,3.0
2518,0.0,3.0
2967,0.0,2.0
2530,1.0,3.0
3590,2.0,2.0
3062,1.0,1.0
2902,0.0,2.0
3705,0.0,2.0
2509,0.0,3.0
3158,1.0,2.0
2112,0.0,3.0
2120,1.0,1.0
3630,2.0,0.0
2369,0.0,2.0
3410,0.0,1.0
3247,0.0,2.0
3402,0.0,2.0
3523,1.0,1.0
3890,1.0,1.0
2633,0.0,2.0
2986,1.0,1.0
2277,0.0,3.0
3654,0.0,2.0
2711,1.0,1.0
2232,0.0,2.0
3503,3.0,1.0
2584,1.0,1.0
3681,0.0,1.0
3611,0.0,3.0
3684,0.0,2.0
3569,0.0,2.0
2578,1.0,3.0
3509,1.0,1.0
3479,1.0,3.0
2809,1.0,1.0
2873,1.0,2.0
2765,0.0,2.0
3248,0.0,2.0
3550,0.0,3.0
3690,0.0,2.0
3139,0.0,2.0
3500,2.0,0.0
3674,0.0,1.0
3577,1.0,1.0
2842,1.0,1.0
3027,0.0,3.0
3222,3.0,0.0
3707,2.0,1.0
2238,1.0,1.0
3782,0.0,2.0
3140,0.0,1.0
2642,1.0,1.0
2229,1.0,2.0
3381,1.0,3.0
2138,1.0,1.0
3256,0.0,2.0
2899,0.0,2.0
3549,1.0,1.0
2580,0.0,3.0
3548,0.0,2.0
3034,0.0,3.0
3735,0.0,2.0
3871,0.0,2.0
3351,1.0,1.0
2149,2.0,0.0
2084,1.0,2.0
2599,1.0,1.0
3821,0.0,3.0
3167,0.0,2.0
3497,1.0,2.0
2293,1.0,3.0
3407,2.0,2.0
3899,1.0,1.0
2365,0.0,2.0
3317,1.0,1.0
2677,0.0,1.0
3318,0.0,3.0
2174,2.0,1.0
2920,2.0,0.0
2483,2.0,0.0
2315,0.0,2.0
2092,1.0,1.0
2094,1.0,2.0
3840,0.0,2.0
3234,0.0,1.0
2295,1.0,1.0
2611,1.0,1.0
3613,0.0,1.0
3600,0.0,3.0
