,x1,x2
3022,1.0,0.0
2282,1.2,0.0
2701,1.7,0.0
2768,2.5,0.0
2397,0.3,2.1
2599,3.1,2.6
2593,0.7,2.3
2327,0.9,0.0
3631,1.2,0.0
2858,1.9,-0.0
2345,1.0,-0.0
3659,0.8,-0.0
3530,1.9,0.0
2110,0.6,-0.0
2344,2.1,4.2
2400,1.5,0.0
2266,1.8,2.1
2019,1.8,2.7
3573,0.9,0.0
2122,1.8,0.0
3938,1.1,-0.0
3458,0.7,1.8
3871,2.2,-0.0
2488,1.8,-0.0
2952,1.0,0.0
2064,1.2,-0.0
3162,0.6,-0.0
3829,1.3,4.2
3302,0.4,2.1
3912,1.2,-0.0
3059,1.3,0.0
3426,0.8,-0.0
2809,1.8,-0.0
3716,1.4,2.6
2933,1.9,0.0
3505,1.9,0.0
3031,0.8,-0.0
2054,0.9,2.3
2408,1.2,0.0
2213,1.2,-0.0
3060,1.1,2.6
3096,2.6,4.2
3239,0.6,3.1
3185,0.6,0.0
2563,2.1,3.2
2193,0.7,-0.0
2635,1.5,0.0
2513,0.6,0.0
3197,0.8,-0.0
2041,0.9,-0.0
3336,1.5,0.0
3366,0.7,0.0
2777,1.8,0.0
2440,2.5,-0.0
3160,1.2,0.0
2576,0.0,2.1
3116,0.3,2.1
2745,1.0,-0.0
2656,0.6,-0.0
2569,0.0,0.9
3201,1.1,0.0
3352,1.7,0.0
3412,2.3,1.3
2928,0.6,0.0
3445,1.7,-0.0
2029,1.4,-0.0
3331,1.4,0.0
3727,1.1,0.0
3470,1.0,0.0
3734,0.8,2.6
3989,1.3,0.0
3005,1.4,0.0
2413,1.8,-0.0
2145,1.8,-0.0
2663,0.8,2.1
2075,1.3,-0.0
2123,2.2,-0.0
2105,1.1,-0.0
3604,1.4,-0.0
3920,1.8,1.3
2754,0.5,0.0
3144,1.8,-0.0
2404,0.8,0.0
2620,1.0,-0.0
3929,0.9,0.0
2993,0.9,0.0
3111,2.3,2.3
2076,3.0,4.2
2549,2.1,2.5
3135,2.4,-0.0
3835,1.4,3.1
3596,1.7,0.0
2389,1.1,4.2
3236,1.6,0.0
2521,0.8,0.0
3367,1.7,0.0
3231,0.7,0.0
3371,1.8,-0.0
3189,0.8,-0.0
3658,0.9,0.0
3397,3.1,0.2
3009,1.3,3.1
3210,3.1,1.9
3830,1.9,-0.0
2449,0.9,0.0
3566,1.1,-0.0
2818,2.5,0.0
2307,1.8,0.0
2816,0.8,-0.0
2484,0.6,3.1
3682,2.3,3.3
3369,1.0,-0.0
3710,0.5,3.1
2655,0.8,0.0
2406,0.2,2.6
3755,2.2,-0.0
2659,1.3,-0.0
2035,2.2,2.6
2171,0.0,1.6
2752,0.7,0.0
3526,0.1,2.1
3571,0.6,2.1
3794,1.5,2.6
2461,0.6,-0.0
2176,0.8,-0.0
3680,2.2,3.1
3549,0.5,-0.0
3389,1.8,-0.0
3249,1.6,0.0
2060,0.8,-0.0
3996,0.6,-0.0
2422,1.1,0.0
3814,1.3,0.0
3797,1.2,-0.0
2814,0.8,0.0
2199,1.0,4.2
3001,1.4,-0.0
3229,0.4,1.4
3093,1.0,-0.0
2142,1.1,0.0
3601,1.3,-0.0
3642,0.7,-0.0
3653,1.1,-0.0
2503,0.8,-0.0
2963,1.7,0.0
2101,0.7,2.6
2934,1.8,2.6
3466,1.3,-0.0
2658,0.8,-0.0
2829,2.1,3.0
2348,0.6,3.8
3139,1.4,-0.0
3865,0.9,0.0
3456,0.9,3.1
2965,0.7,1.8
2736,1.0,0.0
3898,2.1,-0.0
3180,1.0,0.0
2786,3.1,3.6
2630,1.9,-0.0
3431,1.9,1.3
2699,1.1,0.0
3815,1.0,0.0
2956,0.9,0.0
2437,2.5,-0.0
2884,0.3,1.4
2138,0.8,2.1
2615,0.9,0.0
2839,0.9,-0.0
3427,3.2,0.0
3564,2.3,0.0
3559,1.8,1.3
2012,0.6,3.8
3962,0.7,0.0
3889,1.2,-0.0
3851,0.5,0.0
2305,1.6,0.0
2013,0.9,-0.0
3882,1.9,-0.0
2990,1.2,0.0
3459,1.0,0.0
3667,0.4,2.6
2522,1.0,0.0
3774,1.1,0.0
2684,0.7,5.1
3430,1.4,1.4
2921,1.2,2.1
3611,1.1,0.0
3902,0.9,2.6
2289,0.9,1.1
3003,1.3,0.0
3738,2.0,-0.0
3599,1.1,-0.0
3972,0.7,2.1
2804,1.1,-0.0
2349,1.5,2.8
2678,0.8,0.0
2153,2.3,2.3
3967,1.7,0.0
2636,1.8,0.0
