,x1,x2
2836,1.1,-0.0
3602,1.0,0.0
2193,1.9,3.1
3074,1.5,-0.0
2282,2.5,2.6
3916,0.6,-0.0
2054,0.0,2.1
3080,1.5,-0.0
2135,0.8,-0.0
3087,0.6,2.1
3513,1.2,-0.0
2695,0.2,1.3
2646,1.5,-0.0
2275,0.7,-0.0
2094,2.6,0.0
3029,1.4,0.0
2898,0.7,0.0
2744,1.4,0.0
3256,0.9,2.6
2573,0.5,2.6
2446,2.3,-0.0
3362,1.6,0.0
3322,0.7,0.0
2682,1.4,-0.0
2873,2.7,2.6
3922,1.4,3.6
3404,0.2,1.3
3902,1.3,2.1
2577,2.0,3.6
3619,0.2,4.2
3752,0.6,0.0
3445,0.9,-0.0
2044,2.2,0.0
2743,2.3,4.2
3912,0.5,0.0
2634,1.1,0.0
2553,0.4,1.8
3861,1.0,0.0
3659,0.9,0.0
3680,1.7,0.0
3168,2.5,-0.0
2082,0.7,0.0
3772,0.9,2.6
2380,0.5,0.0
2280,1.3,1.8
3634,0.9,2.1
3859,0.5,-0.0
3276,1.5,0.0
3104,1.0,-0.0
3609,0.6,0.0
3000,0.8,2.1
3719,0.9,2.1
2702,0.3,2.1
3216,-0.0,1.8
3206,1.9,2.6
3598,0.9,2.6
3495,1.6,-0.0
2621,1.5,-0.0
2104,1.3,0.0
2481,0.8,0.0
2344,1.4,-0.0
2272,0.2,2.1
3766,0.2,1.8
3599,1.7,-0.0
2013,1.2,0.0
2266,0.0,1.3
3167,0.8,2.1
3670,1.0,-0.0
3456,0.5,0.0
3015,2.5,2.6
2231,0.9,-0.0
3663,0.9,-0.0
2586,2.6,0.9
3397,3.7,4.7
3136,1.7,0.0
3053,0.6,0.0
2254,0.9,0.0
2778,1.2,1.8
2905,0.7,2.1
2875,0.2,1.8
2071,1.9,0.0
2922,3.1,0.0
2574,1.0,-0.0
3138,1.0,0.0
2187,1.2,-0.0
2966,1.6,-0.0
3760,2.6,0.0
3279,0.5,-0.0
2539,1.3,2.1
3036,1.0,-0.0
2749,2.8,2.5
3747,1.1,-0.0
3050,0.7,3.6
2849,1.2,0.0
3827,0.8,2.1
2584,0.8,4.1
2385,0.9,0.0
2674,1.4,0.0
2731,0.9,0.0
2887,0.3,2.6
3112,2.0,0.0
3428,0.7,0.0
2420,1.0,-0.0
2794,1.3,1.3
2129,0.8,-0.0
2592,1.4,-0.0
2897,2.1,0.0
3833,0.9,-0.0
2185,0.1,1.8
2597,0.1,2.1
2973,0.6,0.0
3193,1.2,-0.0
3979,0.1,2.6
2150,1.2,0.0
3515,-0.0,2.1
2388,0.9,0.0
2719,1.5,-0.0
2476,2.6,4.7
3808,2.3,0.0
2121,1.9,2.6
3807,1.9,-0.0
2665,1.1,-0.0
2259,2.6,-0.0
2664,1.7,2.6
2487,0.9,-0.0
2640,1.6,-0.0
3705,1.0,0.0
2454,2.1,3.1
2639,1.8,-0.0
2045,1.5,0.0
3811,0.9,3.3
2497,2.1,2.7
3272,0.8,-0.0
3937,0.3,2.6
3339,1.4,-0.0
2261,1.6,0.0
2437,1.1,0.0
2813,1.7,-0.0
2820,1.8,3.1
2941,1.3,0.9
2726,2.2,0.0
3832,0.7,0.0
2173,1.4,-0.0
2101,1.1,-0.0
2131,2.1,2.7
3467,0.5,1.3
3042,0.6,2.6
2460,2.0,-0.0
3209,1.6,-0.0
2707,1.1,0.0
2656,2.5,-0.0
2579,0.6,2.6
2921,2.9,0.0
2689,0.1,2.8
3623,1.2,3.1
3734,0.6,2.3
2934,1.7,0.0
2510,0.6,0.0
3586,0.6,0.0
2008,0.2,1.3
3440,1.6,0.0
3691,0.9,-0.0
2881,2.2,0.0
2340,1.5,0.0
3520,2.9,-0.0
2869,1.0,0.0
3710,2.2,0.0
3426,2.5,-0.0
2673,2.0,0.0
3527,1.8,-0.0
2771,1.3,2.1
2765,0.2,1.8
3462,1.3,4.7
3936,1.3,0.0
3756,1.3,-0.0
3699,1.2,-0.0
3338,1.5,2.3
3820,1.4,2.6
2828,2.1,2.3
3993,1.5,-0.0
2561,1.1,-0.0
3427,0.1,2.1
3782,0.2,1.8
3037,2.0,-0.0
2406,1.4,3.1
3675,2.6,0.0
2861,0.9,0.0
2582,1.5,2.1
3802,0.5,0.0
3923,0.8,-0.0
2225,1.1,-0.0
2704,1.6,4.2
3915,1.2,-0.0
2182,0.3,1.3
3230,0.7,-0.0
2545,1.3,2.1
3300,1.1,-0.0
3701,1.6,4.7
2178,0.2,1.8
2273,0.4,2.1
