,years_experience,degree
2567,2.0,1.0
3938,0.0,1.0
3315,0.0,3.0
3051,0.0,2.0
3696,1.0,0.0
3118,0.0,1.0
3218,0.0,1.0
2544,0.0,2.0
2347,0.0,1.0
2790,0.0,1.0
3617,0.0,1.0
2496,1.0,1.0
3276,1.0,1.0
3403,0.0,1.0
2983,1.0,1.0
3073,0.0,2.0
3268,0.0,3.0
2687,0.0,1.0
3884,1.0,1.0
3040,0.0,1.0
2033,0.0,1.0
2982,0.0,1.0
3721,1.0,1.0
2869,0.0,2.0
2377,0.0,2.0
2194,0.0,3.0
3390,0.0,3.0
3438,1.0,1.0
3581,0.0,1.0
2312,0.0,1.0
2558,1.0,0.0
3744,1.0,0.0
3561,2.0,0.0
3258,0.0,1.0
2133,1.0,0.0
3515,0.0,1.0
3417,2.0,0.0
3973,0.0,3.0
3802,0.0,3.0
2352,0.0,1.0
2849,0.0,3.0
3517,0.0,1.0
3274,0.0,1.0
3246,1.0,1.0
2092,0.0,2.0
2756,0.0,2.0
2828,1.0,1.0
3191,0.0,1.0
2034,0.0,1.0
2590,0.0,1.0
2972,1.0,0.0
2150,0.0,2.0
3039,0.0,1.0
2806,0.0,2.0
2935,0.0,1.0
2274,2.0,1.0
2745,0.0,1.0
2228,0.0,1.0
3296,0.0,1.0
3365,0.0,3.0
2722,1.0,0.0
3253,0.0,1.0
3692,0.0,3.0
3335,0.0,1.0
3761,1.0,0.0
3452,1.0,0.0
3531,0.0,2.0
3262,0.0,1.0
2521,2.0,1.0
3079,0.0,1.0
3211,0.0,3.0
2366,0.0,2.0
2120,1.0,1.0
3095,0.0,2.0
2207,1.0,1.0
2956,1.0,1.0
3370,0.0,3.0
2997,2.0,0.0
2543,0.0,2.0
3052,2.0,1.0
3575,0.0,1.0
2926,0.0,1.0
2594,0.0,1.0
3324,0.0,3.0
3291,0.0,3.0
2419,0.0,1.0
2949,0.0,1.0
2698,1.0,1.0
2298,1.0,1.0
3641,0.0,3.0
2464,1.0,1.0
3405,0.0,1.0
3580,0.0,3.0
3746,0.0,3.0
3542,0.0,1.0
2928,0.0,3.0
3339,0.0,3.0
2920,0.0,1.0
3476,0.0,1.0
2727,0.0,1.0
3216,0.0,3.0
2470,0.0,1.0
2414,3.0,0.0
2971,0.0,2.0
3584,1.0,2.0
2865,0.0,1.0
2819,0.0,1.0
2333,0.0,1.0
2060,0.0,3.0
3877,0.0,1.0
2730,0.0,2.0
2858,0.0,1.0
2073,0.0,2.0
2075,1.0,1.0
3007,1.0,1.0
3102,0.0,1.0
2148,0.0,1.0
2816,0.0,3.0
3649,0.0,3.0
3756,2.0,1.0
2880,1.0,1.0
2662,2.0,0.0
3449,0.0,1.0
2121,3.0,0.0
2881,1.0,0.0
2776,0.0,3.0
3827,0.0,1.0
3818,0.0,2.0
2817,0.0,1.0
3025,0.0,1.0
2307,0.0,1.0
3331,0.0,3.0
2360,1.0,1.0
2900,1.0,1.0
2734,0.0,1.0
3389,0.0,1.0
3680,0.0,1.0
3330,0.0,3.0
3401,0.0,3.0
2650,2.0,0.0
3468,0.0,1.0
2461,0.0,1.0
3791,0.0,3.0
2089,0.0,2.0
2540,1.0,1.0
3108,0.0,3.0
3503,0.0,3.0
2802,0.0,3.0
3029,0.0,2.0
3612,1.0,1.0
2587,0.0,3.0
2501,0.0,3.0
3595,0.0,2.0
2538,0.0,2.0
2707,0.0,2.0
3723,2.0,0.0
2119,0.0,1.0
2941,1.0,1.0
3928,0.0,1.0
3042,0.0,1.0
2904,1.0,0.0
3672,0.0,3.0
2367,0.0,1.0
3141,1.0,1.0
2390,0.0,1.0
3321,0.0,3.0
3278,2.0,1.0
2572,0.0,2.0
3026,0.0,1.0
3650,2.0,0.0
3272,3.0,0.0
2602,1.0,1.0
3554,0.0,2.0
2747,2.0,0.0
2135,0.0,1.0
3913,0.0,1.0
2653,0.0,3.0
3057,2.0,0.0
3932,0.0,3.0
3910,0.0,1.0
3002,0.0,1.0
2076,3.0,0.0
3423,0.0,2.0
3066,0.0,1.0
2085,1.0,0.0
2514,2.0,0.0
3881,0.0,3.0
2742,2.0,0.0
2808,0.0,1.0
3924,0.0,1.0
2488,0.0,2.0
3949,0.0,2.0
2708,1.0,1.0
3786,1.0,1.0
2985,2.0,0.0
2175,2.0,0.0
3462,1.0,0.0
2455,0.0,3.0
2230,0.0,3.0
2728,2.0,0.0
