,years_experience,degree
3955,0.0,2.0
2031,1.0,1.0
2385,0.0,1.0
3571,0.0,1.0
3249,0.0,2.0
2831,2.0,1.0
3414,1.0,3.0
2847,1.0,1.0
2809,1.0,3.0
2691,1.0,3.0
2940,0.0,3.0
3423,0.0,3.0
3721,2.0,1.0
3886,0.0,1.0
2263,0.0,2.0
2859,1.0,1.0
3011,0.0,2.0
2374,0.0,2.0
2506,0.0,2.0
2547,0.0,1.0
2274,0.0,2.0
2334,2.0,1.0
2828,1.0,1.0
2235,2.0,0.0
2666,1.0,2.0
3369,1.0,1.0
2618,0.0,2.0
2150,1.0,3.0
2368,1.0,1.0
3386,0.0,1.0
3261,2.0,1.0
2291,0.0,3.0
3590,1.0,2.0
3915,0.0,1.0
3495,0.0,1.0
2833,1.0,0.0
2295,2.0,0.0
3784,1.0,1.0
2950,0.0,2.0
2404,3.0,0.0
2651,2.0,1.0
3667,3.0,0.0
3742,1.0,1.0
2624,0.0,1.0
2486,0.0,1.0
3833,0.0,2.0
2362,1.0,1.0
2203,1.0,0.0
3297,1.0,0.0
3152,1.0,1.0
3818,1.0,0.0
2507,1.0,1.0
3809,0.0,2.0
3179,0.0,3.0
3230,0.0,3.0
3770,0.0,2.0
3589,1.0,1.0
3804,1.0,1.0
3129,0.0,1.0
3623,0.0,2.0
2732,0.0,3.0
3371,1.0,3.0
3004,0.0,3.0
2587,2.0,1.0
3038,0.0,3.0
2975,0.0,1.0
3972,0.0,2.0
2266,3.0,1.0
2137,0.0,2.0
2679,0.0,1.0
2255,1.0,2.0
3836,0.0,2.0
3257,0.0,1.0
2767,0.0,1.0
2324,1.0,2.0
2746,1.0,3.0
2909,0.0,3.0
3841,0.0,1.0
3992,0.0,1.0
3091,0.0,3.0
2395,1.0,1.0
2013,0.0,1.0
2210,1.0,1.0
3889,3.0,1.0
3255,0.0,3.0
2241,0.0,2.0
2483,0.0,1.0
3316,3.0,0.0
2272,0.0,3.0
2793,0.0,1.0
2682,0.0,3.0
2702,0.0,1.0
3685,0.0,3.0
2199,1.0,3.0
3169,2.0,1.0
2111,3.0,0.0
3107,0.0,1.0
2930,0.0,3.0
3993,1.0,0.0
3978,0.0,2.0
3737,2.0,1.0
3178,1.0,1.0
3211,1.0,1.0
3442,0.0,2.0
3272,2.0,0.0
3929,1.0,0.0
3951,0.0,1.0
3591,1.0,1.0
3407,0.0,3.0
3425,0.0,1.0
2633,0.0,3.0
2713,0.0,3.0
2451,1.0,1.0
3827,0.0,1.0
3556,1.0,1.0
2953,1.0,1.0
3647,0.0,2.0
2487,0.0,3.0
3060,0.0,1.0
2801,3.0,0.0
2049,0.0,2.0
2224,1.0,1.0
2892,0.0,2.0
3607,0.0,1.0
3055,0.0,1.0
2707,1.0,1.0
3798,0.0,1.0
2048,0.0,1.0
3307,0.0,2.0
3511,0.0,3.0
2886,1.0,1.0
3370,1.0,1.0
2104,1.0,0.0
3572,0.0,2.0
2764,0.0,2.0
2925,1.0,2.0
2803,1.0,1.0
2846,0.0,2.0
2851,0.0,1.0
3648,0.0,1.0
3303,0.0,1.0
2565,1.0,3.0
2087,0.0,3.0
2779,0.0,1.0
3449,2.0,1.0
3064,3.0,0.0
2573,0.0,2.0
2799,1.0,1.0
3054,2.0,0.0
3118,1.0,1.0
3086,1.0,2.0
2085,0.0,1.0
2341,1.0,1.0
3631,1.0,1.0
2236,0.0,2.0
2149,0.0,1.0
2165,1.0,1.0
2278,1.0,0.0
3029,0.0,3.0
3298,2.0,0.0
2298,1.0,1.0
2518,1.0,1.0
3574,0.0,3.0
3888,0.0,3.0
3806,0.0,1.0
3918,1.0,0.0
2989,1.0,0.0
3874,1.0,0.0
3952,0.0,1.0
3041,0.0,3.0
3220,1.0,1.0
3655,0.0,1.0
3774,0.0,1.0
3431,2.0,0.0
3581,0.0,1.0
2775,0.0,2.0
2686,0.0,1.0
3290,1.0,0.0
2312,0.0,2.0
3545,0.0,1.0
2558,2.0,2.0
2318,2.0,1.0
2131,0.0,1.0
3821,0.0,3.0
3398,1.0,1.0
3506,1.0,0.0
2839,0.0,2.0
3943,0.0,2.0
3626,2.0,0.0
3635,0.0,2.0
2852,0.0,2.0
3634,0.0,1.0
3125,0.0,1.0
3597,0.0,1.0
3587,1.0,3.0
3216,0.0,3.0
2422,0.0,2.0
2475,0.0,1.0
3578,0.0,1.0
2177,0.0,1.0
