,h_post,h_post_individualized
16873,0.86,
13922,0.96,
17984,0.98,
17219,0.98,
10113,0.64,
17003,0.74,
13986,0.62,
15185,0.98,
11432,0.98,
15463,0.88,
11844,0.96,
10751,0.98,
12266,0.02,
10562,0.7,
10165,0.98,
13078,0.98,
19881,0.98,
18164,0.72,
17075,0.72,
16982,0.98,
18213,0.68,
12260,0.98,
16502,0.74,
13529,0.98,
10009,0.74,
11288,0.76,
18084,0.96,
11818,0.74,
17841,1.0,
11145,0.72,
17279,0.98,
12018,0.96,
12843,1.0,
16846,1.0,
18895,0.84,
14772,0.96,
18937,0.86,
18012,0.98,
14059,0.66,
18511,0.98,
12803,0.96,
12159,0.96,
13056,1.0,
11665,0.94,
19148,0.98,
13984,0.98,
17874,0.86,
12530,0.96,
10200,1.0,
15677,0.72,
13765,1.0,
18885,0.72,
14287,0.96,
18208,1.0,
12979,0.94,
13313,0.66,
15221,1.0,
10680,1.0,
16510,0.98,
15101,0.98,
11353,0.98,
15124,0.94,
17431,1.0,
10435,1.0,
16420,0.52,
13151,0.96,
17298,0.9,
15078,0.98,
18621,0.98,
15166,1.0,
18330,0.8,
16807,0.68,
12129,0.72,
17152,0.72,
17541,0.96,
19283,0.98,
11344,0.96,
12246,0.74,
12083,0.98,
11289,0.64,
16379,1.0,
19596,0.7,
12703,1.0,
15992,0.78,
15443,1.0,
17774,1.0,
11355,0.66,
19299,0.9,
12727,0.86,
18407,0.84,
11093,0.98,
16682,0.72,
11232,0.98,
12892,0.98,
19392,0.84,
16186,1.0,
14097,0.72,
17926,0.98,
15804,1.0,
18472,0.98,
11835,0.72,
12273,0.68,
17915,0.96,
10585,0.72,
11405,1.0,
19139,0.58,
10924,0.68,
14012,1.0,
10718,0.76,
18389,0.98,
12331,1.0,
10961,0.8,
12639,0.96,
13189,0.72,
15991,0.98,
18207,0.86,
14622,1.0,
16476,0.68,
15669,0.72,
12749,0.96,
17770,1.0,
11440,0.96,
16746,0.96,
11955,0.96,
12065,1.0,
18685,0.94,
19978,0.78,
18933,0.96,
19766,1.0,
14171,0.76,
15561,1.0,
13788,1.0,
13763,0.96,
12039,0.98,
10893,0.96,
13832,0.98,
10285,0.66,
17272,1.0,
14002,1.0,
11130,0.76,
15508,1.0,
14336,0.98,
15996,0.98,
10219,0.98,
16443,0.94,
17013,1.0,
14800,1.0,
10026,0.96,
17318,1.0,
17794,1.0,
18291,0.72,
19831,0.98,
19966,0.66,
13572,0.76,
19932,0.76,
16355,1.0,
13073,0.98,
12128,0.94,
19234,0.96,
14892,0.72,
17302,0.7,
14434,0.98,
15841,0.72,
19747,1.0,
14334,0.78,
13353,1.0,
17753,0.98,
10816,0.74,
14236,0.82,
13649,1.0,
19700,1.0,
12271,1.0,
19533,0.74,
13096,0.96,
17823,0.98,
15580,0.68,
17598,1.0,
10382,0.96,
13246,0.98,
10906,1.0,
10691,0.72,
16086,0.7,
11343,0.96,
10145,0.82,
11103,0.98,
19006,0.98,
10584,0.88,
15663,0.78,
17381,0.94,
15706,0.68,
17575,0.98,
13259,0.7,
19964,1.0,
18606,0.74,
15844,0.98,
16048,0.72,
17337,0.98,
18063,0.98,
17425,0.72,
17704,0.66,
