,h_post,h_post_individualized
2604,0.5042242097366834,
3314,0.5096503139619373,
2937,0.5030713057170937,
3410,0.5023289471334297,
3961,0.5050831808127881,
3641,0.5132571960323176,
2852,0.5190529334575209,
2139,0.5101984582334871,
2875,0.6322334000581068,
2446,0.5121561684200552,
2183,0.5069116027332948,
3320,0.5119628195594913,
3913,0.5050366658915548,
3632,0.5065638197660106,
3295,0.5179965022170515,
2247,0.8089462511510154,
3150,0.5356548639547358,
2308,0.5066420537048538,
3895,0.5204987852560757,
2800,0.5104530104280612,
3644,0.5029594584439834,
2596,0.50007541882188,
3577,0.5159110335375081,
2000,0.5027736291535573,
2114,0.5125599199517499,
3508,0.5031266463010995,
2110,0.5116079383122947,
3660,0.5005345051342034,
2169,0.5146132995968126,
3736,0.788350827803075,
2726,0.5200390909672326,
3323,0.5008282168875879,
2670,0.5073630362107311,
3115,0.5933019531175476,
3881,0.5125649972171356,
2016,0.5002155460573056,
2968,0.6482791062994132,
3190,0.5027676422761819,
3542,0.5030025117001057,
2766,0.5086422815520502,
2549,0.5030084163145219,
3270,0.5092474204757721,
2858,0.512330704016684,
3743,0.5072194818989824,
3196,0.5227390993652365,
3054,0.5036776875374034,
2610,0.5122553397803375,
3378,0.5009121424412171,
3558,0.5078266211725002,
3142,0.5107934059052064,
2748,0.5001562785801345,
3051,0.5088214014638333,
2211,0.5003093579182117,
3692,0.5176609783330599,
3712,0.5169108330602142,
3350,0.5156314020726569,
2940,0.7803680268974484,
3992,0.511577960880474,
2926,0.5001241526460474,
3351,0.5230379682223874,
3793,0.5094444104227355,
2707,0.6163617089774064,
3453,0.5088630240276563,
2163,0.5480419749612551,
3594,0.5120695544591718,
3123,0.5035396108446224,
2843,0.5026800906431815,
3034,0.5092527333371579,
3278,0.5058902628477265,
2742,0.5074281990396804,
2672,0.5134447162622563,
3163,0.5151869205310694,
3371,0.5123359227174797,
3301,0.521912392440015,
3199,0.5119404837021841,
2728,0.5170776309711888,
2228,0.5162321581358903,
3999,0.5014644823909571,
2369,0.5135273732751631,
3429,0.5124476838820214,
2486,0.5104021896208832,
2387,0.5085658072917361,
2743,0.5174185145001072,
2866,0.5099906090645868,
3368,0.5126622565506765,
3416,0.5051705069181254,
2675,0.5114371777567989,
3790,0.5043474427830592,
3572,0.7776074172265597,
2391,0.5010274459415489,
2451,0.5085350905438817,
3384,0.5014552417463585,
3133,0.5038577199780492,
2465,0.5110620741348435,
3231,0.5060131937180579,
2720,0.5033221892590648,
3963,0.5119439535583581,
3169,0.5019568920246201,
2626,0.5108952634464244,
2528,0.5079971433305474,
3802,0.5166527872930556,
3299,0.507343841270668,
2399,0.5041493753114079,
2358,0.5121326502086461,
2393,0.5019147242080338,
2862,0.5038196803648101,
2142,0.5001656664634149,
2495,0.5081683982080554,
2245,0.5005703351314443,
2002,0.514582654443704,
2347,0.5409444932261747,
3752,0.5038620497146761,
3670,0.5001171249458417,
3088,0.514262205897222,
3832,0.505232851232704,
3772,0.5021590210307292,
3807,0.5058333007535428,
3514,0.5102742697503517,
2309,0.5006492356591632,
3939,0.5066655050176012,
3764,0.5001287409834756,
3825,0.5238057057709246,
2090,0.5165178957149901,
3155,0.5076189955816438,
3180,0.5220994339201069,
3581,0.5067065016504053,
3266,0.5117343978451514,
2801,0.5057972118255927,
3272,0.5110726858321889,
3638,0.503664693881351,
3531,0.6015462637550609,
3228,0.5055639165401326,
2493,0.5703072652440073,
2941,0.5015978749902023,
3953,0.509503237341131,
2344,0.5054968320143781,
2575,0.5033092450534313,
2934,0.5121551514969387,
2063,0.5036060807193714,
2426,0.8724682376945243,
2539,0.5029660376831041,
3820,0.5157455759859269,
2622,0.5179129662048991,
2276,0.5094004018551878,
2248,0.5079483514978994,
3724,0.5056340262436525,
2695,0.5114330976214458,
2460,0.5165029166267077,
3000,0.5046354971558822,
3590,0.5101246337972382,
3127,0.5621208757922966,
2788,0.5026425350833481,
3968,0.502913576245004,
3705,0.5011419042922859,
3086,0.5511605457180563,
2475,0.5026833425089386,
2107,0.5115527529720393,
2418,0.5359599270927282,
2062,0.5007762007833891,
3151,0.6134094917996702,
3405,0.5018151236863004,
2266,0.5008378059241132,
2241,0.5137148840699058,
3672,0.5071471540254345,
2525,0.5930263993865424,
3728,0.7567965907951898,
3173,0.5012025134151181,
3156,0.5047367219673066,
3085,0.5005818115451975,
2554,0.5010724786540536,
2628,0.5000870859499095,
2291,0.5055343223419916,
3631,0.5015860652690416,
2915,0.5226112760811128,
2814,0.7013599454976283,
3722,0.5038234095614882,
2279,0.6376705492572611,
2249,0.5183031301074922,
2523,0.6367273196737241,
2730,0.5064294158164896,
3148,0.5034031762364358,
3406,0.5223481796243189,
2118,0.5072275540419069,
2374,0.5009194838963501,
2842,0.5149443345047897,
2981,0.5038487850473153,
3546,0.5032484270451462,
2786,0.5018657653131664,
2366,0.5083291740678139,
3108,0.8817986309896702,
3442,0.5044866632586814,
3776,0.6572034206116757,
2947,0.507465622387386,
3026,0.6344885895273696,
2834,0.5071584655935198,
2454,0.5112829654890676,
2195,0.5112209235207765,
2949,0.5820893829659565,
3616,0.5146865489369064,
3454,0.5047612592034588,
