,x1,x2,x3
2292,0.4,-0.1,5.0
2370,-0.0,-0.3,0.2
2332,0.0,0.0,0.5
3236,-0.0,-0.0,3.1
2886,-0.0,-0.0,3.3
2749,0.0,-0.0,4.9
2215,-0.0,0.0,2.5
2746,0.0,-0.0,1.5
2323,-0.0,-0.0,1.8
3150,0.0,-0.0,2.7
3899,-0.0,-0.0,1.0
3460,-0.0,-0.0,1.9
2353,0.0,0.0,3.0
2789,-0.0,-0.0,0.7
3376,-0.0,0.0,1.1
2266,0.1,0.0,0.2
2175,0.0,0.0,2.5
3189,0.0,0.0,2.3
3873,-0.1,-0.1,1.8
2735,-0.0,-0.0,0.3
2333,0.1,-0.0,2.6
3151,-0.0,-0.0,3.9
2427,0.0,-0.0,0.5
3366,-0.0,-0.0,2.0
2876,0.0,0.0,3.3
3390,-0.0,-0.0,0.3
3113,-0.0,0.0,2.8
3058,0.0,-0.0,3.8
3836,0.0,-0.1,0.1
2959,-0.0,0.0,1.1
2967,-0.0,-0.0,0.6
3630,-0.0,0.0,0.1
3575,0.0,-0.1,2.7
3970,0.0,-0.1,3.5
3956,-0.0,-0.0,0.4
2161,-0.0,0.0,1.1
3820,-0.0,-0.0,1.2
2507,0.0,0.0,1.0
3513,-0.0,0.0,4.3
2059,-0.0,0.0,1.6
2302,0.0,-0.0,2.9
2196,-0.0,0.0,0.9
2906,-0.0,0.0,1.8
2553,-0.0,-0.0,2.3
2867,0.0,-0.0,0.9
2117,-0.0,0.0,4.0
2138,0.0,-0.0,1.2
2587,0.0,0.0,1.7
3175,0.0,0.0,1.9
2375,0.0,0.0,0.6
3908,-0.1,0.0,3.8
3821,0.0,-0.0,0.3
3731,0.0,0.0,5.0
2638,0.0,0.0,0.4
3360,-0.0,-0.0,3.6
3591,0.0,-0.1,2.3
2688,0.0,-0.0,3.6
2786,-0.0,-0.1,0.7
3556,-0.0,0.0,2.2
2450,-0.0,0.0,2.5
3767,0.0,0.0,3.4
3021,0.0,-0.0,2.4
3932,-0.0,0.0,3.5
3680,0.0,-0.0,5.7
3204,0.0,-0.0,4.9
3322,-0.0,0.0,3.1
2617,-0.0,-0.0,0.8
2121,0.0,-0.1,6.4
2224,0.0,-0.0,0.8
3760,0.0,0.0,3.2
3396,0.0,0.0,0.9
3614,0.1,0.1,3.4
2543,0.0,-0.0,4.5
3688,-0.0,0.0,1.3
2680,0.0,-0.0,1.1
2432,0.1,-0.0,3.1
3419,-0.0,0.0,2.3
3339,0.0,0.0,2.8
2134,-0.0,0.0,0.2
2355,-0.0,-0.1,3.4
2667,0.0,0.0,3.2
2260,0.0,-0.0,1.0
2106,0.0,0.0,0.5
2672,-0.0,0.0,1.6
2159,0.0,-0.0,0.3
2128,0.0,-0.1,3.5
3557,-0.0,-0.1,2.1
3457,0.0,-0.0,3.3
2046,0.1,0.0,4.6
3456,-0.0,-0.0,2.1
3083,0.0,0.1,5.8
3166,-0.0,0.0,0.1
2768,0.0,-0.0,1.8
2678,-0.0,-0.0,3.4
2709,0.1,-0.0,3.6
2497,-0.1,-0.0,5.2
2723,0.0,-0.0,4.7
2661,0.0,-0.0,2.3
3337,0.0,0.0,2.1
3835,0.0,0.0,1.4
3550,-0.0,0.0,2.9
3535,0.0,-0.1,0.7
2802,0.0,0.0,0.5
3314,-0.0,0.1,0.8
2479,0.0,0.0,5.1
3149,0.0,0.0,2.3
2603,-0.0,-0.0,0.2
2437,0.0,0.0,2.4
3568,0.0,-0.0,3.2
2440,-0.1,-0.1,3.2
2557,-0.0,-0.0,1.6
3694,0.0,0.0,1.2
3096,-0.0,0.0,0.6
2539,-0.0,0.0,5.4
3251,0.0,-0.0,2.2
2183,0.1,0.0,3.3
2350,0.0,0.0,0.3
2629,-0.0,-0.0,1.2
2363,0.1,0.0,1.7
