,x1,x2,x3
3060,1.2,-0.0,4.4
2674,0.2,1.2,2.5
3206,0.6,0.8,-0.0
3393,1.1,1.1,0.1
2774,1.6,-0.0,0.0
3382,1.5,1.7,0.0
2786,1.6,-0.0,2.1
2986,1.4,3.0,4.6
3267,0.9,0.2,1.8
2615,1.3,1.8,3.2
3629,1.3,1.0,0.0
3756,1.2,0.0,0.0
2225,2.6,-0.0,0.0
2119,0.6,3.8,-0.0
3946,0.9,0.4,-0.0
2321,1.8,-0.0,-0.0
3199,0.8,-0.0,2.2
2975,2.6,1.8,3.3
3338,1.1,0.2,1.4
3371,0.9,-0.0,2.3
3572,0.7,1.2,-0.0
2867,1.0,2.9,0.0
3289,0.6,3.3,0.0
2709,1.2,3.0,5.6
2694,1.2,1.4,0.0
2628,0.8,0.0,0.9
3493,0.1,1.2,0.0
3369,1.2,0.0,0.0
2507,0.9,3.1,0.0
2783,2.5,-0.0,2.5
2495,1.1,0.0,-0.0
3378,2.1,0.0,3.8
2371,0.8,2.1,3.4
3139,0.7,1.0,-0.0
2037,1.2,0.0,-0.0
3134,1.1,0.0,0.0
2895,1.3,-0.0,-0.0
3719,1.6,-0.0,2.3
3479,2.5,3.0,5.2
2253,3.0,2.1,5.4
3929,2.1,0.0,0.0
3871,0.6,1.8,-0.0
2115,2.2,3.7,6.2
3373,1.3,0.8,-0.0
3605,2.0,-0.0,0.0
2837,2.6,2.1,5.0
3233,2.0,2.5,0.0
2981,0.0,3.2,0.0
2065,1.3,0.7,-0.0
3015,1.9,0.0,0.0
2375,0.7,1.5,0.0
2488,1.8,0.0,3.4
3840,1.0,2.1,-0.0
3079,0.7,1.0,1.9
3050,1.3,0.0,0.0
3053,0.4,3.1,3.0
2209,1.3,-0.0,2.2
2276,1.8,1.4,0.0
3647,1.9,-0.0,3.3
3544,1.4,-0.0,-0.0
2272,3.0,4.2,6.9
2925,0.5,0.2,1.4
3077,2.2,-0.0,0.0
2678,2.6,4.7,7.7
3724,0.7,0.6,1.6
3358,0.1,1.2,0.0
3735,1.6,3.3,4.7
3305,0.7,0.5,0.0
2675,1.2,1.3,0.0
3124,0.8,2.3,-0.0
3441,0.9,-0.0,-0.0
3243,2.4,0.0,0.0
2799,1.3,0.3,1.9
3217,1.3,2.1,3.9
3024,0.8,4.6,0.0
3959,0.7,2.6,0.0
2412,0.9,2.2,-0.0
3747,0.8,-0.0,0.0
2583,1.7,3.2,0.0
3539,2.1,1.5,3.6
3342,3.3,1.7,5.5
3955,2.1,2.5,1.8
3128,1.3,0.0,0.0
3645,2.6,4.4,7.1
2323,1.8,3.1,2.5
3032,1.1,1.1,4.2
2090,0.1,1.4,-0.0
2556,1.4,0.3,0.0
3226,2.5,3.2,0.0
3391,0.1,1.4,2.2
2754,2.2,1.8,0.0
2417,0.9,2.1,0.0
2172,1.8,-0.0,-0.0
3867,0.3,1.0,-0.0
2232,0.1,3.6,0.0
2886,0.5,0.0,1.0
3376,0.8,-0.0,2.8
3710,1.4,0.0,3.5
2947,1.5,0.0,-0.0
3344,2.3,1.6,4.5
3887,2.2,0.0,4.7
3620,1.7,0.0,3.0
2660,1.7,0.0,0.0
2546,1.2,-0.0,1.9
2594,0.3,-0.0,0.0
2139,2.3,0.0,3.5
2370,2.3,1.8,4.4
3628,0.7,3.1,5.1
3120,2.1,-0.0,2.2
2513,2.7,2.7,5.6
3343,1.6,-0.0,-0.0
2295,1.6,2.6,5.0
3303,0.3,1.2,2.6
2517,0.7,1.3,-0.0
2501,1.3,-0.0,-0.0
3047,1.5,-0.0,0.0
3290,0.9,0.0,0.8
3822,0.4,-0.0,-0.0
2879,0.9,1.3,-0.0
2990,1.5,-0.0,2.8
3956,1.0,2.1,0.0
3989,1.5,0.0,0.0
3637,1.8,0.0,-0.0
3691,1.3,0.3,0.0
3166,1.3,0.5,0.0
3295,1.3,0.2,-0.0
2681,1.3,0.0,-0.0
3700,1.0,0.0,0.0
2045,2.6,-0.0,-0.0
2946,1.3,-0.0,-0.0
3163,1.4,1.4,0.0
3837,1.3,0.0,-0.0
2703,0.0,3.1,0.0
2715,3.0,3.8,6.6
2022,1.7,0.2,3.0
2048,3.9,0.0,0.0
3940,1.2,2.5,4.5
3602,1.9,3.7,4.6
2824,0.9,2.6,-0.0
2771,0.9,-0.0,0.0
3008,0.5,2.0,-0.0
2632,0.6,2.0,3.0
3782,2.0,0.4,0.0
3784,1.7,3.5,3.8
3458,1.8,0.8,0.0
3904,1.5,2.0,4.0
2189,1.2,1.4,2.8
3703,2.8,0.5,3.1
3966,2.3,-0.0,0.0
3672,1.7,0.2,0.0
3718,1.0,-0.0,0.0
3828,1.6,-0.0,-0.0
2369,1.9,-0.0,2.4
2956,1.7,-0.0,-0.0
3158,2.0,0.7,0.0
3536,1.8,3.5,5.1
2070,3.1,0.0,6.0
2910,1.2,3.6,0.0
3262,0.8,2.1,3.6
2483,0.8,-0.0,-0.0
3624,1.1,1.2,1.3
3251,0.0,1.8,0.0
3122,0.7,1.6,0.0
3911,3.1,1.9,5.2
2569,1.3,0.5,1.7
2307,2.9,0.7,3.6
2226,1.5,2.6,0.0
2073,2.9,0.0,-0.0
3984,1.3,2.0,-0.0
3265,0.6,2.2,-0.0
3464,1.8,0.9,0.0
3353,2.1,1.2,0.0
3356,0.3,1.8,-0.0
2934,1.0,0.9,-0.0
2392,1.2,3.1,4.6
3392,1.1,0.0,0.0
3910,1.0,1.9,-0.0
2081,0.8,-0.0,0.0
2170,0.5,2.6,2.4
3912,1.0,0.0,0.0
3196,2.6,0.6,3.4
3426,1.6,1.8,0.0
3877,2.6,0.6,0.0
3198,1.6,-0.0,0.0
3246,1.0,2.5,3.5
2984,1.2,-0.0,-0.0
3631,1.6,-0.0,-0.0
3181,2.3,2.3,4.9
3962,0.6,-0.0,-0.0
2630,1.5,1.7,3.6
2024,1.2,0.1,-0.0
2366,1.7,-0.0,0.1
3330,2.4,3.6,6.6
3639,1.5,0.6,2.2
2494,1.4,0.9,-0.0
3266,2.4,2.3,0.0
2477,1.2,0.0,1.5
2828,1.9,-0.0,0.0
2619,1.0,1.5,3.8
2818,2.1,2.1,4.4
