,h_post,h_post_individualized
2372,0.58,
3729,0.58,
3329,0.62,
3757,0.62,
2167,0.68,
3101,0.68,
3837,0.62,
2722,0.66,
2691,0.58,
2805,0.68,
3892,0.62,
3551,0.66,
3934,0.66,
3796,0.66,
3806,0.66,
2551,0.62,
2146,0.62,
3645,0.58,
3143,0.62,
2659,0.56,
3947,0.68,
2292,0.66,
3134,0.68,
3349,0.62,
3424,0.58,
3328,0.66,
3013,0.62,
3058,0.62,
2507,0.58,
2002,0.68,
3055,0.58,
3866,0.56,
2872,0.66,
3835,0.58,
2061,0.68,
3838,0.62,
2669,0.66,
2638,0.68,
2181,0.68,
2680,0.62,
3562,0.62,
3569,0.62,
2777,0.66,
2815,0.62,
3041,0.56,
3585,0.62,
3396,0.68,
2532,0.62,
2744,0.62,
2082,0.66,
3825,0.62,
2848,0.86,
2338,0.62,
2092,0.62,
3743,0.98,
2309,0.62,
3472,0.54,
2521,0.58,
3738,0.62,
3877,0.56,
3416,0.68,
2020,0.62,
2038,0.66,
2657,0.66,
2506,0.62,
3032,0.68,
3117,0.58,
2316,0.66,
3739,0.62,
3932,0.62,
2323,0.62,
3702,0.56,
2256,0.58,
2063,0.62,
3330,0.56,
3594,0.56,
3522,0.62,
2172,0.62,
3957,0.62,
2869,0.68,
3225,0.62,
2308,0.62,
3734,0.58,
3723,0.58,
2906,0.58,
2941,0.62,
2379,0.66,
2343,0.66,
3311,0.62,
3126,0.66,
3141,0.66,
3025,0.56,
2785,0.62,
3972,0.56,
2640,0.62,
2147,0.62,
3658,0.52,
3240,0.62,
3136,0.66,
2541,0.66,
2182,0.66,
3708,0.62,
2776,0.62,
3483,0.64,
2133,0.62,
3438,0.58,
2738,0.62,
2373,0.56,
2800,0.9,
3113,1.0,
3572,0.62,
2682,0.66,
2087,0.62,
3930,0.66,
2069,0.66,
3428,0.62,
3275,0.58,
2195,0.98,
2188,0.58,
2977,0.56,
3610,0.68,
2773,0.62,
3417,0.56,
2249,0.62,
3966,0.68,
3843,0.58,
3497,0.58,
2947,0.68,
3620,0.62,
2957,0.66,
2245,0.66,
2495,0.58,
3762,0.62,
3214,0.62,
2882,0.68,
2718,0.58,
3566,0.68,
2778,0.58,
2401,0.58,
2679,0.66,
2609,0.56,
3597,0.58,
2540,0.68,
3851,0.62,
3378,0.62,
2236,0.68,
2204,0.62,
3454,0.58,
3586,0.58,
3402,1.0,
2212,0.68,
2431,0.68,
3332,0.62,
3997,0.62,
3783,0.62,
3988,0.68,
2090,0.58,
3446,0.66,
3450,0.62,
3893,0.62,
3127,0.68,
2145,0.68,
2711,0.62,
2096,0.66,
2597,0.58,
3427,0.66,
3906,0.62,
2268,0.58,
2485,0.58,
2664,0.66,
2112,0.62,
3563,0.68,
2099,0.66,
3575,0.62,
2515,0.58,
2366,0.58,
3137,0.66,
3044,0.56,
3309,0.62,
2838,0.62,
2550,0.66,
2945,0.62,
2393,0.66,
3361,0.56,
3188,0.68,
3062,0.62,
3879,0.66,
2312,0.62,
2667,0.62,
3391,0.66,
3190,0.66,
3812,0.66,
3511,0.68,
2687,0.52,
2300,0.68,
2097,0.56,
3841,0.66,
2754,0.62,
3854,0.66,
2891,0.62,
