,x1,x2
3841,0.6,0.0
3281,1.6,3.1
3724,0.0,1.0
2494,1.0,2.5
2253,0.4,0.0
3142,0.1,0.0
2789,2.1,1.6
3302,1.3,4.5
2096,2.0,0.0
3186,1.4,0.0
3293,1.6,0.0
2456,0.4,0.2
3879,1.5,-0.0
2797,2.0,0.0
2756,0.9,0.4
3269,1.3,2.0
3278,0.2,-0.0
3978,1.7,0.0
2360,2.4,0.0
2602,0.7,0.0
3059,2.5,0.5
3773,0.7,0.0
3339,2.1,0.0
2945,1.2,1.8
2952,0.2,0.0
2363,2.0,-0.0
2065,1.5,-0.0
3405,0.8,0.0
3670,1.1,-0.0
3711,1.0,-0.0
3579,1.4,1.7
2904,0.9,0.0
2388,1.2,4.6
2029,0.9,0.0
3661,1.4,1.8
2167,1.3,0.1
3666,0.9,3.6
3212,1.3,0.0
3183,1.1,0.0
3693,0.3,-0.0
2733,1.4,3.1
3798,1.8,2.9
3459,2.1,3.8
2162,1.2,-0.0
2715,0.7,2.1
3571,1.4,-0.0
2361,3.0,2.6
3232,1.6,1.2
3475,1.8,3.1
2385,2.0,-0.0
3483,0.5,1.4
2610,1.4,1.0
3203,1.6,0.0
2000,1.4,1.8
3801,0.7,3.0
3432,0.5,0.0
2572,0.4,-0.0
3419,2.1,3.0
2712,1.0,0.4
2691,1.5,0.4
2563,0.7,0.0
2754,0.9,-0.0
2378,0.3,-0.0
2294,1.2,-0.0
2938,0.1,-0.0
2184,0.6,2.1
3962,2.0,-0.0
3473,2.0,2.9
2495,1.9,3.0
3698,0.6,2.1
2561,0.7,-0.0
2520,0.5,-0.0
3707,2.0,0.0
3038,0.2,0.0
3077,0.3,0.5
2077,1.3,0.0
3426,1.3,-0.0
3000,1.4,0.6
3512,0.0,0.1
3643,0.9,0.0
2127,0.1,2.6
2212,2.4,0.0
2280,1.4,0.0
3520,-0.0,1.1
2489,2.1,-0.0
3774,2.1,2.6
2606,1.0,0.0
2352,2.7,3.4
2618,0.4,3.2
2145,1.3,-0.0
2337,1.5,0.0
3270,1.8,1.6
3984,0.9,-0.0
2474,1.5,1.2
3947,2.1,3.7
2862,0.8,0.1
3575,2.0,-0.0
2371,0.9,3.3
3116,0.2,0.7
2865,0.7,0.0
2443,1.5,-0.0
2158,0.5,0.0
3919,0.2,0.2
3245,1.2,2.2
3015,0.8,0.0
3131,2.1,2.7
3815,1.5,-0.0
2910,0.8,0.0
3401,1.7,3.3
3904,0.4,2.0
3308,0.1,0.1
2516,1.5,-0.0
2973,-0.1,0.0
2852,1.9,1.6
2277,0.7,-0.0
2761,2.3,1.1
3124,0.8,0.0
3526,1.1,-0.0
2836,0.1,-0.0
3439,-0.0,-0.1
3479,0.4,0.0
3917,2.0,4.0
3764,0.6,2.6
2086,0.1,2.6
2491,1.0,0.0
3559,1.3,-0.0
3986,0.8,1.6
2309,0.5,-0.0
2714,1.1,-0.0
3640,1.0,0.0
3732,1.6,0.0
3819,1.9,-0.0
3923,1.2,0.0
3430,1.9,-0.0
2535,1.7,-0.0
3959,1.3,0.0
3674,2.5,-0.0
2475,2.3,-0.0
2405,1.7,0.0
2776,2.1,0.0
2748,0.5,0.4
3783,2.9,2.7
2685,0.4,0.1
2292,2.1,2.0
3551,0.1,0.0
2725,1.7,0.0
2839,-0.1,-0.0
3851,1.6,0.0
3307,1.1,0.0
2430,0.3,3.3
3628,3.6,2.3
2616,1.2,0.0
3454,1.0,0.0
2933,1.3,0.0
2005,1.4,2.1
3601,0.1,0.1
2244,1.6,0.0
2620,0.4,0.8
2902,0.8,0.0
2094,1.3,1.1
3428,0.7,0.0
2185,0.9,2.6
2740,1.0,3.0
2884,1.4,0.0
3811,0.1,0.0
2248,0.0,1.4
3310,0.7,2.4
3388,1.4,0.0
2745,1.6,-0.0
2801,0.2,0.2
3206,1.0,-0.0
2741,0.7,0.3
2568,1.3,-0.0
3782,3.3,0.3
2234,1.0,0.0
2076,1.9,0.0
3031,0.9,0.0
3330,1.3,0.0
2281,0.3,3.1
2180,0.7,0.2
3337,2.2,0.0
3085,1.7,0.5
3720,2.4,0.0
2082,0.9,-0.0
2612,2.7,2.1
2190,2.4,-0.0
2905,1.5,-0.0
3045,0.5,-0.0
2808,1.9,0.0
2415,1.9,4.0
3395,0.3,0.0
3046,2.4,0.0
3683,0.6,0.0
2013,0.2,0.0
2640,0.9,2.8
3594,1.3,-0.0
2409,1.3,-0.0
2785,2.1,-0.0
2779,0.6,0.0
2006,1.0,3.0
