,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.95,0.95,0.975,0.0,0.98,0.975,"[5.0, 5.0]",300.0,0.5,individualized,improvement,2,,0.978,11.625
1,1.0,0.95,0.95,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,2,,0.657,0.09611350000000002
2,1.0,0.95,0.95,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,2,,0.664,0.09604899999999994
3,1.0,0.95,0.95,0.945,0.0,0.945,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,2,,0.945,10.475
4,1.0,0.95,0.95,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,2,,0.661,0.09715250000000004
5,1.0,0.95,0.95,0.985,0.01,0.985,0.985,"[5.0, 5.0]",300.0,0.5,individualized,improvement,1,,0.985,11.425
6,1.0,0.95,0.95,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,1,,0.9960000000000001,0.2563495
7,1.0,0.95,0.95,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,1,,0.9949999999999999,0.3068099999999998
8,1.0,0.95,0.95,0.97,0.005,0.97,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,1,,0.97,10.8
9,1.0,0.95,0.95,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,1,,1.0,0.277163
10,1.0,0.95,0.95,0.97,0.0,0.97,0.97,"[5.0, 5.0]",300.0,0.5,individualized,improvement,0,,0.97,11.325
11,1.0,0.95,0.95,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,0,,0.6599999999999999,0.11180850000000005
12,1.0,0.95,0.95,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,0,,0.651,0.109759
13,1.0,0.95,0.95,0.985,0.0,0.985,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,0,,0.985,11.175
14,1.0,0.95,0.95,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,0,,0.659,0.10167600000000007
