,x1,x2
2159,3.7,3.6
3951,0.2,2.6
2468,1.4,2.3
2815,1.0,0.0
2555,1.8,2.5
3709,2.0,-0.0
3469,2.0,0.0
3335,0.1,0.0
3903,1.4,0.0
3341,1.7,0.0
2420,2.7,0.0
2911,0.9,3.1
3110,1.7,0.1
3138,1.4,0.0
2479,2.5,-0.0
2950,0.3,0.0
3633,0.1,1.2
2601,1.8,3.0
2345,-0.0,1.0
2399,1.9,0.0
3611,2.7,-0.0
2568,1.0,-0.0
3005,1.1,2.8
2470,1.6,-0.0
2114,0.4,2.3
3205,1.0,1.8
3442,-0.0,0.5
2921,1.4,-0.0
3544,1.5,3.3
3088,1.5,2.6
3213,1.3,0.0
2967,0.6,-0.0
3747,2.2,-0.0
2753,0.8,0.0
3762,1.8,0.0
3569,1.2,0.0
2181,0.8,2.8
2894,1.2,-0.0
2965,0.6,-0.0
3645,2.4,0.0
2082,1.2,-0.0
2790,1.8,-0.0
3041,1.7,-0.0
3732,1.0,1.0
3692,1.6,-0.0
3590,1.0,-0.0
2664,2.5,0.0
2739,0.6,0.1
2218,0.7,0.4
3404,3.3,2.2
3510,1.4,0.0
2013,0.9,0.0
3405,1.8,-0.0
3612,1.4,-0.0
3247,1.3,-0.0
2979,2.1,-0.0
2375,0.8,-0.0
2421,0.1,0.0
2125,0.7,0.2
2069,1.5,0.0
2188,2.1,2.4
2152,3.0,2.1
3687,0.6,0.8
2695,0.9,-0.0
3881,1.8,4.1
3524,2.4,0.0
2117,1.2,-0.0
3846,1.4,0.8
3750,1.4,0.0
2121,0.5,3.2
3228,1.4,-0.0
2198,1.9,3.9
2383,1.2,0.0
3829,1.0,-0.0
3715,1.2,-0.0
2177,1.2,3.1
2358,1.5,3.2
3596,1.4,0.0
2092,0.8,0.0
2245,1.3,-0.0
2685,1.1,0.0
3775,-0.0,0.1
3887,1.4,-0.0
2340,1.7,0.0
3393,0.9,0.0
2254,1.3,2.5
2110,1.6,0.0
3555,0.8,0.4
2071,1.4,2.8
2436,0.9,1.4
2612,0.8,-0.0
3592,0.9,-0.0
2932,1.0,0.0
3343,0.6,2.1
2694,1.0,-0.0
2850,1.8,0.5
3565,0.4,-0.0
3691,0.6,-0.0
2214,1.9,3.9
2521,0.8,3.1
3522,0.2,-0.0
2130,2.1,-0.0
2602,1.4,0.0
2873,1.1,0.0
3697,0.8,2.7
3449,1.7,-0.0
3437,0.9,2.1
2112,2.1,1.8
2680,-0.0,0.1
2261,1.9,4.2
2852,1.5,-0.0
3435,2.8,-0.0
3227,0.9,0.0
2797,1.2,0.0
3450,1.3,-0.0
3265,0.9,-0.0
3074,0.9,0.0
3888,1.3,0.0
3441,1.0,0.0
3644,1.1,0.0
3494,1.0,0.5
2968,2.1,2.1
3271,0.6,0.3
2591,1.0,0.0
2122,1.4,2.6
3010,1.5,0.0
2078,0.8,0.0
2007,0.9,2.0
3290,1.1,-0.0
2195,1.2,2.8
3434,0.7,0.0
3792,1.9,0.0
3377,2.1,1.3
2459,1.0,-0.0
3369,2.7,2.3
2237,1.1,0.0
2055,0.0,0.1
3402,0.8,0.0
3358,0.9,-0.0
3058,0.1,0.0
3523,1.2,-0.0
3538,3.5,2.0
2970,1.5,0.0
2031,0.1,1.7
2527,-0.0,0.5
2553,1.2,0.0
2006,1.6,3.1
3203,-0.1,-0.0
3760,2.6,0.0
2035,1.9,0.3
2147,0.4,0.0
2853,0.4,0.2
2659,1.5,-0.0
3595,0.1,-0.0
3298,1.2,0.2
3615,1.6,-0.0
2270,1.7,-0.0
2799,0.3,0.9
3169,1.0,0.0
2146,0.7,0.2
2545,0.2,-0.0
3107,0.4,0.3
3353,1.0,0.0
2067,2.8,-0.0
2100,2.0,0.0
2598,-0.0,2.4
2570,1.5,-0.0
3127,2.0,-0.0
3806,1.0,0.0
2170,0.5,-0.0
2789,1.2,3.3
3098,2.2,0.0
2448,1.6,-0.0
3261,1.9,2.9
2317,0.6,0.2
2714,1.3,0.0
3714,3.1,1.8
2806,0.2,2.0
3891,2.8,0.0
2847,-0.0,-0.1
3893,0.6,-0.0
2650,1.8,0.0
2087,0.6,0.0
3617,1.5,0.0
3400,1.4,0.0
3807,1.6,2.6
3923,1.1,0.0
2821,0.9,-0.0
2128,0.9,1.5
3916,0.8,-0.0
2274,1.2,-0.0
2633,1.0,-0.0
3338,2.0,3.9
2533,2.2,-0.0
2773,2.3,3.6
2830,0.7,0.0
2328,1.4,1.2
3373,1.1,-0.0
3735,0.6,-0.0
2204,1.6,-0.0
