,x1,x2
3256,1.6,-0.0
3772,1.2,0.0
3299,1.2,0.0
3242,0.2,-0.0
3863,1.0,-0.0
3769,0.5,0.0
2175,0.9,0.0
3726,2.4,-0.0
2635,1.1,-0.0
2678,0.1,0.0
2021,1.9,3.0
3075,0.8,-0.0
2542,1.1,-0.0
2555,1.5,0.0
2985,1.2,0.0
3595,1.5,0.0
3222,4.0,3.0
3096,1.4,0.0
3639,1.5,-0.0
3326,0.8,1.7
3121,3.1,-0.0
3151,0.6,0.0
3187,2.8,3.9
3544,-0.0,1.8
3636,1.8,-0.0
3097,1.3,-0.0
2754,1.9,-0.0
2783,0.7,2.8
3309,0.9,0.0
3228,0.1,1.0
3534,0.8,2.8
2467,2.4,-0.0
3808,3.6,3.0
3396,0.8,-0.0
3491,0.1,-0.0
2496,0.9,2.3
3826,0.6,-0.0
2911,1.2,-0.0
2445,0.9,0.0
2744,-0.1,0.0
3602,1.3,-0.0
2133,0.3,-0.0
3172,0.5,0.2
3804,0.8,0.0
2403,2.4,0.0
3186,1.7,-0.0
2240,0.7,0.0
2660,2.5,2.0
3397,1.7,0.0
2409,2.6,0.0
3220,1.3,0.0
2345,1.7,-0.0
3073,1.2,0.0
2087,0.8,0.8
2839,1.5,2.2
3123,2.6,-0.0
3723,1.1,0.0
3892,0.4,2.7
3791,1.6,1.9
3756,0.7,0.1
3673,2.3,2.0
2463,1.5,-0.0
3260,1.4,0.0
2078,1.9,0.0
3977,1.7,-0.0
2142,0.8,-0.0
3866,0.1,0.7
3499,2.0,0.0
3034,1.6,0.0
3231,2.9,0.0
3343,-0.1,-0.0
3211,1.3,0.1
2427,0.8,0.0
3737,1.2,2.7
3599,0.8,0.0
2944,0.8,-0.0
2631,1.8,-0.0
3007,0.7,-0.0
3918,1.6,-0.0
3762,0.8,0.0
3948,1.1,0.0
3505,1.1,1.8
3155,0.3,0.0
3425,2.2,4.2
2782,1.0,0.0
3862,0.7,0.0
3208,2.0,0.0
3433,1.1,-0.0
3813,1.7,0.0
2811,2.9,1.0
2522,0.4,1.3
3837,0.5,-0.0
2179,1.0,0.0
3126,2.5,-0.0
3650,1.2,-0.0
3643,2.3,4.1
3219,1.2,-0.0
2094,1.7,0.0
2728,1.5,-0.0
3944,1.2,0.0
3712,2.0,0.0
2396,1.3,0.0
2574,2.1,3.3
3358,1.6,0.0
2225,2.8,3.6
2088,1.0,-0.0
2421,0.0,0.7
2617,0.5,0.0
3913,2.0,2.8
3543,0.9,0.0
3590,2.0,0.0
2978,0.7,0.1
3732,0.7,1.6
2178,1.6,0.0
3484,2.5,1.3
3010,0.7,-0.0
2154,1.4,2.0
2292,1.2,0.0
2700,0.2,3.1
3061,0.4,3.1
3750,2.0,-0.0
3149,0.5,2.8
3558,0.9,0.7
2167,1.3,0.0
2098,1.7,-0.0
3493,1.9,1.8
3999,1.5,-0.0
3084,1.6,-0.0
2612,1.3,0.0
2455,0.6,1.4
3303,1.4,-0.0
2636,1.4,-0.0
3045,1.0,-0.0
3986,0.9,-0.0
2715,0.9,0.0
3190,1.3,-0.0
3497,1.8,-0.0
2580,1.5,4.2
2381,1.3,-0.0
3043,1.8,0.0
3311,0.9,4.0
2076,0.6,0.0
2795,0.3,0.0
2584,1.5,3.5
3200,1.6,3.9
3216,0.7,0.0
3178,0.1,0.1
3865,1.1,2.1
3399,1.1,0.0
3157,1.9,-0.0
2616,1.2,0.0
3471,2.7,0.0
2540,1.8,-0.0
3536,1.1,0.0
2723,2.0,0.0
2479,1.0,0.0
2285,1.3,-0.0
2472,0.9,0.0
2537,1.1,0.0
2562,0.5,-0.0
3708,1.3,4.6
2705,2.0,-0.0
3902,1.2,1.4
3257,0.1,1.4
2468,-0.0,0.7
2836,0.5,0.5
3657,1.4,-0.0
2996,0.3,3.4
3411,1.1,0.0
2701,0.8,0.0
2241,0.7,0.0
3718,0.6,2.3
2821,2.3,0.0
3244,1.2,-0.0
3265,2.0,-0.0
2160,0.5,-0.0
2130,0.9,-0.0
3820,1.3,1.4
2626,1.5,0.0
2096,0.6,0.4
3183,2.1,0.0
3212,0.5,2.8
2221,0.2,-0.0
3478,-0.0,0.5
2257,0.7,-0.0
2895,0.2,3.1
3811,0.7,0.0
3763,0.1,-0.0
2068,-0.0,-0.1
2247,1.9,1.8
3017,0.1,0.0
2602,0.0,0.6
2771,3.0,4.2
2481,2.1,2.0
3016,0.4,0.9
2050,2.8,0.0
3077,1.5,3.7
3830,-0.0,4.6
2753,2.1,2.1
2152,1.3,0.1
