,years_experience,degree
3493,3.0,0.0
2188,2.0,0.0
3147,2.0,0.0
3498,2.0,0.0
3174,0.0,3.0
2786,2.0,0.0
2249,0.0,1.0
2120,0.0,3.0
3554,1.0,1.0
3088,0.0,1.0
3675,0.0,3.0
3430,0.0,1.0
3654,0.0,1.0
2083,2.0,0.0
3949,0.0,3.0
3092,0.0,3.0
2534,2.0,0.0
3077,0.0,3.0
3090,0.0,2.0
3531,0.0,1.0
2425,0.0,3.0
2537,2.0,0.0
3842,0.0,1.0
2210,0.0,1.0
2922,2.0,0.0
2433,1.0,0.0
2981,0.0,3.0
3955,0.0,2.0
3145,1.0,1.0
2295,0.0,1.0
3112,2.0,0.0
3513,0.0,1.0
2313,0.0,2.0
2658,0.0,1.0
3170,3.0,0.0
2423,2.0,0.0
3124,0.0,1.0
3328,0.0,1.0
2822,0.0,3.0
3630,0.0,1.0
2863,0.0,1.0
2179,1.0,1.0
2569,0.0,2.0
2877,0.0,2.0
3701,2.0,1.0
3761,0.0,3.0
2170,0.0,1.0
2937,0.0,2.0
2366,0.0,2.0
2824,0.0,1.0
2964,1.0,0.0
3512,1.0,1.0
3972,1.0,0.0
2447,0.0,1.0
2999,0.0,2.0
3016,1.0,1.0
3994,0.0,3.0
3302,2.0,0.0
3030,0.0,3.0
2771,0.0,1.0
2700,0.0,1.0
2749,2.0,0.0
3314,0.0,1.0
3405,2.0,1.0
2500,0.0,1.0
3046,0.0,3.0
2709,1.0,0.0
3628,0.0,3.0
2778,1.0,1.0
2787,0.0,3.0
3589,0.0,1.0
2545,0.0,3.0
2648,2.0,0.0
2629,0.0,2.0
2393,1.0,1.0
3247,0.0,2.0
2380,0.0,3.0
3834,1.0,1.0
2979,0.0,1.0
2656,0.0,3.0
2318,0.0,2.0
2664,0.0,3.0
3341,0.0,1.0
2161,0.0,2.0
3026,2.0,1.0
3697,3.0,0.0
3111,0.0,3.0
2984,0.0,2.0
2390,0.0,3.0
3623,0.0,1.0
3400,0.0,1.0
3021,0.0,1.0
3580,0.0,3.0
2009,0.0,2.0
2024,0.0,2.0
2443,1.0,1.0
3577,2.0,0.0
3482,0.0,3.0
3123,0.0,3.0
2974,0.0,1.0
3568,0.0,1.0
3637,0.0,1.0
2765,0.0,2.0
2343,1.0,0.0
3813,2.0,0.0
2032,2.0,0.0
3723,1.0,2.0
2680,0.0,3.0
3620,0.0,3.0
2594,3.0,0.0
2591,1.0,0.0
2725,0.0,1.0
3519,0.0,1.0
2439,0.0,3.0
3071,0.0,1.0
2401,0.0,1.0
2014,0.0,1.0
3207,1.0,1.0
3722,3.0,0.0
3848,1.0,0.0
3252,0.0,2.0
3296,0.0,3.0
3559,0.0,1.0
3962,1.0,2.0
2674,0.0,2.0
3208,0.0,2.0
2168,1.0,1.0
3144,1.0,1.0
2889,0.0,3.0
3861,1.0,1.0
2013,0.0,1.0
3138,0.0,1.0
2913,0.0,1.0
2870,0.0,1.0
3168,0.0,1.0
2127,0.0,3.0
3392,3.0,0.0
3082,0.0,1.0
3214,0.0,3.0
3048,0.0,1.0
2790,0.0,1.0
2452,0.0,1.0
2357,0.0,1.0
2643,0.0,1.0
2764,0.0,1.0
2246,3.0,0.0
3837,0.0,3.0
2114,0.0,3.0
2464,0.0,1.0
3743,0.0,1.0
2138,0.0,3.0
2036,1.0,0.0
3086,0.0,3.0
3033,0.0,1.0
2394,1.0,1.0
3209,2.0,0.0
2850,2.0,1.0
2292,0.0,3.0
2687,1.0,1.0
3863,0.0,3.0
3774,1.0,1.0
2679,1.0,0.0
2055,0.0,3.0
2151,0.0,1.0
2453,2.0,0.0
3240,0.0,2.0
3490,1.0,1.0
2274,0.0,1.0
2815,0.0,3.0
2794,1.0,0.0
3866,1.0,1.0
3677,0.0,1.0
2034,0.0,3.0
2068,0.0,3.0
2176,2.0,0.0
3649,2.0,0.0
2904,1.0,0.0
2265,0.0,1.0
3189,0.0,1.0
3802,1.0,1.0
3653,2.0,1.0
2283,1.0,1.0
2145,0.0,1.0
2524,0.0,2.0
2243,0.0,3.0
3960,0.0,1.0
2324,0.0,1.0
3354,2.0,0.0
2620,0.0,1.0
2552,2.0,0.0
2206,2.0,0.0
3010,1.0,1.0
2255,0.0,3.0
2017,0.0,2.0
2257,0.0,3.0
2745,0.0,1.0
3651,2.0,1.0
3856,2.0,0.0
3913,2.0,0.0
2925,0.0,1.0
