,h_post,h_post_individualized
3076,0.5,
2508,0.52,
2253,0.52,
3182,0.5,
2825,0.72,
2996,0.54,
2735,0.6,
2838,0.9,
3459,0.52,
2252,0.5,
2262,0.5,
2904,0.62,
3104,0.5,
2921,0.74,
3509,0.86,
2295,0.5,
3599,0.5,
3743,0.5,
3282,0.52,
2494,0.7,
2061,0.5,
2804,0.76,
3330,0.54,
3206,0.5,
3171,0.5,
2155,0.5,
3240,0.54,
3453,0.64,
3889,0.52,
3067,0.5,
3851,0.52,
2410,0.54,
3638,0.74,
3939,0.5,
3264,0.68,
2317,0.5,
2515,0.5,
2599,0.6,
3329,0.56,
2578,0.62,
3179,0.5,
3415,0.5,
2900,0.5,
3072,0.54,
2285,0.58,
3238,0.6,
3467,0.56,
2590,0.52,
2011,0.52,
2083,0.5,
2739,0.82,
3621,0.5,
2931,0.52,
3129,0.56,
2593,0.5,
2064,0.68,
2443,0.62,
2631,0.72,
3837,0.6,
2691,0.52,
3642,0.5,
2747,0.66,
2524,0.5,
3680,0.5,
2922,0.5,
2238,0.52,
3106,0.5,
2270,0.7,
2157,0.52,
3492,0.6,
2120,0.66,
2019,0.68,
2053,0.54,
3310,0.52,
2908,0.74,
3544,0.56,
3989,0.6,
2111,0.56,
3868,0.54,
3019,0.62,
3629,0.52,
3154,0.72,
3272,0.52,
3370,0.52,
3090,0.54,
2074,0.6,
2929,0.5,
2837,0.5,
2794,0.6,
3613,0.52,
3005,0.58,
2362,0.6,
3003,0.74,
3442,0.5,
3948,0.56,
3962,0.62,
3749,0.52,
3098,0.54,
2557,0.7,
2496,0.76,
2109,0.56,
2306,0.5,
3529,0.5,
3618,0.86,
2310,0.52,
3041,0.52,
3134,0.52,
3864,0.58,
2100,0.78,
2915,0.6,
2874,0.5,
2993,0.5,
3588,0.5,
2423,0.6,
3126,0.58,
2336,0.82,
2480,0.86,
3056,0.56,
2435,0.52,
2122,0.5,
3447,0.82,
3462,0.5,
3083,0.66,
2434,0.5,
3875,0.86,
2176,0.74,
3890,0.5,
2218,0.54,
3313,0.56,
3830,0.52,
3954,0.62,
2187,0.5,
2947,0.6,
2107,0.6,
3354,0.62,
2626,0.78,
3862,0.5,
2543,0.62,
3335,0.52,
3959,0.6,
3896,0.52,
2376,0.58,
2696,0.54,
2114,0.52,
3586,0.68,
2386,0.76,
3792,0.5,
2293,0.5,
3523,0.6,
3484,0.5,
2899,0.64,
3812,0.52,
3573,0.56,
2765,0.5,
2454,0.52,
3779,0.6,
2267,0.52,
3940,0.5,
3364,0.62,
3873,0.5,
3701,0.6,
3167,0.6,
2087,0.5,
3593,0.9,
2694,0.5,
2185,0.86,
3726,0.56,
2268,0.5,
3131,0.5,
2940,0.54,
2571,0.82,
3991,0.6,
3014,0.52,
2517,0.86,
2063,0.54,
2717,0.46,
3161,0.52,
2269,0.68,
2023,0.58,
2677,0.52,
3665,0.84,
3511,0.6,
3077,0.6,
3337,0.6,
3436,0.5,
3952,0.66,
2732,0.5,
3213,0.86,
2304,0.5,
2152,0.5,
3788,0.52,
2123,0.52,
2994,0.92,
2089,0.5,
2315,0.58,
2314,0.5,
2214,0.78,
2980,0.98,
3762,0.52,
2380,0.58,
