,years_experience,degree
3500,1.0,1.0
2941,1.0,1.0
2279,3.0,1.0
2352,2.0,2.0
3031,1.0,1.0
3850,2.0,0.0
3911,0.0,1.0
3011,0.0,2.0
2769,0.0,1.0
2369,3.0,1.0
2945,0.0,1.0
2398,1.0,1.0
3595,2.0,1.0
3938,0.0,1.0
3458,0.0,1.0
3056,1.0,0.0
2798,1.0,0.0
2544,2.0,0.0
2318,1.0,1.0
3407,0.0,1.0
3740,0.0,2.0
2172,2.0,1.0
3285,0.0,2.0
3240,1.0,1.0
3418,1.0,1.0
3089,0.0,1.0
2175,0.0,2.0
3530,0.0,1.0
3416,1.0,1.0
2241,1.0,2.0
3800,0.0,2.0
3644,1.0,1.0
2465,1.0,1.0
2721,1.0,1.0
3437,1.0,1.0
2073,1.0,1.0
3239,1.0,1.0
2767,0.0,2.0
2960,1.0,1.0
3935,2.0,0.0
2086,2.0,1.0
3726,1.0,2.0
3008,1.0,3.0
3231,1.0,1.0
2040,1.0,0.0
3539,0.0,3.0
3915,0.0,1.0
2924,0.0,3.0
2806,1.0,0.0
3535,0.0,2.0
2066,1.0,3.0
3029,0.0,1.0
2615,0.0,1.0
3427,0.0,3.0
3641,1.0,1.0
3677,0.0,1.0
3204,0.0,3.0
2280,0.0,1.0
2531,2.0,1.0
3651,1.0,0.0
3344,0.0,1.0
3981,1.0,0.0
2186,0.0,1.0
3060,1.0,1.0
2582,1.0,2.0
3363,0.0,2.0
2396,0.0,1.0
2087,1.0,1.0
2917,1.0,1.0
3699,1.0,3.0
2978,0.0,1.0
2939,0.0,1.0
3945,0.0,1.0
2386,1.0,0.0
3747,0.0,2.0
3443,0.0,2.0
2215,0.0,1.0
3115,1.0,1.0
2224,0.0,1.0
2950,1.0,1.0
3318,1.0,1.0
2842,0.0,1.0
2972,0.0,2.0
3900,1.0,2.0
3250,1.0,1.0
2726,1.0,1.0
3453,1.0,1.0
3963,1.0,3.0
2725,1.0,1.0
3592,1.0,1.0
3989,0.0,1.0
3724,2.0,1.0
3087,0.0,1.0
2007,0.0,3.0
2670,2.0,0.0
2658,1.0,1.0
2898,0.0,1.0
3332,1.0,3.0
2381,1.0,3.0
2927,1.0,1.0
2072,2.0,1.0
3934,3.0,0.0
3842,0.0,1.0
2236,1.0,0.0
2681,1.0,2.0
2214,2.0,0.0
2125,0.0,3.0
2665,0.0,1.0
2692,1.0,1.0
2754,0.0,3.0
2837,2.0,1.0
2362,1.0,2.0
2592,1.0,1.0
2119,2.0,1.0
2290,1.0,1.0
3719,2.0,0.0
2334,1.0,1.0
2459,2.0,1.0
2032,1.0,0.0
3524,1.0,1.0
2196,1.0,1.0
3565,0.0,1.0
3122,1.0,3.0
2017,2.0,1.0
2828,0.0,3.0
3688,0.0,2.0
3104,1.0,2.0
3801,1.0,1.0
2124,0.0,2.0
3082,3.0,0.0
2575,0.0,1.0
3941,3.0,1.0
2538,0.0,1.0
3465,2.0,1.0
2359,0.0,1.0
2456,2.0,1.0
3434,1.0,1.0
3764,1.0,1.0
3424,0.0,2.0
3733,1.0,1.0
3096,1.0,1.0
3647,0.0,3.0
3211,0.0,2.0
3128,1.0,1.0
2030,0.0,1.0
2748,1.0,1.0
3223,2.0,0.0
3041,1.0,1.0
3980,1.0,0.0
2187,0.0,1.0
3769,0.0,3.0
2364,0.0,1.0
3254,1.0,0.0
2036,0.0,1.0
3108,1.0,2.0
2499,3.0,0.0
2101,1.0,0.0
3582,2.0,0.0
3141,0.0,1.0
3165,2.0,1.0
2121,0.0,1.0
3936,0.0,1.0
3258,0.0,2.0
2831,0.0,2.0
3158,0.0,1.0
2997,0.0,1.0
2782,1.0,1.0
2142,1.0,1.0
2821,1.0,1.0
3943,2.0,0.0
2543,0.0,2.0
3241,1.0,0.0
2256,1.0,1.0
3276,0.0,1.0
2679,3.0,0.0
2109,0.0,1.0
3303,0.0,3.0
2519,1.0,2.0
2453,1.0,2.0
3876,1.0,1.0
2014,1.0,1.0
2717,0.0,1.0
3183,1.0,1.0
3785,0.0,1.0
2568,1.0,1.0
3691,2.0,1.0
3238,1.0,1.0
3084,1.0,3.0
2836,0.0,2.0
2518,0.0,3.0
2287,0.0,1.0
2797,2.0,0.0
2547,1.0,0.0
2804,0.0,2.0
2153,2.0,1.0
3036,1.0,2.0
3694,0.0,3.0
3902,1.0,1.0
3423,3.0,0.0
3294,0.0,3.0
