,h_post,h_post_individualized
3500,1.0,1.0
2941,1.0,1.0
2279,1.0,1.0
2352,1.0,1.0
3031,1.0,1.0
3850,1.0,1.0
3911,1.0,1.0
3011,1.0,1.0
2769,1.0,1.0
2369,1.0,1.0
2945,1.0,1.0
2398,1.0,1.0
3595,1.0,1.0
3938,1.0,1.0
3458,1.0,1.0
3056,1.0,1.0
2798,1.0,1.0
2544,1.0,1.0
2318,1.0,1.0
3407,1.0,1.0
3740,1.0,1.0
2172,1.0,1.0
3285,1.0,1.0
3240,1.0,1.0
3418,1.0,1.0
3089,1.0,1.0
2175,1.0,1.0
3530,0.06,0.0
3416,0.03999999999999999,0.0
2241,1.0,1.0
3800,1.0,1.0
3644,1.0,1.0
2465,1.0,1.0
2721,1.0,1.0
3437,1.0,1.0
2073,1.0,1.0
3239,1.0,1.0
2767,1.0,1.0
2960,1.0,1.0
3935,1.0,1.0
2086,1.0,1.0
3726,1.0,1.0
3008,1.0,1.0
3231,1.0,1.0
2040,1.0,1.0
3539,1.0,1.0
3915,1.0,1.0
2924,1.0,1.0
2806,1.0,1.0
3535,1.0,1.0
2066,1.0,1.0
3029,1.0,1.0
2615,0.06,0.0
3427,1.0,1.0
3641,1.0,1.0
3677,1.0,1.0
3204,1.0,1.0
2280,1.0,1.0
2531,1.0,1.0
3651,1.0,1.0
3344,1.0,1.0
3981,1.0,1.0
2186,1.0,1.0
3060,1.0,1.0
2582,1.0,1.0
3363,1.0,1.0
2396,1.0,1.0
2087,1.0,1.0
2917,1.0,1.0
3699,1.0,1.0
2978,1.0,1.0
2939,1.0,1.0
3945,0.03999999999999999,0.0
2386,1.0,1.0
3747,1.0,1.0
3443,1.0,1.0
2215,1.0,1.0
3115,1.0,1.0
2224,1.0,1.0
2950,1.0,1.0
3318,1.0,1.0
2842,0.06,0.0
2972,1.0,1.0
3900,1.0,1.0
3250,1.0,1.0
2726,1.0,1.0
3453,1.0,1.0
3963,1.0,1.0
2725,1.0,1.0
3592,1.0,1.0
3989,1.0,1.0
3724,1.0,1.0
3087,1.0,1.0
2007,1.0,1.0
2670,1.0,1.0
2658,1.0,1.0
2898,1.0,1.0
3332,0.98,1.0
2381,1.0,1.0
2927,0.06,0.0
2072,1.0,1.0
3934,1.0,1.0
3842,1.0,1.0
2236,1.0,1.0
2681,1.0,1.0
2214,1.0,1.0
2125,0.96,1.0
2665,1.0,1.0
2692,1.0,1.0
2754,1.0,1.0
2837,1.0,1.0
2362,1.0,1.0
2592,1.0,1.0
2119,1.0,1.0
2290,1.0,1.0
3719,1.0,1.0
2334,1.0,1.0
2459,1.0,1.0
2032,1.0,1.0
3524,1.0,1.0
2196,1.0,1.0
3565,1.0,1.0
3122,0.98,1.0
2017,1.0,1.0
2828,1.0,1.0
3688,1.0,1.0
3104,1.0,1.0
3801,1.0,1.0
2124,1.0,1.0
3082,1.0,1.0
2575,1.0,1.0
3941,1.0,1.0
2538,1.0,1.0
3465,1.0,1.0
2359,1.0,1.0
2456,1.0,1.0
3434,1.0,1.0
3764,1.0,1.0
3424,1.0,1.0
3733,1.0,1.0
3096,1.0,1.0
3647,0.94,1.0
3211,1.0,1.0
3128,1.0,1.0
2030,1.0,1.0
2748,1.0,1.0
3223,1.0,1.0
3041,1.0,1.0
3980,1.0,1.0
2187,1.0,1.0
3769,1.0,1.0
2364,1.0,1.0
3254,1.0,1.0
2036,1.0,1.0
3108,1.0,1.0
2499,1.0,1.0
2101,1.0,1.0
3582,1.0,1.0
3141,1.0,1.0
3165,1.0,1.0
2121,1.0,1.0
3936,1.0,1.0
3258,1.0,1.0
2831,1.0,1.0
3158,1.0,1.0
2997,0.03999999999999999,0.0
2782,1.0,1.0
2142,1.0,1.0
2821,1.0,1.0
3943,1.0,1.0
2543,1.0,1.0
3241,1.0,1.0
2256,1.0,1.0
3276,1.0,1.0
2679,1.0,1.0
2109,1.0,1.0
3303,1.0,1.0
2519,1.0,1.0
2453,1.0,1.0
3876,1.0,1.0
2014,1.0,1.0
2717,1.0,1.0
3183,1.0,1.0
3785,1.0,1.0
2568,1.0,1.0
3691,1.0,1.0
3238,1.0,1.0
3084,1.0,1.0
2836,1.0,1.0
2518,1.0,1.0
2287,1.0,1.0
2797,1.0,1.0
2547,1.0,1.0
2804,1.0,1.0
2153,1.0,1.0
3036,1.0,1.0
3694,1.0,1.0
3902,1.0,1.0
3423,1.0,1.0
3294,1.0,1.0
