,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.95,0.95,0.9599999785423279,0.10999999940395355,1.0,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,2,"[[0.5690367748379768, 0.36160958924888453, 1.4416883118302872], [0.035076542764999795]]",0.9880000352859497,3.6090000000000027
1,1.0,0.95,0.95,0.38499999046325684,0.10999999940395355,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,2,"[[0.5690367748379768, 0.36160958924888453, 1.4416883118302872], [0.035076542764999795]]",0.5989999771118164,2.332499999999999
2,1.0,0.95,0.95,0.2800000011920929,0.12999999523162842,0.995,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,2,"[[0.5690367748379768, 0.36160958924888453, 1.4416883118302872], [0.035076542764999795]]",0.49799999594688416,2.687999999999999
3,1.0,0.95,0.95,0.9549999833106995,0.10000000149011612,0.995,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,2,"[[0.5690367748379768, 0.36160958924888453, 1.4416883118302872], [0.035076542764999795]]",0.9899999499320984,4.181500000000001
4,1.0,0.95,0.95,0.3449999988079071,0.09000000357627869,0.97,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,2,"[[0.5690367748379768, 0.36160958924888453, 1.4416883118302872], [0.035076542764999795]]",0.5979999303817749,2.4725
5,1.0,0.95,0.95,0.9800000190734863,0.10499999672174454,1.0,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,1,"[[0.19489135270604718, 0.46822842014479943, 1.497709907575701], [-0.09910682492496753]]",0.9909999966621399,3.7444999999999995
6,1.0,0.95,0.95,0.30000001192092896,0.11500000208616257,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,1,"[[0.19489135270604718, 0.46822842014479943, 1.497709907575701], [-0.09910682492496753]]",0.7319999933242798,2.2045000000000003
7,1.0,0.95,0.95,0.23999999463558197,0.125,0.985,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,1,"[[0.19489135270604718, 0.46822842014479943, 1.497709907575701], [-0.09910682492496753]]",0.7020000219345093,2.4094999999999995
8,1.0,0.95,0.95,0.9350000023841858,0.11500000208616257,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,1,"[[0.19489135270604718, 0.46822842014479943, 1.497709907575701], [-0.09910682492496753]]",0.9950000047683716,3.943999999999999
9,1.0,0.95,0.95,0.33500000834465027,0.13500000536441803,0.975,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,1,"[[0.19489135270604718, 0.46822842014479943, 1.497709907575701], [-0.09910682492496753]]",0.7489999532699585,2.306000000000001
10,1.0,0.95,0.95,0.9599999785423279,0.11999999731779099,1.0,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,0,"[[0.6975743241690926, 0.8913718149759029, 1.0837913100718541], [-0.05758845699460167]]",0.9940000772476196,4.042999999999998
11,1.0,0.95,0.95,0.5199999809265137,0.11999999731779099,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,0,"[[0.6975743241690926, 0.8913718149759029, 1.0837913100718541], [-0.05758845699460167]]",0.6279999613761902,2.6855
12,1.0,0.95,0.95,0.47999998927116394,0.12999999523162842,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,0,"[[0.6975743241690926, 0.8913718149759029, 1.0837913100718541], [-0.05758845699460167]]",0.4139999747276306,3.532999999999996
13,1.0,0.95,0.95,0.9649999737739563,0.10499999672174454,0.995,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,0,"[[0.6975743241690926, 0.8913718149759029, 1.0837913100718541], [-0.05758845699460167]]",0.9889999628067017,4.4515
14,1.0,0.95,0.95,0.46000000834465027,0.10000000149011612,0.985,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,0,"[[0.6975743241690926, 0.8913718149759029, 1.0837913100718541], [-0.05758845699460167]]",0.5460000038146973,3.0995000000000004
