,x1,x2,x3
3052,1.9,3.1,2.9
2287,0.0,3.1,-0.0
2498,0.8,2.8,0.0
3878,1.7,1.3,-0.0
3400,0.8,0.9,-0.0
2686,0.6,0.3,0.0
3802,1.1,0.0,2.3
2170,0.1,0.1,-0.0
2114,0.5,2.1,2.6
3281,2.0,1.4,1.7
2402,0.9,1.0,0.0
3251,1.4,1.5,2.7
3164,0.2,3.1,-0.0
2251,0.4,2.8,-0.0
2707,0.0,0.1,0.5
2466,2.2,3.1,4.3
3293,0.1,3.1,-0.0
2289,0.5,0.3,-0.0
2233,1.0,2.5,3.6
3737,0.5,1.9,-0.0
3794,1.4,0.0,0.0
3189,1.1,0.5,-0.0
2569,-0.0,2.2,-0.0
3723,0.1,0.5,0.0
3589,0.4,1.2,-0.0
2762,1.3,0.0,0.0
3776,0.2,0.2,0.5
2086,0.2,0.7,1.3
2495,3.0,0.6,0.0
2357,1.2,0.1,0.0
3318,0.6,-0.0,0.0
2727,0.5,2.8,3.6
3267,0.1,0.0,0.0
2382,0.0,1.4,1.5
3031,0.9,1.5,2.5
3891,0.2,0.0,0.0
3827,0.4,2.5,0.0
3638,1.5,4.3,2.3
2800,0.7,0.8,-0.0
2748,0.0,1.3,1.5
3413,0.1,1.8,0.0
3959,0.7,0.0,0.2
3590,0.6,1.7,-0.0
2568,0.5,0.1,-0.0
3477,-0.1,0.0,0.2
3719,0.8,1.8,0.0
2669,0.5,2.6,2.9
3870,1.1,0.1,-0.0
3466,-0.0,0.1,0.0
2528,-0.0,1.0,1.0
3989,0.5,2.8,3.1
3968,0.1,3.1,0.0
3704,0.9,0.8,0.0
3165,-0.0,0.2,0.3
3242,1.3,0.9,0.0
2486,0.3,1.3,-0.0
2169,1.5,1.8,2.3
3159,0.1,0.2,-0.0
3106,0.0,0.1,0.3
2078,0.2,0.4,0.1
2296,0.2,0.0,0.0
3692,1.0,2.7,0.0
3192,0.1,0.1,0.4
3022,0.3,0.0,-0.0
2557,0.1,0.9,1.4
3808,1.9,0.2,0.0
2835,0.7,0.2,0.1
2734,0.9,1.4,0.0
3138,0.1,1.8,0.0
2658,0.0,0.1,0.9
2634,0.5,1.4,0.0
3308,0.2,1.4,1.5
