,years_experience,degree
2110,1.0,1.0
3249,3.0,1.0
2008,0.0,3.0
3549,3.0,0.0
2237,0.0,1.0
3366,1.0,1.0
3983,1.0,1.0
3883,1.0,0.0
3724,0.0,3.0
3503,0.0,3.0
2700,0.0,1.0
2338,0.0,3.0
2631,0.0,2.0
2478,1.0,2.0
2540,2.0,1.0
3295,0.0,3.0
3628,1.0,1.0
2640,1.0,1.0
3800,0.0,2.0
3355,1.0,2.0
2659,0.0,2.0
3476,0.0,3.0
3900,2.0,1.0
2767,0.0,2.0
2400,0.0,2.0
2982,0.0,1.0
2949,1.0,1.0
2656,0.0,3.0
2197,0.0,1.0
2724,1.0,1.0
3492,0.0,1.0
3688,2.0,0.0
3309,2.0,1.0
3106,0.0,1.0
3599,2.0,0.0
3024,0.0,0.0
2792,2.0,1.0
3755,0.0,3.0
2924,0.0,3.0
3494,1.0,1.0
2263,1.0,1.0
3677,0.0,1.0
3915,1.0,0.0
2065,1.0,1.0
2149,1.0,1.0
2684,0.0,3.0
2447,3.0,1.0
3294,0.0,3.0
3349,1.0,0.0
2843,0.0,0.0
3041,1.0,1.0
3038,0.0,1.0
3658,1.0,0.0
2936,1.0,2.0
3993,1.0,1.0
2732,0.0,1.0
3585,1.0,1.0
3787,1.0,0.0
3276,0.0,1.0
2765,0.0,2.0
2730,0.0,3.0
2840,1.0,1.0
2127,1.0,2.0
2101,0.0,1.0
2870,1.0,0.0
2303,0.0,1.0
2558,1.0,1.0
3081,2.0,0.0
3001,1.0,2.0
2386,1.0,0.0
3444,1.0,1.0
3855,1.0,3.0
3321,1.0,2.0
2605,0.0,1.0
3848,1.0,3.0
3653,1.0,0.0
3346,0.0,2.0
3769,0.0,3.0
3524,1.0,1.0
2359,0.0,1.0
3743,0.0,1.0
3980,1.0,0.0
2658,1.0,1.0
2285,0.0,1.0
2997,0.0,1.0
2361,0.0,1.0
3878,1.0,2.0
2171,2.0,1.0
3934,2.0,1.0
3657,0.0,3.0
2595,1.0,3.0
2362,2.0,1.0
3013,0.0,2.0
2883,0.0,1.0
3876,1.0,1.0
2945,1.0,0.0
2815,1.0,2.0
3091,1.0,0.0
3533,2.0,0.0
2225,0.0,3.0
3989,1.0,0.0
2587,2.0,0.0
3740,0.0,2.0
3635,0.0,1.0
2754,0.0,3.0
3788,0.0,2.0
3554,2.0,0.0
3188,0.0,1.0
3491,1.0,3.0
2821,0.0,2.0
3289,0.0,1.0
2820,1.0,0.0
3856,0.0,2.0
3140,2.0,1.0
3121,2.0,1.0
3318,1.0,1.0
3828,2.0,0.0
2667,0.0,2.0
3108,2.0,1.0
3692,0.0,2.0
2306,1.0,2.0
2003,0.0,1.0
2806,1.0,0.0
2349,0.0,2.0
3943,0.0,2.0
2798,1.0,0.0
2791,0.0,1.0
2179,1.0,1.0
3089,0.0,1.0
2836,1.0,1.0
3665,0.0,1.0
2496,0.0,1.0
2086,2.0,1.0
3908,3.0,1.0
3288,2.0,0.0
3887,0.0,2.0
3764,1.0,1.0
2697,0.0,1.0
3936,0.0,1.0
2761,1.0,3.0
3565,1.0,0.0
2244,1.0,1.0
3539,0.0,3.0
3350,2.0,0.0
3801,1.0,1.0
3324,0.0,2.0
2194,0.0,1.0
2085,0.0,3.0
2437,2.0,1.0
3627,1.0,1.0
3387,0.0,1.0
2762,2.0,1.0
3077,2.0,1.0
3040,1.0,1.0
2563,0.0,1.0
2431,0.0,3.0
2240,3.0,0.0
2808,0.0,1.0
3616,1.0,0.0
2733,1.0,1.0
3738,0.0,2.0
2993,0.0,1.0
3332,3.0,1.0
2042,0.0,3.0
3852,1.0,0.0
2452,0.0,3.0
3437,1.0,1.0
2491,2.0,2.0
2500,2.0,0.0
3516,0.0,2.0
3560,0.0,3.0
2027,0.0,2.0
3629,2.0,0.0
2173,0.0,2.0
2860,1.0,1.0
2183,1.0,2.0
3981,0.0,1.0
3971,1.0,1.0
2893,1.0,3.0
2345,0.0,1.0
3079,1.0,0.0
2777,1.0,1.0
3725,1.0,1.0
3979,2.0,0.0
3602,2.0,1.0
2293,0.0,1.0
3862,0.0,3.0
2429,0.0,1.0
2220,0.0,2.0
2710,2.0,1.0
2191,3.0,1.0
2441,0.0,1.0
3926,2.0,1.0
2556,1.0,1.0
2409,0.0,2.0
2396,0.0,1.0
2598,3.0,1.0
3337,1.0,2.0
2624,0.0,1.0
3422,0.0,1.0
