,x1,x2,x3
3044,0.1,-0.0,0.2
2799,0.9,0.6,2.3
3355,0.1,0.0,0.1
2884,0.6,2.7,5.1
3809,2.3,1.4,8.3
3713,-0.0,0.5,1.6
2036,2.2,0.8,3.3
3899,0.7,0.0,0.9
2588,0.3,0.4,3.6
2230,0.5,0.9,2.3
3568,0.1,0.0,0.7
3212,0.3,0.0,6.7
2889,0.4,-0.0,0.7
2982,1.0,1.7,4.4
3278,0.9,0.9,5.3
3104,1.5,2.6,4.0
2459,0.3,-0.0,1.6
3872,0.2,0.2,1.0
2034,0.6,2.0,3.7
2526,0.8,0.5,1.8
3970,1.1,0.3,1.9
3956,1.0,0.9,3.5
2675,-0.0,-0.0,0.1
3150,-0.0,0.4,0.3
3363,0.0,0.1,0.9
3291,-0.0,0.0,0.5
3469,0.9,1.3,2.4
3135,1.3,-0.0,2.1
3214,0.5,0.8,1.5
3364,0.1,0.1,0.4
2956,0.9,1.2,3.1
3715,-0.0,1.4,1.9
2638,1.5,0.9,3.6
3829,1.6,0.5,4.1
3980,0.5,0.7,2.1
2244,0.9,1.0,2.2
2915,1.4,0.5,3.2
2996,0.9,0.5,2.8
2343,1.3,0.1,1.4
3247,0.6,0.3,1.4
3941,0.1,0.6,1.9
3796,1.3,0.4,3.7
2559,0.0,-0.0,6.0
3454,0.9,1.3,5.1
2975,0.5,0.9,4.3
3323,0.3,0.7,2.7
3129,-0.0,-0.0,3.7
2340,0.1,0.0,0.7
3540,0.9,1.7,5.6
2286,1.3,0.3,2.1
3621,0.7,0.7,2.1
2813,0.6,0.3,2.2
2724,0.1,0.1,2.4
3920,1.7,1.5,4.6
2970,0.3,0.9,1.4
3939,1.6,0.2,2.2
2370,-0.0,-0.0,0.1
3889,0.2,-0.0,5.2
2379,0.6,0.0,0.9
3567,1.9,1.2,4.2
3776,1.8,0.1,2.6
2557,0.6,0.3,2.5
2428,0.1,0.0,0.2
2400,1.1,1.7,3.3
2076,0.7,0.2,3.5
3646,0.5,-0.0,0.4
2608,0.4,0.8,2.9
2729,0.1,-0.0,2.1
2311,1.3,0.4,1.6
2408,0.4,0.7,1.0
2961,1.3,0.0,3.5
2926,1.8,0.1,9.1
2679,0.3,0.5,2.8
3053,0.3,0.1,1.8
2210,0.5,0.0,3.1
2959,1.0,-0.0,1.6
2836,0.6,0.7,3.4
2255,1.2,-0.0,2.1
3964,0.1,-0.0,1.8
2548,1.6,-0.0,6.0
