,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,0.995,0.95,0.95,0.9396985173225403,0.0,0.9396984924623115,0.9396984924623115,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,improvement,2,,0.9396985173225403,1.9613065326633161
1,1.0,0.95,0.95,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,acceptance,2,,0.9930000305175781,0.5545
2,1.0,0.95,0.95,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,counterfactual,2,,0.9750000238418579,0.5330000000000001
3,1.0,0.95,0.95,0.8899999856948853,0.0,0.89,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,improvement,2,,0.8899999856948853,1.7220000000000002
4,1.0,0.95,0.95,0.004999999888241291,0.0,0.995,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,acceptance,2,,0.9789999723434448,0.5505000000000002
5,0.985,0.95,0.95,0.9746192693710327,0.0,0.9746192893401016,0.9746192893401016,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,improvement,1,,0.9746192693710327,2.083756345177665
6,1.0,0.95,0.95,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,acceptance,1,,0.9969999194145203,0.6009999999999998
7,1.0,0.95,0.95,0.004999999888241291,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,counterfactual,1,,0.9979999661445618,0.5959999999999999
8,0.995,0.95,0.95,0.8994975090026855,0.0,0.8994974874371859,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,improvement,1,,0.8994975090026855,1.72462311557789
9,1.0,0.95,0.95,0.0,0.0,0.995,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,acceptance,1,,0.9919999837875366,0.5439999999999998
10,0.995,0.95,0.95,0.9396985173225403,0.0,0.9396984924623115,0.9396984924623115,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,improvement,0,,0.9396985173225403,1.9532663316582923
11,1.0,0.95,0.95,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,acceptance,0,,0.9970000386238098,0.5625000000000001
12,1.0,0.95,0.95,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,counterfactual,0,,0.9930000305175781,0.5755
13,0.995,0.95,0.95,0.929648220539093,0.0,0.9296482412060302,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,improvement,0,,0.929648220539093,1.692964824120603
14,1.0,0.95,0.95,0.0,0.0,0.99,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,acceptance,0,,0.9899999499320984,0.536
