,x1,x2
3722,0.1,-0.0
2521,1.4,-0.0
3518,2.3,0.0
2089,1.0,3.4
2782,0.6,1.3
2349,0.8,-0.0
2289,2.3,1.3
3404,1.2,-0.0
3456,1.1,0.0
3865,2.7,3.2
3096,2.8,1.3
3008,1.3,0.0
3714,1.3,0.0
3840,3.5,4.0
2652,-0.0,0.4
3079,0.3,-0.0
3378,1.9,2.7
2974,0.8,-0.0
2175,1.2,-0.0
3524,2.0,0.0
2102,0.3,0.0
3467,0.0,0.1
3140,1.3,-0.0
3666,1.5,0.0
2235,1.9,-0.0
3156,1.3,0.0
2930,1.4,0.0
2324,1.1,0.0
2226,1.8,-0.0
3157,0.9,0.0
2813,2.4,-0.0
2947,1.3,0.0
3879,1.7,0.0
2437,-0.0,1.3
3791,1.7,0.0
3605,1.2,0.0
3380,2.7,3.3
3628,2.3,-0.0
2779,1.6,-0.0
2579,0.5,0.0
3646,1.6,0.0
2908,1.3,2.1
2435,0.3,-0.0
2172,0.9,3.3
2245,1.9,-0.0
3475,1.4,-0.0
2705,1.0,0.0
3024,0.6,0.0
2072,2.3,3.1
2343,0.8,0.0
3532,1.7,0.0
3672,1.0,2.5
3825,1.0,-0.0
3662,1.3,0.1
2573,2.3,3.5
2331,0.3,2.2
2750,1.6,-0.0
3868,1.0,-0.0
2354,1.1,1.8
3700,-0.0,0.5
3098,2.0,0.0
2515,0.1,-0.0
3902,2.1,0.0
3992,1.5,0.0
2189,1.6,0.0
3806,2.5,3.9
3389,1.2,0.0
3212,1.6,-0.0
3197,2.3,0.0
2987,1.3,0.0
2625,0.1,-0.0
2426,2.8,1.4
2936,2.4,0.0
2922,0.3,2.5
3525,2.5,-0.0
3987,0.2,0.5
3077,0.1,2.5
2188,0.3,-0.0
3264,2.5,0.0
3490,1.0,3.0
2917,1.7,0.0
2582,1.4,-0.0
3962,0.9,4.0
2543,0.6,2.5
2721,1.5,3.7
3330,0.9,1.9
2949,1.1,-0.0
2570,1.8,2.3
3030,0.5,1.3
2339,1.3,-0.0
2880,1.2,5.5
3365,1.8,3.7
3066,0.3,-0.0
2282,2.1,0.0
2092,0.2,1.1
2818,0.6,0.2
2726,0.8,-0.0
2534,0.9,1.5
2728,1.0,0.3
3127,1.4,-0.0
3320,0.2,2.3
2889,1.3,-0.0
2684,1.5,0.0
2551,0.4,-0.0
3149,2.4,0.0
2785,0.9,0.0
2822,1.7,3.3
2761,0.9,0.0
2892,1.1,3.6
3237,0.2,2.6
3164,1.9,0.0
2390,2.1,0.0
2350,1.8,0.0
2526,2.2,-0.0
3141,1.3,1.3
2549,3.1,3.3
2766,1.9,2.3
3561,1.5,1.4
2171,1.8,0.0
3697,1.8,0.0
2190,1.3,-0.0
2104,0.7,-0.0
2198,1.6,-0.0
3681,1.0,0.0
2569,0.9,2.6
2221,0.5,0.5
2823,1.5,0.0
2571,1.4,-0.0
3625,0.1,-0.0
3317,0.6,0.0
2196,2.2,-0.0
3598,0.9,0.0
2802,1.6,-0.0
3823,0.1,1.1
3394,1.7,0.0
3189,1.3,0.0
2836,1.4,-0.0
2755,0.7,0.0
2326,1.6,4.6
3071,1.0,3.2
2084,0.3,-0.0
3368,1.0,-0.0
2039,0.8,0.1
2433,0.3,-0.0
3526,1.8,0.0
2676,1.8,0.0
2474,1.2,3.3
2856,1.0,2.0
3874,1.7,0.0
3173,1.9,0.0
2724,2.4,2.6
2386,1.4,1.8
2919,2.1,2.5
3094,0.0,0.1
2037,1.3,0.0
2806,0.7,0.0
3288,-0.0,0.2
3501,2.7,3.2
3747,1.0,-0.0
3801,1.9,-0.0
3454,1.7,2.0
3601,2.6,2.4
2786,0.1,-0.0
3485,2.9,0.0
2626,0.4,-0.0
3776,0.7,0.0
3835,1.7,4.6
3573,0.1,2.7
3820,0.2,0.3
2167,1.6,0.0
2536,0.1,0.0
2820,2.0,1.8
2803,0.5,1.9
3708,0.8,0.0
2234,2.1,-0.0
3287,2.8,0.0
3608,1.7,0.0
3052,1.8,0.0
3385,0.3,0.0
3542,1.3,0.0
3076,0.8,0.0
3070,0.3,0.0
2043,0.7,0.0
2905,1.1,0.0
2378,1.8,4.1
3343,1.3,1.8
3167,0.2,0.9
3465,1.4,-0.0
2108,2.1,3.2
3304,2.6,1.6
3017,0.2,-0.0
2693,1.7,-0.0
3419,1.1,1.3
3480,1.9,2.0
3285,1.5,3.1
3403,1.3,-0.0
2557,1.6,0.0
2997,1.0,0.2
3290,1.2,0.0
2376,1.7,3.3
