,years_experience,degree
3670,1.0,1.0
3986,2.0,0.0
2120,0.0,3.0
3960,0.0,1.0
2126,1.0,1.0
2850,0.0,2.0
3129,0.0,2.0
3436,0.0,2.0
3834,0.0,1.0
3969,1.0,1.0
2138,0.0,2.0
2093,1.0,2.0
3580,1.0,1.0
2679,3.0,0.0
2935,0.0,2.0
2425,0.0,1.0
2889,0.0,1.0
2578,0.0,3.0
3475,2.0,0.0
2349,2.0,1.0
2128,0.0,2.0
3860,0.0,2.0
3197,0.0,1.0
3585,0.0,3.0
3990,0.0,3.0
3333,0.0,3.0
2484,0.0,3.0
3620,2.0,0.0
2566,1.0,0.0
3143,0.0,1.0
3526,0.0,1.0
2190,0.0,1.0
3827,2.0,0.0
3113,2.0,0.0
2284,2.0,0.0
3066,1.0,0.0
3403,1.0,1.0
2880,0.0,2.0
2249,0.0,3.0
3693,2.0,1.0
3509,1.0,1.0
2475,2.0,0.0
2524,0.0,1.0
3412,0.0,2.0
2269,0.0,1.0
3528,1.0,1.0
2479,3.0,0.0
3543,0.0,2.0
3366,0.0,1.0
3167,0.0,1.0
2148,2.0,0.0
3141,1.0,0.0
3442,0.0,3.0
3092,0.0,1.0
2099,1.0,1.0
2909,1.0,1.0
3671,0.0,2.0
3353,0.0,1.0
2506,0.0,3.0
2591,0.0,1.0
2817,0.0,1.0
2607,1.0,0.0
2401,0.0,1.0
2792,0.0,1.0
2048,0.0,1.0
2510,0.0,1.0
3137,1.0,1.0
2437,2.0,0.0
2189,0.0,3.0
3624,1.0,1.0
2985,0.0,2.0
3944,0.0,3.0
3259,1.0,1.0
3299,1.0,0.0
2619,0.0,3.0
3872,0.0,3.0
3563,1.0,0.0
3615,2.0,1.0
2975,1.0,1.0
3488,0.0,2.0
3954,0.0,1.0
3192,0.0,1.0
3158,0.0,1.0
3104,0.0,2.0
2534,0.0,3.0
3869,2.0,0.0
3144,0.0,3.0
3401,1.0,2.0
2580,0.0,3.0
2553,0.0,1.0
3885,0.0,3.0
2682,0.0,1.0
2816,1.0,0.0
3305,1.0,2.0
3440,0.0,1.0
3311,0.0,2.0
2221,0.0,3.0
3319,3.0,0.0
3377,0.0,2.0
2937,0.0,2.0
3423,0.0,3.0
2038,1.0,1.0
3778,0.0,1.0
3086,1.0,0.0
3244,0.0,1.0
2812,0.0,2.0
2818,1.0,1.0
3731,1.0,1.0
3634,0.0,3.0
2129,2.0,0.0
3701,1.0,2.0
3892,0.0,1.0
2119,2.0,0.0
2302,0.0,3.0
2681,0.0,3.0
3714,0.0,3.0
2456,0.0,3.0
3606,0.0,2.0
3696,0.0,1.0
3571,0.0,2.0
2103,0.0,3.0
2040,1.0,1.0
3910,0.0,3.0
3188,0.0,3.0
2211,0.0,2.0
2942,0.0,2.0
2239,1.0,1.0
2915,2.0,0.0
2073,1.0,1.0
3700,0.0,1.0
2433,0.0,1.0
2847,0.0,2.0
3282,0.0,2.0
3908,0.0,1.0
3625,1.0,0.0
2739,0.0,2.0
2638,1.0,0.0
2894,1.0,1.0
2309,2.0,1.0
3215,0.0,2.0
2634,2.0,0.0
2743,0.0,1.0
2353,0.0,1.0
3376,0.0,2.0
2874,0.0,1.0
3617,1.0,1.0
2746,0.0,2.0
3481,0.0,2.0
3621,0.0,2.0
2324,0.0,1.0
3540,0.0,2.0
2585,2.0,1.0
3072,0.0,2.0
3078,0.0,2.0
2623,0.0,1.0
2807,0.0,2.0
2442,0.0,2.0
3417,0.0,2.0
3972,0.0,1.0
2087,0.0,2.0
3074,0.0,1.0
2545,0.0,2.0
2982,0.0,1.0
2732,0.0,2.0
3736,0.0,2.0
3485,2.0,0.0
3598,0.0,3.0
2347,1.0,0.0
2804,0.0,1.0
2604,0.0,3.0
3225,2.0,0.0
2251,1.0,0.0
2497,0.0,2.0
3375,2.0,0.0
3452,0.0,2.0
2829,0.0,3.0
2459,1.0,0.0
3788,0.0,2.0
3584,1.0,1.0
2713,1.0,1.0
2002,0.0,1.0
3717,0.0,2.0
2286,1.0,0.0
2671,1.0,1.0
3627,0.0,2.0
3001,0.0,1.0
3554,2.0,0.0
3730,1.0,1.0
3484,1.0,0.0
2978,0.0,1.0
2474,1.0,0.0
3054,1.0,1.0
2967,0.0,1.0
2858,1.0,0.0
3691,0.0,2.0
2621,0.0,3.0
2810,0.0,1.0
2870,1.0,1.0
3371,0.0,3.0
2264,1.0,0.0
