ix,goal_cost,intv_cost
3670,0.948,10.0
3986,0.942,10.0
2120,0.889,15.0
3960,0.932,5.0
2126,0.947,10.0
2850,0.996,10.0
3129,0.993,10.0
3436,0.889,10.0
3834,0.975,5.0
3969,0.982,10.0
2138,0.89,10.0
2093,0.986,15.0
3580,0.959,10.0
2679,0.886,15.0
2935,0.994,10.0
2425,0.859,5.0
2889,0.938,5.0
2578,0.887,15.0
3475,0.956,10.0
2349,0.943,15.0
2128,0.996,10.0
3860,0.981,10.0
3197,0.97,5.0
3585,0.994,15.0
3990,0.869,15.0
3333,0.992,15.0
2484,0.881,15.0
3620,0.89,10.0
2566,0.833,5.0
3143,0.961,5.0
3526,0.869,5.0
2190,0.946,5.0
3827,0.945,10.0
3113,0.894,10.0
2284,0.893,10.0
3066,0.841,5.0
3403,0.945,10.0
2880,0.98,10.0
2249,0.996,15.0
3693,0.95,15.0
3509,0.96,10.0
2475,0.955,10.0
2524,0.852,5.0
3412,0.754,10.0
2269,0.934,5.0
3528,0.95,10.0
2479,0.878,15.0
3543,0.992,10.0
3366,0.939,5.0
3167,0.865,5.0
2148,0.869,10.0
3141,0.847,5.0
3442,0.875,15.0
3092,0.853,5.0
2099,0.986,10.0
2909,0.957,10.0
3671,0.99,10.0
3353,0.94,5.0
2506,0.882,15.0
2591,0.926,5.0
2817,0.959,5.0
2607,0.942,5.0
2401,0.962,5.0
2792,0.944,5.0
2048,0.94,5.0
2510,0.941,5.0
3137,0.957,10.0
2437,0.872,10.0
2189,0.863,15.0
3624,0.954,10.0
2985,0.987,10.0
3944,0.871,15.0
3259,0.943,10.0
3299,0.952,5.0
2619,0.993,15.0
3872,0.99,15.0
3563,0.841,5.0
3615,0.952,15.0
2975,0.958,10.0
3488,0.99,10.0
3954,0.982,5.0
3192,0.935,5.0
3158,0.966,5.0
3104,0.987,10.0
2534,0.889,15.0
3869,0.875,10.0
3144,0.994,15.0
3401,0.986,15.0
2580,0.877,15.0
2553,0.861,5.0
3885,0.888,15.0
2682,0.928,5.0
2816,0.951,5.0
3305,0.756,15.0
3440,0.937,5.0
3311,0.991,10.0
2221,0.868,15.0
3319,0.89,15.0
3377,0.986,10.0
2937,0.994,10.0
3423,0.885,15.0
2038,0.952,10.0
3778,0.866,5.0
3086,0.892,5.0
3244,0.962,5.0
2812,0.876,10.0
2818,0.96,10.0
3731,0.936,10.0
3634,0.883,15.0
2129,0.961,10.0
3701,0.975,15.0
3892,0.943,5.0
2119,0.881,10.0
2302,0.991,15.0
2681,0.992,15.0
3714,0.996,15.0
2456,0.882,15.0
3606,0.882,10.0
3696,0.869,5.0
3571,0.985,10.0
2103,0.992,15.0
2040,0.963,10.0
3910,0.993,15.0
3188,0.889,15.0
2211,0.872,10.0
2942,0.985,10.0
2239,0.95,10.0
2915,0.867,10.0
2073,0.948,10.0
3700,0.972,5.0
2433,0.978,5.0
2847,0.992,10.0
3282,0.984,10.0
3908,0.979,5.0
3625,0.921,5.0
2739,0.993,10.0
2638,0.928,5.0
2894,0.957,10.0
2309,0.949,15.0
3215,0.982,10.0
2634,0.879,10.0
2743,0.983,5.0
2353,0.928,5.0
3376,0.986,10.0
2874,0.936,5.0
3617,0.953,10.0
2746,0.888,10.0
3481,0.979,10.0
3621,0.992,10.0
2324,0.859,5.0
3540,0.882,10.0
2585,0.956,15.0
3072,0.996,10.0
3078,0.892,10.0
2623,0.948,5.0
2807,0.994,10.0
2442,0.996,10.0
3417,0.992,10.0
3972,0.922,5.0
2087,0.875,10.0
3074,0.975,5.0
2545,0.857,10.0
2982,0.979,5.0
2732,0.991,10.0
3736,0.993,10.0
3485,0.898,10.0
3598,0.887,15.0
2347,0.918,5.0
2804,0.978,5.0
2604,0.898,15.0
3225,0.868,10.0
2251,0.828,5.0
2497,0.987,10.0
3375,0.883,10.0
3452,0.754,10.0
2829,0.879,15.0
2459,0.911,5.0
3788,0.985,10.0
3584,0.937,10.0
2713,0.95,10.0
2002,0.925,5.0
3717,0.875,10.0
2286,0.848,5.0
2671,0.941,10.0
3627,0.993,10.0
3001,0.852,5.0
3554,0.869,10.0
3730,0.953,10.0
3484,0.85,5.0
2978,0.854,5.0
2474,0.835,5.0
3054,0.953,10.0
2967,0.96,5.0
2858,0.943,5.0
3691,0.982,10.0
2621,0.873,15.0
2810,0.939,5.0
2870,0.952,10.0
3371,0.875,15.0
2264,0.947,5.0
