,x1,x2,x3
2633,0.0,-0.0,3.1
2825,0.0,-0.0,0.2
3368,-0.0,0.1,3.1
3346,-0.0,-0.0,0.2
3486,-0.0,-0.0,0.2
3095,-0.0,0.0,1.3
3406,0.0,-0.0,1.6
3520,0.0,0.1,0.2
3088,-0.1,-0.0,2.3
3575,-0.0,-0.0,5.4
2731,-0.1,0.0,4.5
3080,0.0,-0.0,1.1
2534,-0.0,-0.0,0.6
2491,-0.0,0.0,1.3
3971,-0.0,0.3,4.6
2177,0.0,-0.0,2.0
3975,-0.0,-0.0,2.5
2798,0.0,0.0,0.9
2860,0.0,0.1,4.5
2852,-0.0,0.0,1.0
3326,0.0,-0.0,0.4
2008,0.0,0.1,3.6
3539,0.0,-0.1,4.9
2683,0.0,-0.0,0.2
3716,-0.0,1.2,5.2
3849,-0.0,0.0,0.7
3233,0.0,-0.0,1.7
2570,0.0,-0.0,3.7
2920,0.0,0.1,3.6
2897,0.0,-0.0,2.0
2842,-0.1,-0.0,4.5
3145,0.0,-0.0,1.4
3923,-0.0,0.0,1.1
3635,-0.0,0.0,4.0
2144,-0.0,-0.1,1.2
2697,0.0,-0.0,4.3
3643,0.1,-0.0,4.9
3071,-0.0,0.0,0.8
3617,-0.0,-0.0,0.5
2574,-0.0,-0.0,0.3
3454,-0.0,-0.0,0.2
3199,0.0,-0.0,1.6
3167,-0.0,-0.0,1.4
3113,-0.0,0.0,3.6
3351,-0.0,0.0,0.7
2815,-0.0,0.0,1.0
3850,-0.0,0.1,3.5
2982,0.0,0.0,0.2
3772,-0.0,0.1,4.5
3360,0.0,0.2,2.1
3293,0.0,0.0,7.3
2700,-0.1,0.0,5.4
2725,0.0,0.0,2.2
2965,-0.2,1.0,6.1
2196,0.0,0.0,0.9
2866,-0.0,-0.0,3.7
2539,0.0,-0.0,1.7
2864,-0.0,-0.0,2.2
2026,0.0,0.0,1.0
2492,-0.0,-0.0,3.3
3651,-0.0,0.2,1.4
2301,-0.1,-0.0,3.7
3557,0.0,-0.0,2.5
3916,-0.0,0.0,3.1
2878,-0.0,0.4,5.7
3385,-0.0,0.0,0.9
2345,0.0,-0.0,0.7
2608,0.0,-0.1,0.2
2389,-0.0,0.0,3.9
3358,-0.0,-0.0,3.8
3133,0.0,-0.0,2.7
2100,0.0,0.0,4.1
3271,0.0,-0.0,5.1
2894,-0.0,-0.0,0.9
2416,-0.0,0.1,2.1
2174,-0.0,0.0,2.6
3204,-0.0,-0.0,0.3
3798,0.0,-0.0,1.7
3417,0.0,0.0,1.6
2908,0.0,0.0,1.6
2104,-0.0,0.0,0.7
2521,0.0,0.1,1.9
3987,-0.0,0.6,2.2
3579,-0.0,0.0,2.1
3457,0.0,0.0,5.0
3215,0.0,0.1,4.0
2733,-0.0,-0.0,5.6
2880,-0.0,0.0,6.3
2567,0.0,0.0,1.7
3483,0.0,0.0,5.0
3986,0.0,-0.0,0.4
2342,0.0,-0.0,0.1
3932,-0.0,-0.0,0.2
3881,0.0,-0.0,2.0
2462,0.0,0.1,4.9
3337,-0.0,0.0,4.3
2881,-0.0,-0.0,2.2
3688,-0.1,-0.0,6.5
2593,0.0,-0.0,0.9
2347,0.0,0.1,2.8
2562,-0.0,0.0,5.1
3656,-0.0,0.0,0.3
3438,-0.1,-0.0,0.4
3767,0.0,-0.0,2.9
3422,-0.0,-0.0,1.5
3797,-0.0,-0.0,0.1
3601,0.0,0.7,3.6
3461,-0.0,0.0,8.7
3842,0.0,0.0,1.7
2457,0.1,-0.0,4.8
2514,-0.0,-0.0,0.3
3465,-0.0,-0.0,2.5
2886,0.0,0.0,0.4
2834,0.0,0.1,5.4
3619,0.0,-0.0,1.4
3181,-0.1,0.1,6.3
2987,-0.0,0.0,3.3
3168,-0.0,0.7,4.7
2739,0.0,0.0,0.6
2044,0.0,0.0,0.3
2059,-0.0,0.1,2.1
2214,0.0,0.1,0.3
3119,-0.0,0.0,1.8
2189,0.0,0.0,0.7
3008,-0.0,2.0,10.0
3076,-0.0,-0.0,1.0
2447,0.0,0.2,3.9
2893,0.0,0.0,0.8
3960,0.0,-0.0,1.2
2222,0.0,0.0,2.1
3007,0.0,-0.0,0.3
3244,-0.0,0.2,5.1
3282,-0.0,0.0,0.3
3178,-0.0,-0.0,3.5
2357,0.0,0.0,0.9
2400,0.0,-0.0,1.5
3333,-0.0,0.1,5.9
3921,-0.0,0.2,4.2
2110,-0.0,-0.0,3.2
2531,0.0,0.0,1.7
2891,0.0,0.0,4.6
3914,0.0,0.0,1.3
3972,0.0,0.0,2.5
2220,0.0,-0.0,0.5
3375,-0.0,0.0,0.7
2980,0.0,0.1,2.8
3196,-0.1,0.0,1.9
2404,0.0,-0.0,2.7
2759,0.0,0.0,3.2
2473,0.0,0.1,5.1
2263,0.0,-0.0,4.0
2261,0.1,-0.0,1.3
2525,-0.0,-0.0,3.3
2889,0.0,0.0,1.6
3827,-0.0,0.0,4.7
3866,0.0,0.0,1.3
2516,0.0,0.0,1.4
3810,0.0,0.1,3.8
3661,-0.0,0.0,1.5
3943,0.0,0.0,2.3
2446,0.0,-0.0,5.6
2111,-0.0,-0.0,0.7
2809,0.0,0.0,0.9
2120,0.0,-0.0,1.6
2518,-0.0,-0.0,2.6
3870,0.0,-0.0,1.3
2994,-0.0,0.0,0.4
3469,-0.0,-0.0,4.8
2376,0.0,0.0,1.1
3976,-0.0,0.0,2.3
2610,-0.0,0.0,0.1
2074,0.0,0.0,0.4
3002,0.0,0.0,6.7
2442,0.0,-0.0,0.5
3163,0.0,-0.0,1.1
3072,0.0,0.6,4.2
3182,-0.0,-0.0,2.3
3436,0.0,-0.0,1.4
2093,-0.0,0.0,1.7
3673,-0.0,0.1,1.0
3763,0.0,-0.0,4.2
3223,0.0,-0.0,2.4
3200,0.0,-0.0,4.3
2846,0.0,0.0,0.1
3551,0.0,-0.0,4.3
2252,0.0,0.0,2.0
3659,-0.0,-0.0,2.9
3276,0.0,-0.0,1.2
3034,-0.0,0.3,3.1
2635,-0.0,0.0,1.1
2409,-0.0,0.0,0.4
3848,0.0,-0.0,1.6
3207,0.1,0.1,5.4
3190,-0.0,0.0,1.5
2242,0.0,-0.0,2.2
3540,0.0,0.0,5.0
3573,-0.0,-0.0,0.5
2631,0.0,0.0,1.5
2040,0.0,0.1,2.4
2226,0.0,-0.0,1.2
