,x1,x2
3874,0.4,1.8
2317,1.5,3.3
2471,0.9,0.0
2945,2.5,-0.0
3024,1.1,0.0
2132,0.5,0.0
2040,0.8,1.0
2422,1.7,-0.0
3824,1.9,4.2
3729,0.8,2.6
2340,0.2,1.8
2686,0.8,0.0
2961,1.3,0.0
3954,1.9,3.1
3486,1.5,0.0
3643,0.8,4.1
2714,0.4,-0.0
2395,1.2,-0.0
2240,1.0,-0.0
3154,1.9,-0.0
3019,1.6,0.0
2181,1.9,2.1
3035,0.2,0.9
2018,0.5,3.6
2206,1.1,-0.0
2120,1.3,-0.0
3936,0.9,2.1
2146,0.9,0.0
2042,1.8,2.6
3095,0.6,0.0
2079,1.0,-0.0
3595,1.0,-0.0
2695,0.6,0.0
3477,-0.0,1.3
3155,0.9,1.3
2488,1.7,-0.0
3649,1.1,0.0
2915,1.2,-0.0
3929,1.0,-0.0
3704,1.0,-0.0
2169,0.1,2.1
2986,1.9,0.0
3147,1.1,0.0
2577,1.2,-0.0
3960,1.5,-0.0
3434,1.7,-0.0
3276,1.5,0.0
3124,1.0,-0.0
3359,2.9,0.0
3117,1.7,-0.0
3089,1.5,2.6
3193,0.1,0.9
3722,1.7,0.0
2117,1.1,1.8
3858,-0.0,2.1
3362,0.1,0.9
2074,2.1,2.3
2069,1.3,-0.0
3023,0.5,4.6
3622,0.5,0.0
2673,0.9,4.1
2492,1.3,0.0
2186,0.8,0.0
3765,2.1,2.3
3647,1.4,-0.0
3119,1.4,-0.0
3083,0.6,0.0
3998,1.9,0.0
3347,0.5,2.3
3001,0.9,-0.0
2850,2.1,2.1
2445,1.4,-0.0
3181,0.6,2.8
3140,0.5,-0.0
3835,1.6,-0.0
3907,1.4,-0.0
2780,0.7,-0.0
3227,2.0,0.0
2028,1.4,-0.0
2589,1.1,4.7
2541,0.9,-0.0
2417,1.1,-0.0
2642,2.6,3.6
3491,1.3,2.1
3157,1.6,-0.0
3834,1.2,4.1
3416,0.5,0.0
3583,1.2,0.0
3883,1.2,-0.0
2365,0.7,2.1
3139,0.8,4.2
2735,1.5,-0.0
2555,0.2,0.9
2839,1.6,-0.0
3265,0.1,1.8
3307,2.0,0.0
3460,0.1,2.6
3379,1.3,0.0
2518,1.8,0.0
3553,1.4,0.0
3128,2.3,4.2
2657,0.7,1.3
2885,1.8,-0.0
3987,2.2,-0.0
3568,1.5,-0.0
3593,2.0,4.1
2211,2.3,0.0
3725,1.5,2.6
2804,1.3,-0.0
2350,0.7,4.2
3190,2.2,0.0
3896,0.9,2.1
2324,1.3,0.0
2525,1.6,0.0
3778,0.8,0.0
3041,2.3,0.0
3427,2.3,0.0
3557,1.3,-0.0
2191,1.6,-0.0
2640,0.1,2.6
2049,2.9,0.0
2466,0.9,-0.0
3875,0.7,0.0
2058,1.2,4.2
3885,0.6,-0.0
3689,1.7,0.0
3233,0.2,3.6
3632,1.5,-0.0
2873,0.7,0.0
3345,1.0,2.1
3094,1.4,3.6
2921,3.2,0.0
3900,1.0,2.6
3404,1.4,0.0
2692,1.1,-0.0
3113,2.1,1.9
2448,1.2,2.6
3496,2.0,-0.0
3664,1.2,0.0
3966,1.0,0.0
2948,1.2,0.0
2190,2.1,3.6
2897,2.1,0.0
3541,2.0,0.0
2090,1.5,4.2
3428,0.2,1.4
2659,-0.0,1.3
3700,1.0,-0.0
2940,1.4,-0.0
2355,0.9,-0.0
3537,0.6,0.0
2633,2.2,-0.0
3530,0.8,-0.0
2710,1.5,2.8
3100,1.4,0.9
3455,0.1,1.4
2415,3.1,0.0
2543,1.4,-0.0
2610,2.1,3.3
3246,1.4,2.8
3899,0.2,1.3
2372,0.1,2.1
2837,2.1,3.6
3590,0.3,4.1
3889,1.1,2.1
3699,0.7,-0.0
3743,0.3,1.4
2550,1.1,-0.0
2089,0.9,0.0
3110,1.4,0.0
2226,1.2,2.1
3180,0.8,-0.0
2333,3.3,3.4
3184,0.4,0.9
3158,1.3,2.3
3852,0.3,2.6
3296,1.4,-0.0
3317,-0.0,2.6
3626,1.3,0.7
3594,4.7,0.0
3847,2.0,0.0
3258,1.8,-0.0
3959,1.0,2.8
2608,0.8,0.0
2480,0.7,0.0
3125,0.3,1.3
3330,1.6,-0.0
3391,1.8,-0.0
3185,0.8,2.1
3156,1.0,-0.0
2715,1.0,0.0
3311,1.6,0.0
3096,0.5,-0.0
2142,1.3,0.0
3290,1.0,0.0
2635,0.6,-0.0
2072,0.7,-0.0
2925,1.3,-0.0
2987,2.1,3.2
2938,0.2,1.3
