,h_post,h_post_individualized
10228,0.88,
16957,0.92,
18677,0.88,
19956,0.88,
16423,0.84,
14234,0.92,
12784,0.86,
11053,0.9,
14061,0.9,
11076,0.9,
11553,0.9,
13076,0.8,
17388,0.84,
12757,0.82,
15903,0.82,
19758,0.96,
11073,0.92,
15868,0.9,
14369,0.86,
19653,0.82,
18756,0.84,
13009,0.84,
19722,0.86,
19191,0.92,
10123,0.82,
13128,0.92,
14038,0.84,
15117,0.9,
10396,0.9,
16050,0.86,
10592,0.9,
11688,0.92,
15397,0.9,
13624,0.94,
19093,0.84,
11885,0.8,
19104,0.94,
12233,0.86,
15843,0.9,
17051,0.8,
17138,0.86,
13186,0.82,
12816,0.84,
14802,0.92,
14239,0.8,
10805,0.82,
16715,0.94,
10550,0.92,
19027,0.86,
15438,0.92,
10745,0.86,
18320,0.82,
15324,0.92,
11830,0.9,
10678,0.84,
15505,0.8,
17832,0.9,
16306,0.92,
13195,0.84,
19794,0.92,
13877,0.82,
18583,0.9,
13638,0.92,
16560,0.88,
14881,0.88,
14163,0.92,
14884,0.96,
15801,0.94,
17544,0.88,
16675,0.86,
19860,0.94,
16869,0.82,
13797,0.8,
10121,0.86,
12894,0.82,
15819,0.92,
16001,0.86,
13232,0.8,
10288,0.94,
16839,0.9,
17230,0.88,
10892,0.82,
15889,0.88,
16159,0.9,
18767,0.92,
19512,0.88,
16269,0.9,
19935,0.8,
14386,0.88,
13499,0.9,
13075,0.92,
16023,0.82,
11420,0.96,
17076,0.84,
12249,0.96,
11983,0.9,
11563,0.8,
13069,0.94,
11595,0.9,
11733,0.92,
10652,0.9,
10308,0.8,
18219,0.88,
12681,0.92,
11938,1.0,
12702,0.84,
16233,0.8,
18815,0.8,
13276,0.8,
14484,0.86,
17587,0.96,
18411,0.94,
11802,0.94,
13925,0.8,
16309,0.8,
16110,0.88,
18489,0.9,
10513,0.8,
16040,0.84,
16971,0.86,
17029,0.9,
16168,0.92,
17458,0.9,
12515,0.92,
18948,0.8,
16341,0.84,
12758,0.92,
15763,0.82,
17746,0.9,
15099,0.94,
19527,0.88,
17981,0.84,
10669,0.86,
17162,0.88,
16623,0.84,
17735,0.88,
15718,0.82,
19795,0.82,
11766,0.84,
18869,0.92,
10406,0.82,
16360,0.96,
16030,0.9,
16618,0.9,
15700,0.9,
12282,0.86,
18883,0.88,
15637,0.82,
18054,0.92,
10392,0.82,
13599,0.92,
10612,0.88,
17823,0.9,
15430,0.86,
13133,0.94,
15758,0.82,
13739,0.88,
18596,0.82,
15675,0.94,
19622,0.98,
18248,0.84,
13082,0.8,
19308,0.84,
12666,0.86,
15634,0.88,
15103,0.8,
12120,0.9,
11816,0.86,
16404,0.92,
13483,0.9,
16286,0.84,
12599,0.94,
12022,0.84,
10694,0.96,
17594,0.8,
19526,0.8,
16066,0.8,
13238,0.9,
13482,0.86,
19753,0.8,
15447,0.92,
19513,0.94,
16402,0.86,
11299,0.92,
12137,0.92,
15081,0.8,
14161,0.86,
19592,0.84,
16035,0.96,
17099,0.84,
10991,0.9,
19632,0.9,
12237,0.8,
14932,0.88,
19294,0.88,
15183,0.86,
13947,0.92,
15716,0.96,
13463,0.94,
15924,0.9,
