,years_experience,degree
2951,1.0,1.0
2092,0.0,2.0
3206,0.0,1.0
2779,0.0,2.0
2403,2.0,0.0
2066,0.0,1.0
3981,0.0,1.0
2252,0.0,3.0
2222,0.0,2.0
2911,0.0,2.0
2905,0.0,1.0
2121,0.0,3.0
3182,2.0,0.0
3811,0.0,1.0
3162,0.0,1.0
2881,0.0,1.0
2693,0.0,2.0
2950,0.0,1.0
3943,0.0,3.0
3268,0.0,2.0
3114,1.0,1.0
2127,0.0,3.0
3067,0.0,3.0
2011,0.0,1.0
3664,0.0,2.0
2993,2.0,0.0
2984,0.0,1.0
3156,0.0,2.0
3918,0.0,1.0
2072,1.0,0.0
3564,0.0,1.0
3587,0.0,1.0
3597,2.0,0.0
2175,1.0,1.0
2957,1.0,2.0
3959,1.0,0.0
3347,0.0,1.0
2975,0.0,2.0
2916,0.0,3.0
2882,1.0,1.0
2190,1.0,1.0
3613,0.0,2.0
3395,0.0,2.0
2709,0.0,1.0
2112,0.0,1.0
2694,1.0,1.0
2005,0.0,1.0
2651,1.0,1.0
3070,0.0,3.0
3744,0.0,3.0
3775,0.0,1.0
3517,3.0,0.0
2858,0.0,1.0
3029,1.0,1.0
3344,1.0,0.0
3498,0.0,2.0
2426,3.0,0.0
2991,1.0,1.0
3754,0.0,3.0
2871,0.0,2.0
3286,1.0,1.0
2323,0.0,2.0
2896,1.0,0.0
2221,0.0,1.0
3448,0.0,2.0
2958,1.0,0.0
3618,0.0,1.0
3690,0.0,1.0
3742,1.0,1.0
3179,1.0,1.0
3124,1.0,1.0
2406,1.0,0.0
3556,1.0,1.0
3246,0.0,1.0
3197,0.0,1.0
2944,0.0,3.0
2343,0.0,2.0
3816,0.0,1.0
3144,0.0,3.0
2007,2.0,0.0
2326,3.0,0.0
2401,0.0,2.0
3536,1.0,1.0
3515,0.0,1.0
3841,0.0,2.0
2814,0.0,2.0
3391,0.0,2.0
3734,0.0,3.0
3635,0.0,1.0
3171,0.0,1.0
2857,0.0,2.0
3352,1.0,1.0
3519,3.0,0.0
2643,1.0,1.0
2328,1.0,1.0
2079,0.0,3.0
2299,0.0,1.0
3271,0.0,2.0
3728,0.0,2.0
3695,0.0,1.0
2021,2.0,0.0
3809,0.0,1.0
3755,3.0,0.0
3509,0.0,3.0
3386,0.0,1.0
3359,1.0,1.0
3900,2.0,0.0
2470,2.0,0.0
3444,0.0,2.0
3158,2.0,1.0
2818,1.0,0.0
3139,0.0,3.0
2331,0.0,2.0
3873,0.0,3.0
3989,0.0,3.0
3193,0.0,1.0
2965,2.0,0.0
2089,0.0,1.0
2334,0.0,3.0
3882,0.0,1.0
2461,0.0,1.0
2797,1.0,0.0
3769,0.0,1.0
3819,0.0,3.0
2128,0.0,3.0
2819,0.0,1.0
2716,0.0,2.0
2535,1.0,0.0
2293,2.0,0.0
2116,0.0,1.0
2246,2.0,0.0
2713,1.0,0.0
3097,0.0,1.0
2277,2.0,0.0
2870,0.0,1.0
3319,2.0,1.0
3110,1.0,0.0
3192,1.0,0.0
3638,0.0,1.0
3636,0.0,1.0
2561,0.0,3.0
3807,2.0,0.0
3869,1.0,0.0
3920,0.0,1.0
3717,1.0,0.0
3330,1.0,1.0
3375,1.0,1.0
2029,0.0,3.0
2506,0.0,3.0
3030,0.0,3.0
3567,0.0,2.0
2102,0.0,3.0
2730,0.0,1.0
3284,1.0,1.0
3159,0.0,1.0
3491,0.0,3.0
3401,2.0,0.0
2362,0.0,1.0
2791,0.0,2.0
3390,2.0,0.0
2264,1.0,1.0
2038,1.0,0.0
3614,1.0,1.0
3456,1.0,1.0
2519,0.0,1.0
2868,2.0,1.0
2377,0.0,3.0
2170,0.0,1.0
2262,0.0,2.0
2172,0.0,1.0
2748,1.0,1.0
3072,0.0,1.0
3111,0.0,1.0
3016,2.0,0.0
3838,0.0,3.0
3279,0.0,1.0
3304,0.0,3.0
2879,1.0,1.0
3774,0.0,1.0
2504,1.0,2.0
3055,0.0,3.0
2218,1.0,1.0
3430,0.0,3.0
2670,0.0,2.0
3443,2.0,0.0
3458,0.0,2.0
3773,0.0,3.0
3871,1.0,0.0
2893,0.0,2.0
2520,2.0,0.0
2245,0.0,2.0
2633,0.0,2.0
2185,0.0,2.0
3749,1.0,1.0
3251,0.0,1.0
3551,0.0,1.0
3318,0.0,2.0
3957,0.0,2.0
3778,1.0,0.0
2505,1.0,0.0
