,x1,x2
3001,1.8,-0.0
2992,1.8,0.0
3763,2.3,0.0
3447,2.0,0.0
2174,1.8,3.3
2127,2.0,-0.0
3194,1.8,0.0
3629,3.0,0.0
3781,2.9,0.0
3702,1.5,0.0
3325,1.3,2.6
2934,2.0,0.0
3982,2.9,-0.0
2418,2.1,-0.0
2306,2.5,-0.0
2336,1.8,-0.0
3813,2.8,-0.0
3427,3.1,3.0
2534,1.6,3.1
2691,3.5,0.0
3350,2.7,-0.0
3282,2.3,-0.0
2728,2.0,-0.0
3098,2.2,-0.0
2558,2.7,0.0
3473,1.4,2.1
3322,1.6,-0.0
3580,1.7,0.0
3111,2.3,-0.0
2715,2.1,3.1
2025,1.6,0.0
2111,1.8,0.0
2853,1.0,4.7
2710,1.8,2.3
2411,1.7,-0.0
3133,-0.0,3.5
2874,3.1,0.0
2563,2.5,0.0
3410,2.0,-0.0
3422,2.4,-0.0
3011,1.8,2.1
3143,2.2,4.6
3999,1.6,4.2
3304,3.3,0.0
2954,2.1,-0.0
2857,2.4,0.0
3340,2.0,0.0
2641,2.0,0.0
3455,2.1,-0.0
3997,1.9,-0.0
3009,2.0,0.0
3348,1.6,0.0
2116,2.1,3.1
3049,2.6,0.0
2479,2.3,5.2
3166,3.8,0.0
3298,2.9,0.0
3181,2.2,3.6
3052,2.4,0.0
3470,2.0,-0.0
2605,1.8,0.0
3417,2.5,-0.0
3281,2.6,0.0
2096,2.3,0.0
2042,1.9,-0.0
2939,1.8,-0.0
2245,1.7,0.0
3159,3.6,0.0
3967,2.3,0.0
2417,1.6,0.0
2843,1.3,4.1
2091,1.7,0.0
2622,3.1,0.0
2763,2.0,-0.0
2221,2.1,-0.0
2239,1.9,0.0
2173,3.5,-0.0
3914,0.5,3.1
2384,0.1,4.1
2707,2.5,5.2
3371,2.7,-0.0
2240,2.3,-0.0
2189,1.6,0.0
2716,2.2,-0.0
3850,1.9,-0.0
3186,2.0,4.2
3771,1.8,-0.0
2094,1.6,-0.0
2132,1.7,-0.0
2809,1.6,3.2
2854,2.1,0.0
3220,2.2,0.0
3901,2.9,4.6
3600,3.6,0.0
2420,2.3,2.1
3919,1.5,2.8
3032,2.3,0.0
2940,1.8,0.0
2424,2.1,-0.0
2514,2.5,0.0
3786,1.7,0.0
2892,1.6,0.0
2216,2.2,-0.0
2051,3.4,-0.0
2738,3.0,0.0
2254,2.8,-0.0
2915,2.4,0.0
3120,1.6,2.8
2269,1.4,3.1
3989,3.3,6.1
3077,2.2,0.0
2994,2.1,0.0
2657,2.4,-0.0
2120,1.8,-0.0
2996,1.9,0.0
2504,2.7,2.5
2569,1.8,0.0
3696,2.3,0.0
3389,2.3,0.0
2386,2.0,-0.0
3489,3.4,5.2
3454,1.2,4.0
2071,0.7,5.2
2628,2.2,2.7
3388,2.3,-0.0
3932,1.6,0.0
2536,2.6,0.0
2722,4.0,2.8
3328,2.6,0.0
2817,1.5,-0.0
2351,2.0,0.0
3246,2.4,0.0
3239,2.3,-0.0
2905,3.4,-0.0
3526,2.1,-0.0
3939,2.5,0.0
2352,2.1,0.0
2155,1.4,4.2
2689,1.9,0.0
2681,0.0,4.7
3226,2.0,-0.0
2616,1.7,0.0
3022,2.6,0.0
2459,0.5,3.1
3395,2.2,0.0
3069,1.3,5.2
3365,2.9,-0.0
3188,2.0,4.1
3087,2.4,-0.0
2650,2.4,0.0
3543,0.7,2.6
2509,2.6,0.0
2283,3.3,-0.0
2687,2.4,-0.0
2866,2.6,0.0
3896,1.2,2.1
2642,3.7,-0.0
3873,2.4,0.0
3966,1.2,4.6
3184,4.2,-0.0
3360,1.8,2.3
2553,0.9,2.5
2211,1.8,2.4
2088,3.2,-0.0
2944,1.5,0.0
2924,2.6,0.0
3868,2.5,-0.0
2596,1.9,-0.0
2146,0.7,2.3
2118,1.3,2.3
2896,0.6,5.2
3518,2.3,-0.0
2677,2.1,-0.0
2446,3.7,2.6
3169,1.5,0.0
2041,1.8,0.0
3633,2.3,3.1
3097,1.6,0.0
3167,1.9,0.0
2398,2.3,2.8
2178,2.3,3.0
3668,3.4,5.2
2455,3.0,6.2
2502,3.4,0.0
3975,0.1,3.6
2611,3.0,-0.0
3677,-0.0,3.0
3253,2.2,0.0
3606,1.6,0.0
3290,2.6,3.3
3945,2.3,-0.0
3315,1.9,-0.0
3649,0.4,3.1
2575,1.5,-0.0
2966,2.1,-0.0
3610,1.5,-0.0
3409,0.7,3.1
3056,2.6,-0.0
2460,1.9,2.0
3428,2.3,-0.0
