,h_post,h_post_individualized
10846,1.0,1.0
13527,1.0,1.0
11686,1.0,1.0
14035,0.10000000000000002,0.0
16209,1.0,1.0
11608,1.0,1.0
15344,1.0,1.0
17242,0.96,1.0
10735,1.0,1.0
14059,1.0,1.0
19478,1.0,1.0
11911,1.0,1.0
17486,1.0,1.0
18774,1.0,1.0
16037,1.0,1.0
15930,1.0,1.0
19003,1.0,1.0
15742,1.0,1.0
18958,1.0,1.0
11680,1.0,1.0
12403,1.0,1.0
19037,1.0,1.0
12680,1.0,1.0
14839,1.0,1.0
15979,1.0,1.0
12200,1.0,1.0
15416,1.0,1.0
14022,1.0,1.0
13909,0.02,0.0
13671,1.0,1.0
13787,1.0,1.0
17147,0.98,1.0
16004,1.0,1.0
11573,1.0,1.0
11760,1.0,1.0
10654,1.0,1.0
12222,1.0,1.0
13158,1.0,1.0
14395,1.0,1.0
15801,1.0,1.0
12896,1.0,1.0
11947,1.0,1.0
15840,1.0,1.0
17865,1.0,1.0
13436,0.06,0.0
12073,1.0,1.0
10449,1.0,1.0
17967,1.0,1.0
10653,0.98,1.0
17002,1.0,1.0
16212,1.0,1.0
17552,1.0,1.0
14466,1.0,1.0
19308,1.0,1.0
18149,1.0,1.0
15970,1.0,1.0
14721,1.0,1.0
16605,1.0,1.0
16683,1.0,1.0
18822,1.0,1.0
15568,1.0,1.0
12862,1.0,1.0
15672,1.0,1.0
10720,1.0,1.0
14629,1.0,1.0
15407,1.0,1.0
15391,1.0,1.0
15237,0.14,0.0
18582,1.0,1.0
10358,1.0,1.0
19457,1.0,1.0
18668,1.0,1.0
18571,1.0,1.0
16965,1.0,1.0
11930,1.0,1.0
10360,1.0,1.0
13234,1.0,1.0
19796,1.0,1.0
14516,1.0,1.0
17513,1.0,1.0
10571,0.02,0.0
11785,1.0,1.0
12743,1.0,1.0
19769,1.0,1.0
16665,1.0,1.0
19412,1.0,1.0
19051,1.0,1.0
18506,1.0,1.0
16091,1.0,1.0
11901,1.0,1.0
16455,1.0,1.0
11064,1.0,1.0
15411,0.94,1.0
15968,1.0,1.0
13583,1.0,1.0
11994,1.0,1.0
17743,1.0,1.0
17183,0.92,1.0
12974,1.0,1.0
12903,1.0,1.0
15571,1.0,1.0
10219,1.0,1.0
11495,1.0,1.0
10766,1.0,1.0
18487,0.07999999999999999,0.0
18658,0.07999999999999999,0.0
18455,1.0,1.0
13790,1.0,1.0
10714,1.0,1.0
16007,1.0,1.0
16519,1.0,1.0
13937,1.0,1.0
18876,1.0,1.0
17090,1.0,1.0
15520,1.0,1.0
18188,1.0,1.0
12788,0.03999999999999999,0.0
18536,1.0,1.0
17749,1.0,1.0
15473,1.0,1.0
19663,1.0,1.0
16266,1.0,1.0
16921,1.0,1.0
15218,0.14,0.0
13396,1.0,1.0
10909,1.0,1.0
11272,1.0,1.0
19343,1.0,1.0
12180,1.0,1.0
10736,1.0,1.0
14741,0.02,0.0
17102,1.0,1.0
13342,1.0,1.0
13753,0.0,0.0
17235,1.0,1.0
19712,1.0,1.0
12965,1.0,1.0
11370,1.0,1.0
10474,1.0,1.0
18250,0.96,1.0
14380,1.0,1.0
19202,1.0,1.0
12052,1.0,1.0
15431,1.0,1.0
16383,1.0,1.0
15735,1.0,1.0
18229,1.0,1.0
19799,1.0,1.0
15378,1.0,1.0
15199,1.0,1.0
11661,1.0,1.0
15964,1.0,1.0
10459,1.0,1.0
14431,1.0,1.0
16304,1.0,1.0
11701,0.06,0.0
19256,1.0,1.0
18296,1.0,1.0
12986,1.0,1.0
13303,1.0,1.0
14168,1.0,1.0
19658,1.0,1.0
18520,1.0,1.0
14663,1.0,1.0
15103,1.0,1.0
10453,1.0,1.0
11427,1.0,1.0
16856,1.0,1.0
17196,1.0,1.0
19580,1.0,1.0
15417,1.0,1.0
19896,1.0,1.0
13857,1.0,1.0
11684,1.0,1.0
16282,1.0,1.0
19323,1.0,1.0
19759,1.0,1.0
10636,1.0,1.0
13502,1.0,1.0
16115,1.0,1.0
13307,1.0,1.0
12646,1.0,1.0
17703,1.0,1.0
16993,1.0,1.0
11876,1.0,1.0
11070,1.0,1.0
14053,1.0,1.0
16011,1.0,1.0
13348,1.0,1.0
16205,1.0,1.0
10627,1.0,1.0
15844,1.0,1.0
17360,0.02,0.0
15775,1.0,1.0
17162,1.0,1.0
13976,1.0,1.0
13246,1.0,1.0
14813,1.0,1.0
17087,1.0,1.0
12450,1.0,1.0
