ix,goal_cost,intv_cost
3783,0.885,10.0
2143,0.974,5.0
3786,0.894,15.0
3901,0.967,5.0
3236,0.871,10.0
2755,0.875,15.0
2690,0.994,15.0
3470,0.939,5.0
3604,0.897,10.0
2540,0.962,10.0
3368,0.882,15.0
3534,0.949,5.0
2557,0.994,15.0
3628,0.996,10.0
2945,0.869,10.0
3580,0.943,15.0
3687,0.904,15.0
2438,0.972,5.0
2680,0.986,15.0
3169,0.993,15.0
2582,0.99,10.0
3042,0.992,15.0
3211,0.893,15.0
3693,0.984,10.0
3769,0.993,10.0
3033,0.876,10.0
2311,0.953,10.0
3330,0.948,15.0
2309,0.874,10.0
3434,0.96,10.0
3223,0.93,5.0
3071,0.872,10.0
3854,0.95,10.0
3552,0.961,5.0
3910,0.95,10.0
3069,0.833,5.0
2373,0.864,5.0
2615,0.942,10.0
3657,0.953,10.0
2129,0.82,5.0
3352,0.853,5.0
2341,0.94,5.0
3746,0.987,10.0
2708,0.95,15.0
2178,0.943,10.0
2303,0.919,5.0
3903,0.94,5.0
2235,0.987,15.0
3479,0.872,15.0
3051,0.963,10.0
3076,0.996,10.0
3047,0.853,5.0
3156,0.872,10.0
2923,0.938,10.0
3642,0.87,10.0
3772,0.957,15.0
3718,0.933,5.0
2260,0.884,10.0
3416,0.889,15.0
2089,0.977,10.0
3101,0.978,5.0
3545,0.933,5.0
2402,0.855,10.0
2687,0.925,5.0
2504,0.992,10.0
2115,0.985,5.0
3446,0.88,15.0
2286,0.922,5.0
2911,0.969,5.0
2927,0.993,15.0
3356,0.906,5.0
2523,0.852,5.0
2924,0.995,15.0
3666,0.758,10.0
3308,0.962,10.0
3960,0.939,5.0
3524,0.835,5.0
2306,0.935,5.0
2937,0.993,10.0
3491,0.849,5.0
3350,0.991,10.0
3997,0.875,5.0
3603,0.918,5.0
2627,0.884,15.0
2475,0.975,5.0
2928,0.979,15.0
3626,0.872,5.0
2737,0.872,5.0
3629,0.843,5.0
3383,0.988,10.0
3818,0.994,10.0
2790,0.877,10.0
3875,0.876,15.0
2613,0.994,15.0
3081,0.888,5.0
2329,0.87,10.0
2910,0.859,10.0
2921,0.945,10.0
3856,0.886,15.0
3696,0.941,10.0
2617,0.984,10.0
2640,0.872,15.0
3991,0.958,15.0
3880,0.877,10.0
2389,0.963,5.0
3622,0.943,10.0
2587,0.95,10.0
3379,0.88,15.0
2298,0.955,10.0
2537,0.989,15.0
3868,0.989,15.0
3151,0.884,15.0
3673,0.907,5.0
2728,0.996,10.0
3276,0.758,10.0
2565,0.95,10.0
2113,0.993,10.0
3467,0.982,15.0
3541,0.895,10.0
3569,0.888,10.0
2081,0.755,10.0
3624,0.849,5.0
2012,0.929,5.0
3595,0.873,10.0
2966,0.979,10.0
3497,0.959,15.0
3627,0.943,5.0
2068,0.995,10.0
2558,0.951,10.0
2525,0.819,5.0
2206,0.992,15.0
3437,0.865,10.0
2252,0.944,10.0
3590,0.857,5.0
2401,0.955,15.0
2053,0.928,5.0
2066,0.856,5.0
2514,0.992,15.0
3812,0.974,5.0
3044,0.886,15.0
3923,0.951,10.0
2413,0.988,10.0
3741,0.752,10.0
2931,0.949,5.0
3737,0.887,15.0
2314,0.993,10.0
2971,0.94,5.0
3272,0.979,10.0
3542,0.98,5.0
3153,0.96,10.0
2468,0.892,15.0
3052,0.993,15.0
2282,0.758,15.0
3214,0.98,10.0
3158,0.875,15.0
2626,0.889,15.0
3711,0.951,15.0
2293,0.884,10.0
3613,0.888,10.0
2616,0.994,10.0
2160,0.884,10.0
2541,0.996,15.0
3270,0.945,5.0
3194,0.956,10.0
3730,0.859,5.0
2496,0.928,5.0
3618,0.948,10.0
3608,0.835,5.0
2976,0.993,15.0
3112,0.959,10.0
3380,0.981,10.0
3539,0.825,5.0
3998,0.993,15.0
2883,0.954,5.0
2511,0.946,5.0
3914,0.931,5.0
2913,0.861,5.0
2182,0.945,10.0
2453,0.977,10.0
3570,0.986,10.0
2264,0.936,5.0
2362,0.986,5.0
2253,0.881,10.0
3636,0.991,15.0
2172,0.896,5.0
2800,0.992,10.0
2954,0.965,5.0
2736,0.951,15.0
2775,0.906,5.0
3337,0.899,10.0
2761,0.983,10.0
2612,0.95,10.0
3672,0.878,15.0
2670,0.961,15.0
2490,0.901,5.0
2854,0.961,15.0
2934,0.933,5.0
3282,0.979,10.0
2809,0.929,5.0
2432,0.949,15.0
