,h_post,h_post_individualized
3005,0.5534778675970806,
3298,0.5123654002733089,
3193,0.507057554968591,
3523,0.5026647721767642,
3718,0.5093905524753048,
2210,0.5210576298969016,
3901,0.505883924901224,
3312,0.5059004488289416,
3659,0.5010064143080417,
2209,0.585051543040735,
3776,0.5082963757786111,
3377,0.5556921732425145,
3240,0.5104958712145923,
3570,0.5207385974965721,
2790,0.517436985359611,
2141,0.5328247268360916,
2031,0.5023604065282963,
3199,0.5060843106719989,
2744,0.5002540024046723,
2146,0.5326317918413681,
2857,0.5049290787758242,
2316,0.5077286268559402,
2208,0.7249745229420422,
3551,0.6288787433393656,
2001,0.5361132508372755,
3469,0.6263721628335088,
3369,0.5129246050089913,
3687,0.672529475984967,
2012,0.5121464306911032,
3109,0.5062944792559323,
3985,0.5033835879964608,
3661,0.5936474319375917,
2253,0.5734519586014138,
3608,0.5376270803324966,
3415,0.5011688214984034,
3510,0.5047907221890331,
2672,0.5182437442933897,
3474,0.5124869085548523,
3445,0.5036929816439187,
3978,0.5299241667089297,
2549,0.525415180803124,
3879,0.5062242151043608,
3649,0.5039033845461214,
3498,0.5213953283128613,
2665,0.5102112308644655,
3505,0.5074140037209495,
3245,0.5045607610698901,
2800,0.5434667779808985,
3915,0.5014492707025137,
3114,0.5076528768431063,
2583,0.5078076722360829,
2054,0.5216773670819633,
3849,0.5041188335338642,
2825,0.5007765496107538,
2154,0.5230275547471955,
2403,0.5960633057775662,
2764,0.5174044814941334,
3026,0.5028647766426086,
2773,0.562128650718132,
2960,0.5671917382498342,
2850,0.5129915072285329,
2876,0.5442270483459635,
2924,0.5255361761393569,
3362,0.5146561190605218,
3767,0.6445795912536001,
3826,0.5453130021019645,
2410,0.579018638559409,
2308,0.5010463347973366,
2596,0.5084757183737811,
3560,0.5136922950699881,
2817,0.5194601261103062,
2164,0.5140723682152751,
3701,0.5077645998220219,
3581,0.5113532195495043,
3724,0.5157148826861637,
2680,0.5826468258910794,
3738,0.5274547182670981,
2848,0.527847523361,
3265,0.5290863650924389,
2400,0.5146363907184653,
3261,0.6134698197351012,
3747,0.520539169385769,
2622,0.5013495292144703,
3791,0.5115784406621812,
3640,0.5176509203183297,
2908,0.5817422166728812,
3338,0.6112615272416935,
3277,0.6176874794319174,
3737,0.5084114279071094,
3113,0.6504152767094141,
3592,0.5170766827095157,
2195,0.5311173253297322,
3607,0.506389747747336,
2626,0.5143532227905875,
3685,0.5233117103740011,
3449,0.514138287769981,
2490,0.5049859501362608,
3991,0.6070833074986822,
2042,0.573422449617632,
3432,0.5719494833986354,
2225,0.5016613887340382,
3366,0.5020110377670038,
3340,0.5051098403037872,
3960,0.5149582140155702,
3060,0.5025375133503731,
3595,0.510855685308392,
3450,0.5209014260873845,
3154,0.5219874754515247,
3087,0.5072499309322407,
3348,0.5851461387273562,
3584,0.5110929466718261,
3082,0.5130968543598065,
2473,0.5099463913777069,
2365,0.5822526231234156,
3562,0.521658571211557,
3967,0.511216406147353,
3726,0.5110738016245358,
2783,0.5397903060978901,
2047,0.5025487434997331,
2304,0.586465044170353,
3939,0.506012049691704,
2009,0.5764927467603879,
2947,0.5035308458422405,
2076,0.5231339722695814,
2157,0.5810121666186171,
2113,0.5084133523491181,
2872,0.5295660801883791,
2730,0.5145768081946592,
3456,0.5681939506704188,
2641,0.7286505515268781,
2051,0.5097551082719817,
3354,0.5231863305414518,
2881,0.5072073256085605,
3293,0.5203491676830788,
3872,0.5044124998496186,
3229,0.5003346429070619,
3185,0.5907607629731995,
3196,0.5105477547477723,
3815,0.5805108515393652,
3278,0.5125806812646135,
3480,0.5002290825847181,
2683,0.5100549611152398,
3100,0.5965771603165845,
2669,0.5030246757237384,
2378,0.5476406045412656,
2948,0.5144986365138217,
3758,0.5048758722012803,
3388,0.5185082329358057,
3936,0.503004296159086,
2522,0.5289886863931048,
2932,0.5270665469750264,
2247,0.5280703900824056,
2819,0.5978545004992954,
3069,0.5124137224772009,
2812,0.5260480855951161,
2586,0.5076719086722364,
2294,0.5016473234885781,
3198,0.5073676498492508,
3818,0.5176685362205236,
3670,0.5035609558087527,
3216,0.5650472315490612,
3239,0.5020947877488768,
3539,0.5048901658818826,
3809,0.5407135058977877,
3043,0.5317917491380579,
2652,0.5180194399177968,
2880,0.548788808719091,
2367,0.5368506527780764,
2565,0.5123247962610625,
3155,0.5233797867137537,
2270,0.5043479600809667,
2151,0.5071960598831075,
3107,0.5564871345264193,
3545,0.5230215196977397,
3969,0.50194118995473,
3789,0.5099029187641795,
2287,0.6075667256778418,
3068,0.5015945702402165,
2739,0.5928809397034606,
2305,0.5064224447327338,
2456,0.5122237879545805,
2193,0.5215319474164153,
2025,0.5056232467266838,
3709,0.5236813036438016,
2084,0.6247600370004353,
3703,0.5089884689416816,
3937,0.5613124487898605,
3276,0.5135213358928998,
2720,0.5123744878982658,
3063,0.5658213184287731,
3173,0.5141702917532965,
2019,0.5148226722201723,
3781,0.5406556827012465,
3948,0.5149564245415612,
3870,0.5074761113646367,
2553,0.5886762830395095,
3565,0.5009108060343119,
2353,0.5286855584981842,
2644,0.5126743280625192,
3127,0.7885310842863534,
