,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.9,0.9,0.965,0.0,0.965,0.965,"[5.0, 5.0]",300.0,0.5,individualized,improvement,2,,0.9650000000000001,10.25
1,1.0,0.9,0.9,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,2,,0.758,0.10533700000000001
2,1.0,0.9,0.9,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,2,,0.7569999999999999,0.10558549999999993
3,0.99,0.9,0.9,0.9646464646464646,0.0,0.9646464646464646,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,2,,0.9646464646464648,10.454545454545455
4,1.0,0.9,0.9,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,2,,0.758,0.10870250000000001
5,1.0,0.9,0.9,0.98,0.005,0.98,0.98,"[5.0, 5.0]",300.0,0.5,individualized,improvement,1,,0.9800000000000001,10.7
6,1.0,0.9,0.9,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,1,,0.9630000000000001,0.11407600000000002
7,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,1,,0.9650000000000001,0.12540450000000003
8,1.0,0.9,0.9,0.96,0.0,0.96,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,1,,0.96,10.725
9,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,1,,0.959,0.11252699999999992
10,1.0,0.9,0.9,0.96,0.0,0.96,0.96,"[5.0, 5.0]",300.0,0.5,individualized,improvement,0,,0.96,10.7
11,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,0,,0.616,0.1777584999999999
12,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,0,,0.623,0.17885150000000002
13,1.0,0.9,0.9,0.965,0.0,0.965,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,0,,0.9650000000000001,10.275
14,1.0,0.9,0.9,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,0,,0.62,0.17964750000000007
