,x1,x2
3478,0.7,0.0
3124,1.0,-0.0
2953,0.7,-0.0
3048,1.6,0.0
3645,0.9,0.0
3711,1.8,-0.0
2368,-0.0,-0.1
3159,1.6,-0.0
2839,0.4,2.1
2022,0.8,-0.0
3185,2.9,0.0
2009,2.4,0.0
2984,0.7,-0.0
3656,1.1,0.0
3536,2.6,-0.0
3481,1.7,0.0
2899,0.4,1.9
2883,2.4,0.0
2645,2.1,1.3
3535,0.8,0.0
3824,1.8,-0.0
2825,0.1,1.3
3263,1.1,0.0
3437,0.5,0.6
3902,1.5,-0.0
2451,0.2,1.3
3593,3.1,2.7
2054,0.2,-0.0
3600,1.2,0.5
2975,1.4,0.0
3316,0.8,0.0
3962,2.3,0.3
3381,1.6,-0.0
2061,0.4,0.0
3219,2.3,-0.0
2650,2.0,-0.0
3689,1.7,1.3
3394,0.4,2.5
2535,1.5,0.0
3008,0.3,2.5
2624,1.1,-0.0
2495,1.1,4.5
2056,0.6,1.1
3108,1.9,0.0
3740,2.9,3.9
3344,1.2,1.8
2123,2.1,1.6
2597,2.0,-0.0
2329,2.3,-0.0
2669,1.2,1.9
2632,0.7,-0.0
3329,1.5,0.0
2874,0.3,-0.0
2472,1.9,0.0
2343,0.1,-0.0
2078,0.9,4.1
2151,-0.0,-0.1
2754,1.9,2.8
2105,0.9,0.2
2956,0.7,-0.0
3266,0.3,0.0
3364,1.5,3.0
2270,1.5,2.3
2180,0.7,-0.0
3092,1.5,0.0
2327,0.4,1.4
3275,1.7,-0.0
2971,-0.0,-0.1
2047,1.1,0.0
2550,1.0,0.8
3971,0.6,1.5
2652,0.2,4.3
2488,3.3,-0.0
2698,1.3,0.0
3702,1.1,0.0
2711,0.7,-0.0
2942,1.2,3.9
3993,1.8,-0.0
2850,1.3,0.0
3291,2.1,0.0
3429,2.3,-0.0
3728,2.0,0.0
2922,0.1,1.4
3285,1.5,3.3
3243,0.9,0.0
3849,0.2,2.4
2628,1.0,-0.0
2277,2.0,-0.0
2684,1.7,-0.0
2663,-0.0,1.4
2763,0.6,0.4
2571,-0.0,0.1
3724,1.0,-0.0
3376,0.4,1.3
3388,-0.0,0.5
2040,1.4,0.0
2087,1.5,1.6
2301,1.5,-0.0
3347,1.3,-0.0
3306,0.9,-0.0
2211,0.5,1.5
3370,1.1,0.0
3338,2.0,1.5
3928,2.3,3.5
3123,0.8,0.0
3880,0.7,0.2
3524,1.0,0.0
3773,2.0,1.9
2260,0.6,0.6
2944,0.1,0.9
2773,1.5,-0.0
2582,1.7,-0.0
3854,1.3,0.0
2726,1.2,-0.0
2668,0.7,0.0
2617,0.4,2.3
2403,0.5,2.1
3474,0.6,0.0
3905,1.6,-0.0
3838,3.5,2.4
3581,1.0,0.4
2335,2.5,0.0
3039,0.5,-0.0
3994,-0.0,0.1
3899,0.7,0.0
2284,1.4,2.3
3231,0.8,0.0
3132,0.8,0.0
2924,0.2,2.2
2914,1.3,0.0
2492,2.8,-0.0
3007,0.2,0.7
3154,1.3,3.1
2212,0.9,-0.0
2907,1.7,-0.0
3182,1.3,-0.0
3828,0.8,0.0
2426,1.8,-0.0
3847,1.4,-0.0
2015,0.4,1.3
3780,2.2,2.4
3558,2.3,4.6
2871,2.7,0.0
3906,0.4,4.2
3442,1.9,0.0
3094,1.6,0.0
2734,1.8,0.0
3777,1.5,0.0
3873,2.7,0.4
2493,2.5,1.4
2111,1.2,0.0
3785,1.1,-0.0
3805,1.3,1.9
2003,2.1,1.9
2704,1.0,1.4
2815,0.7,0.1
2264,2.1,0.0
3972,1.5,-0.0
3296,0.9,-0.0
3507,1.9,-0.0
3199,-0.0,3.9
3521,1.1,0.0
3883,1.8,0.0
3914,1.2,-0.0
2024,1.2,0.0
3922,1.2,0.0
3021,1.7,0.0
2989,1.4,-0.0
2013,1.6,3.3
2947,0.8,2.5
3218,2.5,5.2
2464,1.6,-0.0
3723,0.4,0.0
2736,0.9,0.4
3625,0.1,0.2
3788,0.4,0.0
3459,2.1,-0.0
3738,0.4,0.3
2439,1.5,2.3
3529,1.1,0.0
3065,1.4,-0.0
2592,1.2,-0.0
2590,0.2,3.5
3642,-0.1,0.0
2737,0.1,0.0
2923,2.0,0.0
3969,1.8,0.0
3166,2.6,0.0
2275,3.1,-0.0
3317,0.1,2.8
2627,1.3,-0.0
2677,1.0,-0.0
2400,0.8,3.2
3244,1.2,0.0
3612,0.2,-0.0
3685,0.7,-0.0
2293,0.5,0.2
2499,0.9,-0.0
2220,0.7,0.0
2390,1.4,0.0
