,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.85,0.85,0.8050000071525574,0.17000000178813934,0.98,0.855,"[1.0, 1.0]",300.0,0.5,individualized,improvement,2,"[[0.16888074114241866, -0.012973123393506834, 1.040384908060423], [-0.4946471177345802]]",0.9859999418258667,2.4400000000000004
1,1.0,0.85,0.85,0.20499999821186066,0.14000000059604645,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,2,"[[0.16888074114241866, -0.012973123393506834, 1.040384908060423], [-0.4946471177345802]]",0.8330000042915344,2.2719999999999994
2,1.0,0.85,0.85,0.20999999344348907,0.20499999821186066,0.97,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,2,"[[0.16888074114241866, -0.012973123393506834, 1.040384908060423], [-0.4946471177345802]]",0.7739999890327454,2.5404999999999998
3,1.0,0.85,0.85,0.8199999928474426,0.13500000536441803,0.935,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,2,"[[0.16888074114241866, -0.012973123393506834, 1.040384908060423], [-0.4946471177345802]]",0.9430000185966492,2.578999999999999
4,1.0,0.85,0.85,0.20999999344348907,0.1550000011920929,0.97,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,2,"[[0.16888074114241866, -0.012973123393506834, 1.040384908060423], [-0.4946471177345802]]",0.7789999842643738,2.3425000000000016
5,1.0,0.85,0.85,0.8199999928474426,0.11999999731779099,0.995,0.9,"[1.0, 1.0]",300.0,0.5,individualized,improvement,1,"[[-0.03416234332638607, -0.05863090040748839, 1.0579774353902942], [-0.5411894736394229]]",0.9919999837875366,2.4754999999999994
6,1.0,0.85,0.85,0.1899999976158142,0.14000000059604645,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,1,"[[-0.03416234332638607, -0.05863090040748839, 1.0579774353902942], [-0.5411894736394229]]",0.746999979019165,2.323500000000001
7,1.0,0.85,0.85,0.14499999582767487,0.14499999582767487,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,1,"[[-0.03416234332638607, -0.05863090040748839, 1.0579774353902942], [-0.5411894736394229]]",0.722000002861023,2.2515000000000014
8,1.0,0.85,0.85,0.7900000214576721,0.15000000596046448,0.865,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,1,"[[-0.03416234332638607, -0.05863090040748839, 1.0579774353902942], [-0.5411894736394229]]",0.8709999918937683,2.3684999999999987
9,1.0,0.85,0.85,0.1599999964237213,0.13500000536441803,0.96,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,1,"[[-0.03416234332638607, -0.05863090040748839, 1.0579774353902942], [-0.5411894736394229]]",0.7059999704360962,2.2049999999999996
10,1.0,0.85,0.85,0.8799999952316284,0.125,0.985,0.915,"[1.0, 1.0]",300.0,0.5,individualized,improvement,0,"[[-0.10238271220374077, -0.025945600568483267, 1.0888230414445557], [-0.511856243578559]]",0.9750000238418579,2.5010000000000003
11,1.0,0.85,0.85,0.26499998569488525,0.2150000035762787,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,0,"[[-0.10238271220374077, -0.025945600568483267, 1.0888230414445557], [-0.511856243578559]]",0.7789999842643738,2.0285000000000006
12,1.0,0.85,0.85,0.13500000536441803,0.12999999523162842,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,0,"[[-0.10238271220374077, -0.025945600568483267, 1.0888230414445557], [-0.511856243578559]]",0.7540000081062317,2.345500000000001
13,1.0,0.85,0.85,0.7900000214576721,0.1550000011920929,0.945,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,0,"[[-0.10238271220374077, -0.025945600568483267, 1.0888230414445557], [-0.511856243578559]]",0.9329999685287476,2.450999999999999
14,1.0,0.85,0.85,0.22499999403953552,0.17499999701976776,0.99,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,0,"[[-0.10238271220374077, -0.025945600568483267, 1.0888230414445557], [-0.511856243578559]]",0.777999997138977,2.2139999999999995
