,h_post,h_post_individualized
3285,0.66,
3966,0.68,
3293,0.58,
3453,0.66,
3943,0.58,
2293,0.66,
2943,0.58,
2435,0.62,
2038,0.56,
3450,0.62,
2651,0.68,
3938,0.58,
3532,0.58,
2805,0.68,
3877,0.56,
3512,0.66,
2313,0.66,
3522,0.62,
3612,0.62,
3189,0.56,
3911,0.56,
2966,0.58,
2776,0.62,
3031,0.58,
2731,0.62,
2682,0.66,
3401,0.58,
2901,0.68,
2421,0.58,
3337,0.66,
3305,0.78,
2787,0.62,
2567,0.66,
2609,0.66,
3566,0.68,
3315,0.66,
2834,0.68,
2528,0.58,
3754,0.58,
2413,0.68,
3014,0.56,
3765,0.66,
3433,0.56,
3935,0.74,
3751,0.68,
3632,0.66,
3697,0.62,
3563,0.68,
3214,0.62,
2285,0.62,
2308,0.62,
3951,0.68,
2096,0.66,
2826,0.68,
2598,0.56,
2667,0.62,
2841,0.58,
2760,0.56,
2059,0.62,
2212,0.68,
2809,0.62,
2687,0.5,
3796,0.66,
2754,0.62,
3190,0.66,
3617,0.68,
3841,0.66,
2346,0.58,
2381,0.62,
3835,0.58,
2133,0.62,
2495,0.58,
2977,0.66,
2323,0.62,
2382,0.66,
2833,0.66,
3258,0.66,
2048,0.66,
2908,0.62,
3460,0.62,
2603,0.66,
2773,0.62,
2741,0.62,
3552,0.68,
3679,0.68,
2785,0.62,
3217,0.58,
3628,0.58,
2358,0.58,
3716,0.66,
3849,0.62,
3487,0.62,
2653,0.58,
3225,0.62,
2033,0.62,
2186,0.62,
3010,0.68,
2550,0.66,
2771,0.58,
2679,0.66,
3768,0.62,
3914,0.68,
3135,0.62,
3770,0.68,
3028,0.62,
3704,0.58,
2126,0.66,
3180,0.58,
3209,0.62,
3551,0.66,
2196,0.62,
2681,0.62,
3412,0.62,
2596,0.88,
2657,0.56,
2945,0.62,
3416,0.68,
3449,0.62,
2817,0.58,
3653,0.84,
3235,0.56,
3967,0.68,
2729,0.68,
3275,0.58,
2753,0.68,
3068,0.66,
3227,0.62,
3375,0.56,
3402,1.0,
2838,0.62,
2923,0.66,
2526,0.62,
3339,0.68,
3655,0.68,
2832,0.62,
2267,0.62,
2250,0.62,
3300,0.68,
2408,0.62,
2117,0.62,
3543,0.56,
3695,0.58,
3562,0.62,
2184,0.62,
3734,0.68,
2781,0.58,
2765,0.62,
2437,0.62,
3859,0.62,
2195,0.98,
3425,0.68,
2484,0.66,
2066,0.66,
2511,0.56,
3058,0.62,
3311,0.62,
2571,0.68,
3349,0.62,
2984,0.66,
2996,0.66,
3489,0.56,
3723,0.58,
3236,0.58,
3738,0.62,
3893,0.62,
3571,0.62,
3123,0.62,
3575,0.62,
3013,0.62,
2718,0.58,
3340,0.58,
2338,0.62,
3812,0.66,
3044,0.56,
3011,0.58,
2082,0.66,
2545,0.68,
3178,0.62,
2309,0.62,
2566,0.86,
2733,0.62,
2343,0.56,
3724,0.62,
2959,0.68,
3932,0.62,
2998,0.62,
3183,0.68,
3336,0.58,
3296,0.66,
2558,0.62,
2869,0.68,
2830,0.62,
2163,0.66,
2917,0.68,
2112,0.62,
3895,0.58,
2312,0.62,
3957,0.62,
3210,0.62,
3457,0.66,
