,x1,x2
3433,0.9,-0.0
2669,1.6,0.0
3180,1.2,-0.0
2028,1.1,0.0
3613,0.0,1.4
2883,2.0,-0.0
3905,1.3,-0.0
2724,1.1,0.0
3286,2.3,0.0
3763,0.8,0.0
2798,0.8,1.3
2649,1.3,0.0
3392,0.4,2.1
2223,0.2,2.1
2529,1.2,0.0
2523,1.7,0.0
3115,1.4,-0.0
3501,1.4,0.0
2631,1.8,3.1
3285,0.9,-0.0
3100,1.5,0.0
3314,1.4,3.6
3896,2.4,0.0
2050,2.6,4.1
2183,1.4,-0.0
2376,2.3,0.0
3981,0.7,-0.0
2970,1.6,0.0
2578,1.1,-0.0
3687,1.1,-0.0
3902,1.4,0.0
3343,0.7,-0.0
3719,0.9,0.0
3570,2.2,0.0
3170,2.1,4.2
2456,1.4,-0.0
2985,1.4,0.0
2484,0.8,-0.0
3397,1.4,3.3
2542,0.8,-0.0
2843,1.8,2.6
2538,0.8,-0.0
2987,0.3,2.1
2450,1.1,-0.0
3044,0.8,-0.0
3859,1.2,0.0
2071,0.8,2.8
3479,1.7,-0.0
2746,1.8,4.2
3388,1.1,-0.0
2479,1.3,0.0
2945,0.8,-0.0
3255,0.8,-0.0
3384,0.9,-0.0
3894,-0.0,1.8
2706,1.5,-0.0
2684,2.1,3.4
3884,0.4,4.1
2944,0.7,0.9
3411,1.1,-0.0
3699,0.7,1.9
2003,1.3,-0.0
3005,0.5,0.7
2279,1.0,1.3
3187,2.5,4.1
2193,1.5,-0.0
2868,1.3,1.6
3116,1.4,0.0
3396,0.7,-0.0
2284,1.0,-0.0
2927,1.3,-0.0
2593,1.3,2.6
2425,2.0,0.0
3379,0.2,1.3
3220,1.1,0.0
2948,1.4,0.0
2827,1.9,2.3
2678,0.8,0.0
3163,0.1,1.3
2582,1.9,2.6
2694,1.8,-0.0
3965,0.7,0.0
3604,1.4,0.0
3979,1.3,0.0
2059,1.0,-0.0
2282,2.4,-0.0
2005,1.3,1.3
2213,0.6,0.0
3491,0.8,0.0
3732,1.3,1.4
2087,1.0,0.0
3943,0.9,-0.0
2367,0.6,-0.0
2318,1.9,-0.0
3804,0.7,0.0
3298,1.1,3.6
2364,2.3,2.8
3481,0.8,-0.0
3739,1.1,-0.0
3222,3.6,0.0
2420,0.9,2.1
2231,1.6,-0.0
3626,2.4,-0.0
3436,1.3,4.2
2500,1.5,0.0
2296,3.0,0.0
3506,0.8,0.0
3069,2.4,-0.0
3318,1.2,0.0
2977,0.9,-0.0
3434,0.5,2.8
2555,1.4,0.0
3750,1.3,-0.0
2373,1.5,0.0
3815,1.4,-0.0
3786,1.0,-0.0
3212,1.7,0.0
2569,1.0,2.6
2093,0.1,2.5
2728,1.8,-0.0
3284,0.7,2.1
3995,0.7,0.0
3708,1.7,4.2
3420,1.7,-0.0
3619,1.2,0.0
3543,2.0,0.0
3290,0.8,0.0
3830,0.0,4.6
3488,1.3,-0.0
2962,0.9,0.0
3065,0.8,-0.0
3629,1.2,-0.0
2357,0.9,3.6
3848,0.9,0.0
2140,0.1,1.8
3898,1.2,-0.0
2120,1.8,0.0
2498,1.8,0.0
2612,1.0,-0.0
3077,2.1,3.1
2459,2.1,-0.0
2394,0.8,-0.0
2129,2.1,-0.0
3199,0.7,-0.0
2151,0.9,3.6
3688,-0.0,2.3
3794,0.8,-0.0
3022,1.1,-0.0
2133,0.8,0.0
2921,0.3,3.1
2804,1.0,0.0
2014,0.7,0.0
2478,0.7,0.0
3931,0.9,3.6
3808,3.3,0.0
2679,2.6,-0.0
2718,1.2,0.0
3207,1.2,0.0
2579,1.5,0.0
2516,2.3,-0.0
2629,1.0,0.0
3322,1.4,-0.0
3697,2.1,0.3
3584,1.2,-0.0
2575,1.9,1.8
3621,1.3,-0.0
2914,1.8,0.0
2104,1.0,0.0
2233,-0.0,2.1
3347,1.4,-0.0
3780,2.2,-0.0
2240,0.9,0.0
2341,1.2,-0.0
3085,0.8,-0.0
2333,0.3,2.8
2992,1.3,1.7
2782,1.3,-0.0
3126,2.6,-0.0
3219,0.9,-0.0
2143,0.8,2.1
2851,0.9,0.0
2362,1.2,0.0
2863,2.0,0.0
3153,1.1,0.0
3538,0.6,0.0
3270,1.3,2.1
2664,1.4,2.6
3765,1.4,0.0
3809,1.7,0.0
3453,1.7,-0.0
3029,0.8,0.0
2277,0.0,2.1
2477,1.6,0.0
3919,2.5,0.0
2469,1.7,0.0
3571,0.8,0.0
3139,1.3,0.0
2990,2.1,0.0
3820,1.4,0.0
3223,1.4,0.0
