,x1,x2
3328,2.6,4.0
3315,1.1,0.0
2410,1.3,3.3
3382,1.5,0.0
3431,1.2,0.0
2122,1.4,2.6
2200,1.8,-0.0
3010,2.0,-0.0
2171,3.0,1.8
3419,1.0,0.0
2581,1.0,0.0
2372,0.9,-0.0
3393,1.7,0.0
2795,1.9,3.1
2873,1.3,0.0
2035,1.3,-0.0
2420,2.1,0.0
2380,0.0,2.6
3590,1.2,0.0
3892,1.8,1.7
3748,1.5,-0.0
2602,1.6,1.4
2293,1.3,-0.0
2328,1.6,0.0
2959,0.6,-0.0
3625,1.4,-0.0
3850,1.1,0.0
2601,2.5,0.0
2797,1.7,-0.0
3383,0.9,2.1
3992,2.3,2.5
3439,0.3,1.0
2968,2.1,2.2
3374,1.0,0.0
3108,1.6,-0.0
3890,0.9,0.0
2727,2.6,0.0
2599,0.1,1.9
3290,0.9,0.0
3316,0.8,-0.0
3389,0.9,-0.0
2817,0.6,2.1
2198,3.6,2.3
2517,1.1,-0.0
3130,2.0,0.0
2278,1.3,2.1
3192,1.1,3.6
2920,2.1,3.1
2013,0.8,0.0
2223,1.5,0.0
2789,0.3,4.2
3028,2.3,0.0
2071,1.4,2.8
2855,0.7,-0.0
3926,0.7,-0.0
3454,1.1,5.7
3948,1.3,0.0
3762,1.4,2.6
3133,2.1,3.1
2905,2.4,0.0
2407,1.0,-0.0
2255,1.6,2.1
3826,0.6,0.0
3806,2.0,0.0
3972,1.7,0.0
2620,0.4,1.3
2140,1.8,2.6
2770,1.0,4.1
2529,1.5,-0.0
3294,0.4,0.9
2067,3.1,1.2
3351,0.8,0.0
3405,1.4,0.0
3205,0.5,2.6
2190,1.8,-0.0
2228,2.1,0.0
3899,1.5,3.6
2612,1.0,-0.0
2733,1.5,-0.0
3337,1.2,-0.0
3248,2.2,-0.0
3950,0.9,3.1
2047,2.4,0.0
3306,0.8,0.0
3413,1.1,-0.0
3080,1.4,0.0
2663,0.3,2.1
3601,1.5,2.1
3361,0.9,3.1
2585,1.3,-0.0
3391,2.3,2.1
2859,0.9,0.0
2572,2.3,0.0
2152,2.6,-0.0
3496,2.1,2.5
3176,3.1,-0.0
2087,0.9,-0.0
2780,0.9,-0.0
3041,1.7,2.1
2505,1.9,-0.0
3289,0.9,2.1
3154,0.8,0.0
2217,2.0,-0.0
2741,1.7,0.0
3721,0.1,2.6
3482,0.7,0.0
2097,2.0,0.0
2574,1.0,0.0
3235,0.8,-0.0
2680,0.5,0.0
2347,0.7,-0.0
3922,0.9,-0.0
2869,1.5,4.2
2172,1.2,-0.0
2379,1.0,0.0
2531,1.4,0.0
2908,0.6,-0.0
3269,2.9,-0.0
3692,1.7,0.0
3695,1.7,0.0
3556,0.4,2.1
2456,0.6,0.0
2528,1.3,0.0
2806,0.5,1.8
2174,1.3,2.6
2911,2.0,-0.0
3517,1.5,0.0
3253,1.4,0.0
3978,0.6,0.0
2813,2.2,0.0
2935,1.3,0.0
2117,0.9,-0.0
3534,0.6,0.0
2254,1.1,2.6
2609,0.4,3.1
3559,1.8,2.1
2074,0.5,3.1
3169,1.2,-0.0
3471,1.3,4.2
2136,2.2,-0.0
3059,2.0,0.0
2262,2.0,-0.0
2847,0.6,-0.0
2169,1.6,0.0
2950,1.1,0.0
3259,1.1,0.0
2955,2.6,2.5
3353,0.9,-0.0
3642,2.1,1.0
3098,1.9,0.0
2479,1.8,0.0
2227,0.9,3.1
2607,0.9,1.3
2163,0.7,0.0
2527,0.8,0.0
2885,1.5,0.0
3109,1.5,0.0
2480,3.1,0.0
2048,1.7,-0.0
3740,0.2,2.1
3588,0.7,0.0
3185,0.7,0.9
3136,2.2,0.0
2557,0.9,-0.0
3058,0.5,-0.0
3135,0.7,2.1
3442,0.7,0.0
3661,1.0,-0.0
3134,3.6,-0.0
3112,0.7,3.6
3973,1.6,0.0
2100,1.4,-0.0
3825,2.0,2.1
2861,1.7,0.0
3982,1.0,3.1
3688,1.8,1.8
3913,2.5,3.1
3886,1.2,-0.0
2486,0.7,2.8
3510,1.4,0.0
2399,1.3,0.0
3511,0.9,0.0
2452,2.6,0.0
3493,2.3,-0.0
3565,0.3,1.3
2449,1.0,-0.0
3940,1.9,-0.0
2162,1.3,2.3
3305,0.9,-0.0
2246,0.5,2.1
3487,1.2,0.0
3438,1.3,0.0
3227,0.9,1.6
3993,0.9,0.0
2463,0.3,3.6
3595,0.9,-0.0
2807,0.8,-0.0
3032,2.1,3.8
3146,1.5,0.0
3411,0.3,0.7
