,x1,x2
3367,0.2,2.1
3305,1.3,-0.0
2011,0.9,-0.0
2654,0.6,-0.0
2582,1.8,4.7
2678,0.3,-0.0
2441,0.2,1.3
2711,-0.0,0.1
3873,0.7,-0.0
3855,1.3,0.0
2103,1.5,0.0
3289,0.3,0.0
3733,1.2,-0.0
2883,1.3,-0.0
3680,2.3,-0.0
3461,1.3,0.0
3062,1.5,2.0
2971,1.0,-0.0
3375,2.1,3.1
2019,0.0,-0.1
2148,1.7,0.0
3594,0.5,0.0
3344,0.5,-0.0
2022,0.1,-0.0
3567,0.1,4.6
3656,1.1,1.8
3002,0.4,-0.0
2518,1.3,0.0
2132,1.7,-0.0
3952,1.0,-0.0
3405,-0.1,-0.0
3030,1.5,0.0
2945,2.0,-0.0
3402,2.0,2.5
3988,1.4,1.8
2352,0.9,0.0
3390,1.4,0.0
2028,1.8,2.9
2276,0.2,0.0
3544,0.8,0.0
3307,0.6,2.6
3335,0.3,2.6
3546,0.6,0.8
2683,1.5,4.2
3904,0.9,0.3
3203,1.9,-0.0
2162,0.0,0.5
2034,0.6,-0.0
3255,2.5,3.0
2005,1.6,-0.0
3842,2.6,3.0
2732,1.0,0.0
3862,1.3,0.0
3175,0.8,0.0
3669,0.9,-0.0
3000,2.5,2.0
3288,1.1,0.0
2975,1.5,3.5
3692,0.8,1.5
2831,1.3,0.0
3712,-0.0,1.9
2397,1.9,2.1
2589,2.1,2.0
2016,1.2,0.0
3376,0.6,0.0
3530,1.3,0.4
3559,1.7,0.0
2489,1.0,2.3
3315,1.4,0.4
3617,1.4,0.0
2730,-0.0,0.1
2370,2.3,-0.0
3731,0.6,1.1
2104,2.3,3.2
2853,0.2,2.7
2300,1.3,0.0
2202,0.1,3.1
2327,2.3,1.6
3075,2.4,-0.0
2290,0.8,1.8
3181,1.2,-0.0
3316,0.7,0.7
2296,1.7,2.6
2368,0.1,2.3
2787,0.7,3.8
2242,1.4,-0.0
3679,0.8,-0.0
3410,0.9,0.1
2092,1.5,-0.0
3971,0.4,2.0
2324,0.4,0.1
3296,2.0,4.0
3187,0.8,0.0
3911,0.1,0.0
2634,1.4,-0.0
2147,2.6,0.0
3978,0.8,0.0
2328,1.3,-0.0
2761,0.5,-0.0
3318,1.2,2.1
2106,-0.0,0.1
3154,2.9,0.0
2866,0.3,0.0
3593,1.0,0.0
3160,2.3,0.0
3162,0.7,0.5
3024,0.4,0.0
3533,1.6,-0.0
3979,0.5,0.1
3798,0.9,-0.0
3763,1.0,0.0
2904,0.1,-0.0
3346,1.0,0.0
2688,0.4,1.8
3207,-0.0,0.1
2885,1.7,-0.0
2267,1.8,3.6
2346,0.8,3.4
2603,1.8,-0.0
3433,-0.1,-0.0
3243,0.6,2.0
2949,2.2,-0.0
3112,0.8,0.0
3274,2.1,0.0
3777,0.4,0.0
3799,1.0,0.0
3997,0.1,0.3
2196,1.5,-0.0
3535,0.7,2.8
2173,1.3,0.0
2443,0.6,2.7
3257,0.8,0.0
3732,1.3,1.8
2721,2.3,0.0
3437,3.0,-0.0
2565,2.1,0.0
3384,2.1,0.0
2797,2.0,0.0
2176,1.3,0.0
3046,1.0,0.0
2120,1.0,1.5
2140,0.8,-0.0
3145,2.0,1.9
2856,2.0,0.0
2682,1.8,-0.0
2651,3.1,2.3
3329,1.4,-0.0
2799,0.7,0.0
3364,1.8,-0.0
2553,1.2,-0.0
2170,0.8,0.0
2529,0.6,0.0
3989,0.2,-0.0
3625,1.4,-0.0
3578,0.2,0.5
3336,1.4,-0.0
3728,0.9,0.0
3683,2.2,-0.0
3366,-0.0,2.4
2808,1.9,0.0
3608,1.5,3.8
3991,1.7,0.0
2510,0.0,0.1
3476,1.1,0.0
2976,0.9,0.0
2467,3.1,1.8
3173,1.1,0.0
3355,0.5,0.2
2660,0.1,-0.0
2735,1.9,2.0
3520,0.7,1.6
3917,2.3,0.0
3553,0.3,0.0
3166,1.8,-0.0
3216,3.4,1.7
2708,0.9,3.3
2415,2.0,-0.0
3955,1.4,-0.0
3590,2.2,0.0
3406,0.2,2.3
3467,1.5,-0.0
3806,0.4,-0.0
3547,1.5,1.8
2095,0.8,-0.0
3094,1.5,0.0
3792,0.5,2.4
3900,0.1,0.0
2051,1.4,3.0
2128,1.5,0.0
3116,2.3,4.0
3015,0.9,0.0
2500,1.0,-0.0
3994,0.1,3.3
2070,-0.0,-0.1
3794,2.2,0.0
2289,1.3,-0.0
2502,0.4,0.2
2082,0.7,2.7
2456,2.3,-0.0
2182,0.9,0.0
