,x1,x2
3280,0.6,0.0
3820,1.0,-0.0
3900,1.4,2.1
3874,0.8,0.0
3176,0.7,0.0
3124,1.5,0.3
3093,1.8,0.0
2701,2.2,0.0
3595,1.9,-0.0
2804,1.5,-0.0
2443,2.0,-0.0
3156,0.9,0.0
2837,2.0,3.5
2108,1.6,2.6
3244,0.4,0.0
2003,0.6,0.0
3895,1.5,1.7
2154,2.1,0.0
2864,-0.1,0.0
2235,1.5,1.0
2617,1.9,0.0
3004,3.0,1.5
3834,1.7,3.4
3376,2.4,-0.0
3558,1.5,-0.0
2910,0.5,0.0
2090,1.4,4.2
2897,2.4,0.0
3265,0.1,-0.0
2196,0.8,3.3
3908,1.2,0.0
3412,1.9,-0.0
2930,2.3,0.0
3168,3.3,4.2
2555,0.5,0.0
2368,1.7,4.7
3009,0.9,0.3
3833,1.7,2.6
3948,0.5,0.5
2906,0.7,-0.0
2072,-0.0,0.1
2310,2.6,0.0
2657,1.0,0.0
3469,0.0,1.0
3414,1.3,2.2
2449,1.0,-0.0
2591,2.5,2.5
2769,1.2,-0.0
2616,1.4,-0.0
3248,1.6,2.3
3877,2.1,-0.0
2606,0.1,0.0
3722,1.3,-0.0
3423,2.1,0.0
2470,1.7,0.0
3480,0.2,1.6
2565,0.9,-0.0
2838,1.7,0.0
3041,1.9,0.0
3531,0.8,0.0
2152,1.5,0.0
2735,1.4,0.0
3462,0.9,-0.0
2189,1.1,0.0
3195,1.8,-0.0
2539,0.7,2.6
3303,0.7,1.8
2176,0.0,1.8
2728,0.5,1.4
2839,1.1,0.0
3284,2.3,1.5
2544,1.4,1.0
2066,1.7,0.0
2658,-0.1,-0.0
2251,0.1,0.0
2635,0.5,0.2
2836,0.5,-0.0
3702,2.2,0.0
3058,3.0,0.0
3273,1.4,1.1
2758,0.9,0.0
3587,1.3,0.0
2529,1.5,0.0
2004,1.2,0.0
2963,0.2,0.1
3743,0.9,0.8
2697,1.3,0.0
3160,3.0,3.7
2520,2.3,0.0
3087,2.3,0.0
3067,1.2,0.0
2375,2.2,0.0
2478,1.6,0.0
3164,1.3,-0.0
2232,2.0,2.0
3636,2.6,-0.0
3883,0.4,0.0
3860,0.4,2.6
3980,1.9,2.7
3117,1.1,0.0
3336,1.0,-0.0
3850,2.1,5.1
2093,1.1,-0.0
3467,1.1,0.0
3389,0.1,-0.0
2473,2.2,-0.0
3337,0.9,0.2
3126,0.3,3.1
3429,0.5,2.4
3889,0.9,2.6
2582,1.7,0.0
3627,3.4,3.0
2035,2.2,-0.0
3928,0.4,0.2
2977,1.7,-0.0
3986,1.6,0.0
2861,0.0,-0.1
3987,2.9,-0.0
2569,0.1,1.5
3541,2.6,1.3
2206,1.2,-0.0
3229,0.2,1.5
2780,0.2,0.0
3207,3.0,3.8
2016,0.3,0.0
3086,0.1,0.2
2490,0.6,0.7
2220,0.1,0.7
3444,1.1,2.3
3525,2.0,2.5
2417,1.6,0.0
3385,0.2,-0.0
2433,1.7,0.0
2109,0.7,0.0
3100,1.3,0.0
3520,1.4,-0.0
3390,1.3,0.0
3296,1.7,-0.0
3766,0.4,2.6
2880,1.1,-0.0
2585,2.5,0.0
3096,0.3,0.1
2888,0.1,2.2
3621,0.9,0.8
3679,1.4,-0.0
3321,1.4,-0.0
2135,1.2,-0.0
2583,1.2,0.0
2261,2.3,0.0
2462,1.5,0.0
3846,1.6,-0.0
3095,0.1,1.0
2730,4.1,4.2
2323,0.2,0.9
2611,0.7,0.0
2995,0.5,0.0
2483,1.2,-0.0
2370,1.0,-0.0
3512,0.6,0.0
3677,0.8,-0.0
2250,0.9,-0.0
3474,2.3,0.0
2699,1.0,-0.0
3654,0.1,1.8
3896,1.0,2.1
2774,1.2,-0.0
2320,2.0,0.0
2181,2.6,1.4
3976,2.3,-0.0
3094,2.3,2.6
2146,0.4,-0.0
2940,0.8,0.0
3522,0.1,0.0
2086,-0.1,0.0
2431,1.8,0.0
2491,1.3,0.0
3306,1.7,0.0
3566,1.1,2.2
3246,0.6,3.3
2391,2.1,-0.0
3617,1.8,0.0
2581,0.6,0.0
2953,1.2,-0.0
2355,0.4,-0.0
2001,0.9,0.0
2488,2.5,-0.0
3503,0.5,0.1
3872,1.4,0.1
3458,0.2,-0.0
3132,0.7,3.3
2280,1.3,2.2
3689,2.4,0.0
3902,1.6,0.0
3340,3.2,0.0
3362,0.3,-0.0
3097,1.7,0.0
3147,0.8,-0.0
2852,0.6,1.1
3018,1.2,0.0
2873,0.0,0.8
