,h_post,h_post_individualized
3502,0.5712134911161655,
3638,0.5120412451487789,
3990,0.5084300293293975,
3044,0.5084644651733808,
2011,0.5030855095027914,
3034,0.5192699670090899,
3682,0.5114637995142274,
2916,0.5119927067591563,
3127,0.5133846930781725,
3863,0.5019707425979767,
2789,0.5105637354375492,
3640,0.5007939680956814,
2926,0.5024057035694459,
2716,0.5073808540632287,
2511,0.5165381192235613,
2999,0.5085441424154644,
3792,0.5012199614889681,
2126,0.5002403802099555,
2823,0.5166663100354839,
3025,0.5079821786033342,
2552,0.5801193346477157,
3455,0.510213570050712,
2012,0.503987392803349,
2639,0.5147289233974036,
3943,0.5018939086397642,
2302,0.5060010849371684,
2386,0.5031697113956803,
3724,0.5163928705298494,
3265,0.5704012101911027,
3484,0.6049297142797935,
3597,0.509531078515655,
3301,0.5131510739222258,
3386,0.5135526336078962,
2112,0.5143839312665596,
3908,0.5013243681091889,
2175,0.5037311913738176,
3023,0.6320121377756512,
2343,0.5011756799118845,
3633,0.5189523231489406,
3728,0.5041709044220407,
3040,0.5285182567060961,
2556,0.5098110636852413,
2532,0.5015210150939161,
3409,0.6691300858912795,
3738,0.5224621041290283,
2911,0.6602166133851567,
3522,0.531754350235077,
2075,0.5052573858329702,
2277,0.5063961577328927,
2382,0.5589264997172909,
2501,0.5001142565893729,
3566,0.509107425155731,
2555,0.5680163537089215,
2799,0.5042603813436783,
2492,0.5081137684336247,
3596,0.5066555971551465,
3788,0.5043255614207678,
3670,0.5082510823480898,
2563,0.5063089800976894,
2456,0.5172245385752261,
3982,0.5010040531865523,
3481,0.5183558984507823,
3677,0.5014788749819397,
2866,0.5114783809304746,
2454,0.5160858536088515,
2750,0.502692389098434,
2849,0.5035212577180254,
2079,0.5151154345734665,
2530,0.5637351261005152,
3574,0.6388787254792345,
2372,0.5133391326112502,
2054,0.5885198170961745,
2237,0.5012217970416443,
3316,0.5107696382422992,
3323,0.5041462496021951,
2225,0.5171665102309508,
3986,0.5156360059502741,
3703,0.5091705859691985,
3554,0.5067636490615676,
3519,0.5091720941989177,
3826,0.5099909881185913,
3103,0.6625312479159735,
2616,0.5006281587410086,
3823,0.5089569714669334,
2285,0.5096545208304801,
3171,0.5337424129812702,
3070,0.5353445897071757,
3015,0.5149146481974338,
3925,0.5009981041560608,
3269,0.5867656308748225,
3615,0.5112136003002756,
3048,0.5045323481166916,
2076,0.500829782560787,
2693,0.5056680941594064,
3223,0.5012153196764328,
3309,0.8463582527669327,
2518,0.5023280254736296,
2740,0.5014747067601749,
3382,0.7104370703670643,
3696,0.5019305578539748,
3340,0.5009156983227528,
2607,0.5137836591345991,
3822,0.5099582717501905,
3547,0.5461897238634744,
3562,0.6953546704040778,
2042,0.5080338742340599,
3185,0.5044822044846323,
2902,0.5192630525384916,
3300,0.514582519820661,
3586,0.5055424406616268,
2800,0.5084531011485272,
2631,0.5932037230451249,
3482,0.508729207405045,
2967,0.5013109482789836,
2078,0.5162902512516407,
3080,0.5084540999167633,
2536,0.5085928279256673,
3880,0.5134920608923158,
2438,0.5013557702297529,
2904,0.6210108428633524,
3530,0.554986793853452,
3978,0.5165601771523355,
2565,0.5078180529044787,
3221,0.530224329753529,
2720,0.5549006210463564,
3580,0.5624972638411757,
2136,0.5239386881758571,
3862,0.5235653739377499,
3027,0.5041050966482244,
2312,0.5041179852368224,
2077,0.5006445070237656,
2627,0.5025633588299364,
3431,0.5200467857935611,
3022,0.5131258025681534,
3272,0.5175421018442097,
3584,0.5046000317448108,
2665,0.5150310572709367,
3078,0.5036672029537533,
3408,0.5123052995434926,
3675,0.5115938408123699,
2580,0.506056995158582,
2606,0.5050503139369796,
3661,0.5019690103551714,
2043,0.515478107547813,
2695,0.5143510288963573,
2181,0.5213924246128959,
2087,0.5005511001370744,
2712,0.5083592033849772,
2387,0.6484769419215173,
3433,0.5040595956410905,
3098,0.5092256777662012,
2052,0.5018001323422211,
2094,0.5115850296817132,
2859,0.5021536884075368,
2690,0.5116208952691087,
2898,0.5224343300624662,
2598,0.5152424543949445,
2337,0.5099876542473646,
3369,0.5079216940275699,
2942,0.5082372019410474,
2793,0.5683321543020691,
2880,0.5217419631403285,
3809,0.5020701191097239,
3165,0.5128934436003825,
3939,0.5198421244614065,
3899,0.5946425723485026,
3207,0.5180630537597423,
3432,0.5768437521231443,
3419,0.5348535373252881,
3133,0.5010771435214166,
3854,0.5159774717571723,
2634,0.6596487456518098,
3101,0.521760696675657,
3664,0.5085079614689745,
3791,0.5502758626771654,
3919,0.5151378024440384,
2141,0.5056829261931073,
3930,0.5443161524939124,
3056,0.5008138472370136,
2238,0.503953084705355,
2579,0.5094648268607841,
2316,0.5082250017340295,
2641,0.5022388060150662,
2537,0.5068991897915021,
2305,0.5000652412221489,
2886,0.5130771846581308,
2208,0.508972071021677,
2758,0.5260242352117185,
3389,0.5115981343893682,
3913,0.5075101852492246,
2348,0.5139185550368582,
2135,0.5075232776643133,
3650,0.5037309809838422,
2244,0.5075633919879261,
2025,0.5103128501410823,
3687,0.5051386213218122,
3175,0.5061547783706236,
2163,0.5063986317882522,
2329,0.5056112885685594,
2788,0.5077698006241024,
