,h_post,h_post_individualized
3277,0.72,
3428,0.84,
2803,0.62,
3918,0.76,
2026,0.76,
2144,0.76,
3104,0.88,
2097,0.76,
2671,0.6,
2325,0.76,
2862,0.88,
2743,0.76,
2115,1.0,
3477,0.7,
2661,0.72,
3803,0.68,
2747,0.66,
2511,0.78,
3138,0.68,
2496,0.76,
2500,0.88,
3073,0.76,
2658,0.76,
3718,0.88,
3012,0.76,
3711,0.78,
3230,0.68,
2318,0.76,
2164,0.74,
3629,0.76,
3007,0.76,
3770,0.76,
2545,0.72,
2223,0.76,
2506,0.76,
2700,0.68,
3064,0.98,
2636,0.7,
3722,0.88,
3108,1.0,
3745,0.66,
2607,0.88,
3386,0.76,
3843,0.76,
3988,1.0,
3131,0.68,
2375,0.88,
3611,0.76,
3190,0.88,
2225,0.76,
2072,0.76,
3351,0.88,
2896,0.76,
2529,0.88,
2655,0.88,
3976,0.6,
2781,0.76,
3025,0.88,
2857,0.6,
2851,0.76,
2152,0.7,
2591,0.66,
2149,0.6,
2036,0.56,
3600,0.56,
2253,0.76,
3831,0.76,
2430,0.68,
3095,0.56,
2690,0.76,
3394,0.76,
2488,0.76,
3148,0.76,
3913,0.64,
3963,0.68,
3437,0.98,
2623,0.76,
2019,0.76,
2424,0.76,
3933,0.76,
3593,0.76,
2575,0.72,
2933,0.76,
2963,0.76,
3392,0.76,
2227,0.76,
3615,0.56,
2130,0.66,
2334,0.98,
3033,0.76,
3697,0.76,
2718,0.74,
3040,0.76,
3463,0.72,
3956,0.88,
3074,1.0,
2302,0.6,
3132,0.6,
2245,0.6,
2108,0.76,
3403,1.0,
3485,0.76,
3487,0.72,
3203,0.88,
2464,0.6,
2906,0.66,
3472,0.76,
3644,0.6,
3335,0.6,
2651,0.72,
2995,0.88,
2455,0.88,
3985,0.76,
2296,0.76,
3666,0.76,
2679,0.88,
2198,0.76,
2077,0.76,
3161,1.0,
3727,0.76,
3853,0.78,
3192,0.84,
2815,0.6,
2482,0.76,
3395,0.88,
3909,0.76,
2399,0.98,
2923,0.86,
2981,0.68,
3411,0.76,
2014,0.68,
3531,0.58,
2467,0.76,
3709,0.88,
3609,0.76,
2603,0.6,
3260,1.0,
2163,0.68,
2272,1.0,
3896,0.78,
2599,0.76,
2799,0.88,
3288,0.76,
2732,0.84,
2321,0.88,
2293,0.76,
3935,0.76,
3565,0.6,
3087,0.76,
2672,0.76,
3607,0.88,
3507,0.88,
3794,1.0,
2752,0.7,
3356,0.76,
2336,0.68,
3654,0.76,
3614,0.76,
2177,0.76,
3022,0.68,
3764,0.76,
3474,0.88,
2233,0.88,
3661,0.88,
2908,0.76,
2602,0.78,
3096,0.88,
3333,0.76,
3512,0.88,
2788,0.6,
2475,0.76,
2880,0.66,
2304,0.7,
2276,0.6,
2734,0.76,
3338,0.8,
2542,0.72,
3015,0.78,
2092,0.7,
3160,0.6,
2704,0.64,
3184,0.72,
3581,1.0,
3316,0.66,
3662,0.76,
3588,0.76,
3340,1.0,
3439,0.88,
3109,0.72,
3151,0.76,
2628,0.76,
3830,0.76,
2915,0.76,
2250,0.62,
2639,0.68,
2843,0.76,
3124,0.6,
2836,0.76,
2841,0.6,
2754,0.76,
