,x1,x2
2813,2.5,2.7
3603,0.7,-0.0
3409,0.5,1.3
2181,1.4,3.1
2093,1.7,0.0
3144,1.7,0.0
2274,2.1,3.3
3872,1.9,0.0
3934,0.9,0.0
3600,1.5,-0.0
2378,1.9,4.1
2870,3.0,-0.0
2122,0.1,1.4
3962,2.5,-0.0
2006,1.2,-0.0
2211,0.8,-0.0
2671,2.1,-0.0
2380,1.3,-0.0
2559,0.4,1.4
2179,1.4,0.0
3801,1.9,0.0
3141,1.3,0.0
2418,0.9,-0.0
2539,1.3,-0.0
3652,1.6,-0.0
2822,1.3,3.8
3017,0.1,2.1
2052,1.4,0.0
2615,2.1,0.0
2577,1.3,2.0
3607,2.0,0.0
2129,0.7,2.1
2210,1.4,0.0
3117,0.7,0.9
3908,0.9,0.0
3714,0.1,1.9
3895,0.6,-0.0
2300,1.8,0.0
2348,0.6,-0.0
3405,0.8,0.0
3742,0.8,0.0
2844,1.8,2.3
3692,2.2,0.0
2203,1.0,-0.0
3385,0.7,-0.0
3971,1.4,-0.0
3626,1.0,-0.0
2957,3.2,0.0
3314,2.2,-0.0
3529,1.7,-0.0
3748,1.2,0.0
2446,0.6,0.0
2719,1.5,-0.0
2158,0.8,1.8
3232,0.8,-0.0
3887,0.3,1.3
3192,0.9,-0.0
3363,0.7,-0.0
3492,1.6,0.0
2587,0.3,2.1
3953,1.7,-0.0
2917,1.8,0.0
3526,1.3,1.8
3046,1.2,0.0
2851,2.3,-0.0
3496,0.7,2.1
3408,0.1,1.8
2437,-0.0,2.1
2117,1.3,-0.0
3300,1.1,-0.0
2548,2.2,-0.0
3121,0.9,0.0
3986,1.3,-0.0
2324,0.7,2.6
2625,0.9,0.2
3021,1.6,0.0
2364,2.0,-0.0
3900,0.6,-0.0
3203,0.5,1.8
2918,1.6,0.0
2010,1.2,0.0
3545,1.0,-0.0
2148,1.9,4.2
2644,0.8,-0.0
2409,1.1,0.0
2582,1.3,0.0
2111,2.1,2.5
3643,1.4,-0.0
3700,0.8,-0.0
3537,1.5,3.6
2349,0.9,-0.0
2476,1.8,0.0
3896,0.8,-0.0
3287,2.2,0.0
3270,1.5,1.8
2621,1.2,-0.0
2079,2.0,4.7
2545,0.7,-0.0
3484,1.3,-0.0
2561,1.5,0.0
3001,0.7,0.0
2894,1.3,-0.0
3464,0.2,1.3
2147,1.8,2.3
2654,0.0,1.3
2015,1.3,0.0
3697,1.7,0.0
2403,0.6,0.0
3893,0.8,2.1
3277,1.3,0.0
2326,2.1,4.1
3149,2.3,2.3
3950,1.0,-0.0
3722,-0.0,1.3
2804,1.4,-0.0
2859,3.5,-0.0
3488,2.0,2.1
2646,0.5,-0.0
2201,1.4,0.0
3109,1.4,0.0
3130,1.0,0.0
2823,1.4,0.0
3825,1.1,0.0
3806,2.3,4.2
2656,0.9,2.1
3768,0.3,2.1
2468,0.8,2.6
3819,1.7,0.0
2352,1.6,0.0
2588,2.4,0.0
2562,1.5,-0.0
2766,2.2,-0.0
2224,1.9,0.0
2156,-0.0,1.3
3796,0.8,2.6
2445,0.9,1.0
3369,0.4,2.3
3708,1.0,-0.0
3734,1.0,2.1
3952,1.9,-0.0
2784,2.6,0.0
3350,3.3,1.7
3444,0.6,-0.0
3154,1.9,0.0
2693,1.5,0.0
2602,2.1,4.2
3648,1.1,0.0
2998,0.9,2.6
3864,1.5,-0.0
2694,1.3,2.1
2431,2.1,2.2
2138,1.1,-0.0
3276,0.7,0.0
2119,0.5,-0.0
3214,1.3,0.0
3364,0.8,0.0
2430,1.7,-0.0
3320,1.4,0.0
3157,0.9,0.0
2884,1.2,2.3
3475,1.8,-0.0
3327,1.6,0.0
2080,1.0,-0.0
2892,1.4,3.3
2826,1.2,0.0
3939,1.8,5.2
3797,0.7,-0.0
3352,0.5,0.0
3747,0.9,1.0
2423,1.7,0.0
2603,1.6,0.0
3204,1.6,0.0
2907,1.3,2.1
3695,0.2,0.9
2341,0.6,2.1
3551,0.6,0.0
3629,0.7,2.6
2354,1.5,-0.0
3898,2.0,3.8
3965,1.0,-0.0
2482,1.6,2.1
3814,0.9,0.0
3882,1.2,0.0
3564,0.8,0.0
2500,1.4,0.0
3262,0.7,2.3
2938,2.3,1.3
2622,0.3,4.2
2705,0.7,2.1
2779,1.3,0.0
3375,1.1,0.0
2628,0.0,1.3
2154,0.2,0.9
3515,2.3,0.0
2345,1.6,-0.0
3472,1.4,0.0
2258,1.1,0.0
2042,1.2,0.0
3228,1.9,-0.0
2903,0.2,2.6
