ix,goal_cost,intv_cost
2935,0.866,15.0
2001,0.894,5.0
2866,0.97,10.0
2561,0.992,10.0
2720,0.88,10.0
3925,0.888,5.0
2827,0.892,5.0
2954,0.892,15.0
3474,0.99,5.0
3518,0.88,10.0
2347,0.946,10.0
3049,0.96,5.0
2874,0.876,5.0
2451,0.882,10.0
2192,0.89,10.0
2371,0.99,5.0
3004,0.894,10.0
2940,0.998,15.0
2735,0.962,10.0
3081,0.884,10.0
3782,0.95,10.0
2072,0.762,5.0
3269,0.982,5.0
2531,0.758,5.0
3655,0.87,15.0
3104,0.942,5.0
2180,0.884,10.0
2929,0.888,10.0
2240,0.972,10.0
2128,0.98,15.0
3311,0.896,15.0
3521,0.952,10.0
3114,0.992,15.0
3545,0.944,5.0
3882,0.976,10.0
2221,0.994,5.0
2093,0.944,5.0
3543,0.98,5.0
3687,0.986,15.0
3926,0.98,10.0
2509,0.994,5.0
2869,0.752,10.0
3422,0.994,15.0
3550,0.944,10.0
3671,0.994,15.0
2534,0.994,10.0
2068,0.956,5.0
3942,0.942,5.0
2465,0.99,15.0
2030,0.956,5.0
2042,0.96,5.0
3620,0.768,5.0
2016,0.96,5.0
2501,0.878,15.0
2867,0.992,15.0
2470,0.988,5.0
3220,0.94,10.0
3744,0.866,10.0
2210,0.984,10.0
3646,0.976,5.0
3346,0.88,5.0
2812,0.988,15.0
2124,0.974,10.0
2583,0.996,15.0
2160,0.906,15.0
2218,0.948,10.0
2658,0.984,5.0
2915,0.858,5.0
2071,0.942,10.0
3566,0.956,15.0
2275,0.956,5.0
2056,0.882,10.0
3797,0.948,10.0
3209,0.878,5.0
2341,0.868,5.0
2343,0.958,5.0
2117,0.988,5.0
2724,0.934,10.0
3331,0.954,10.0
3181,0.958,5.0
2095,0.942,10.0
3371,0.872,10.0
2064,0.99,5.0
2839,0.984,10.0
2549,0.87,10.0
2687,0.994,10.0
3561,0.858,10.0
2569,0.96,10.0
2744,0.994,15.0
2032,0.958,10.0
3174,0.96,10.0
3672,0.998,10.0
2162,0.956,5.0
2243,0.952,5.0
2729,0.888,15.0
2821,0.942,10.0
2010,0.872,10.0
3192,0.848,15.0
2963,0.994,10.0
3895,0.952,5.0
2423,0.956,15.0
2185,0.984,10.0
3029,0.978,15.0
3822,0.876,10.0
2452,0.95,5.0
2410,0.93,5.0
2255,0.868,5.0
2431,0.892,5.0
2879,0.994,15.0
2484,0.956,5.0
2642,0.858,5.0
2151,0.994,15.0
2473,0.974,5.0
3918,0.95,10.0
3873,0.966,10.0
2619,1.0,5.0
3959,0.994,10.0
3214,0.996,10.0
3025,0.854,10.0
2179,1.0,5.0
2430,0.948,5.0
3384,1.0,5.0
2847,0.894,5.0
3213,0.944,5.0
3522,0.874,5.0
3817,0.996,15.0
2187,0.93,5.0
2449,0.892,5.0
3583,0.882,10.0
2740,0.878,5.0
2727,0.986,10.0
2321,0.942,10.0
2589,0.888,10.0
2950,0.95,5.0
2602,0.98,5.0
2253,0.972,10.0
2882,0.942,5.0
3588,0.978,10.0
3923,0.97,10.0
3991,0.95,10.0
3355,0.99,15.0
2768,0.98,10.0
3648,0.884,5.0
2227,0.868,10.0
2059,0.76,10.0
3239,0.956,5.0
2563,0.998,5.0
3616,0.892,5.0
2348,0.946,5.0
3585,0.896,15.0
3204,1.0,5.0
2168,0.988,15.0
3551,0.998,5.0
3235,0.886,5.0
2899,0.878,5.0
2011,0.996,15.0
2139,0.972,5.0
2732,0.872,10.0
3774,0.888,10.0
3236,1.0,5.0
3812,0.99,15.0
3036,0.766,10.0
2628,0.994,5.0
2267,0.948,5.0
2578,0.858,5.0
3373,0.958,10.0
2370,0.96,10.0
2402,0.876,10.0
2102,0.952,10.0
3974,0.888,10.0
2924,0.954,10.0
2377,0.984,5.0
2334,0.988,5.0
3486,0.952,5.0
2092,0.874,15.0
2388,0.882,5.0
2428,0.944,5.0
2817,1.0,10.0
2930,0.948,5.0
2213,0.858,10.0
3784,0.758,5.0
3795,0.882,5.0
2259,0.99,10.0
2508,0.982,10.0
2467,0.754,5.0
3896,0.99,10.0
2573,0.936,5.0
3885,0.99,10.0
3308,1.0,5.0
3010,0.978,10.0
3881,0.956,10.0
2328,0.954,10.0
3300,0.982,5.0
3574,0.87,5.0
3605,0.994,15.0
3539,0.988,15.0
2462,0.902,5.0
3101,0.952,5.0
2540,0.864,5.0
2422,0.772,10.0
