,x1,x2
2248,2.1,3.3
3573,1.1,3.1
2912,0.7,3.1
3528,0.9,0.0
3888,2.5,-0.0
2958,1.0,-0.0
3359,1.0,0.0
2062,2.1,3.1
2571,1.2,0.0
2913,1.1,-0.0
3566,0.1,1.3
3576,1.5,-0.0
2108,1.6,0.0
2543,0.5,1.0
2572,2.0,-0.0
3568,1.5,-0.0
3094,1.9,-0.0
3915,1.4,0.0
2527,1.7,-0.0
3718,0.3,2.8
3099,1.2,0.0
3486,1.5,-0.0
3934,2.6,0.0
2447,1.2,-0.0
2233,1.1,2.6
3311,1.2,-0.0
3543,0.0,3.1
2915,1.2,0.0
3104,1.3,0.0
2126,1.4,0.0
2055,0.8,4.2
3328,1.1,-0.0
3654,1.7,0.0
3242,0.0,2.2
2860,2.8,1.8
3334,1.2,0.0
3745,2.0,0.0
3936,1.5,3.1
2934,2.1,-0.0
3301,1.5,2.8
3490,1.6,0.0
3859,1.8,3.3
2453,1.9,0.0
3626,2.1,-0.0
2746,2.1,3.3
3631,1.9,2.6
3773,2.4,-0.0
2877,2.0,-0.0
3744,1.9,3.6
3599,1.3,0.0
3221,1.8,3.1
3960,0.7,0.0
3711,0.1,1.5
3088,1.3,-0.0
3775,1.5,2.6
3168,0.5,1.9
3780,1.2,-0.0
2027,1.6,3.1
3826,2.2,-0.0
2185,1.0,0.0
3029,1.4,0.0
3123,0.6,2.6
3651,0.7,5.2
2206,2.3,2.8
2296,0.2,1.8
2067,2.7,0.0
3984,2.3,0.0
2771,1.7,0.0
3727,2.7,0.0
3477,1.3,0.0
3343,1.3,-0.0
3140,0.7,0.0
3958,3.3,3.3
3516,0.8,2.6
3591,1.3,4.1
2545,1.0,3.6
3440,0.7,2.1
3274,1.2,-0.0
2295,1.8,2.8
2767,1.7,3.1
2914,2.1,1.8
3640,1.5,0.0
3919,0.4,2.1
2920,0.9,-0.0
3198,1.2,3.6
2066,2.1,3.0
3449,0.6,2.1
3333,0.9,-0.0
2756,0.7,5.1
3713,2.1,2.7
2041,1.0,0.0
3147,2.0,0.0
2138,1.1,0.0
2832,1.9,-0.0
3373,1.2,0.0
2861,1.2,-0.0
2454,1.7,0.0
3968,1.4,0.0
2342,2.4,0.0
2045,2.3,0.0
2989,2.7,0.0
3796,0.5,1.3
2691,1.0,0.0
3611,1.3,3.6
3261,1.0,2.1
2418,2.0,-0.0
3757,1.0,0.0
3329,1.8,1.8
3790,1.5,0.0
2644,1.8,-0.0
3059,1.3,0.0
3525,1.3,-0.0
2586,1.1,-0.0
2804,1.4,0.0
3912,1.6,0.0
2321,1.9,0.0
2256,1.9,-0.0
2356,1.5,0.0
2817,2.0,-0.0
2312,0.9,-0.0
3578,1.4,0.0
2786,1.0,-0.0
3033,1.6,0.0
2674,0.3,2.6
3552,0.9,4.7
2642,3.0,-0.0
3115,1.2,2.8
2910,2.1,1.2
3906,2.1,-0.0
3400,1.4,-0.0
3592,1.8,3.1
2228,2.2,-0.0
3781,1.3,0.0
3769,1.3,0.0
3331,3.0,0.0
2168,1.4,-0.0
3117,0.1,1.3
3945,1.1,-0.0
2607,1.8,2.8
2676,2.4,0.0
3723,1.3,0.0
2300,2.1,3.1
3741,1.8,-0.0
2647,2.0,0.0
3994,1.5,0.0
2031,0.1,2.1
2977,1.2,0.0
2422,1.6,-0.0
2747,2.3,0.0
2570,0.1,2.6
2259,1.1,-0.0
3874,2.5,0.0
2349,1.5,-0.0
3667,1.7,-0.0
3834,2.8,2.1
3777,1.1,0.0
2778,0.9,-0.0
2414,1.2,2.1
3978,2.7,0.0
3720,1.4,2.1
3039,1.0,2.6
2837,1.1,0.0
3498,1.2,0.0
3520,1.4,2.6
3776,0.7,1.4
3927,1.9,-0.0
2315,0.9,-0.0
3849,1.0,0.0
3806,1.2,3.6
2365,2.9,0.0
3508,1.4,-0.0
2891,1.0,2.3
2346,0.8,1.3
3430,2.7,4.2
3972,1.9,0.5
3351,1.0,-0.0
2699,1.1,-0.0
3788,1.2,-0.0
3496,1.3,3.7
2976,3.1,0.0
2367,1.8,0.0
2345,0.7,2.6
2732,1.7,0.0
3462,1.2,-0.0
2639,0.0,1.8
2985,1.8,0.0
2164,1.6,2.6
3404,1.8,4.7
3401,1.2,0.0
2044,2.1,2.1
2720,1.3,-0.0
2759,1.8,-0.0
3550,1.4,-0.0
3451,0.2,1.4
3081,0.4,3.1
3522,1.7,0.0
3877,1.4,0.0
2954,2.1,2.8
3082,2.7,0.0
2981,-0.0,3.1
