,x1,x2,x3
3289,0.0,0.0,2.0
2081,0.0,-0.0,1.4
2556,0.0,0.0,0.4
3474,0.4,-0.0,-0.0
2565,0.0,0.0,0.7
3784,-0.0,0.0,1.5
2331,-0.0,-0.0,3.8
3023,-0.0,0.0,1.0
3385,0.0,-0.0,1.5
3135,0.0,0.0,3.8
3516,1.2,4.2,0.0
3873,0.2,0.4,-0.0
3527,-0.0,-0.0,4.4
3156,-0.0,0.0,1.8
2373,0.0,0.0,5.2
2539,0.0,-0.0,1.6
2502,-0.0,0.0,0.3
2724,1.4,0.0,-0.0
2389,0.4,2.3,-0.0
2519,-0.0,-0.0,4.2
2991,0.0,0.0,2.3
2247,0.7,-0.0,0.0
2113,0.0,-0.0,1.9
2409,-0.0,0.0,1.2
3424,0.0,0.1,4.8
2490,0.0,-0.1,1.6
3938,-0.0,0.0,1.0
2713,0.8,-0.0,0.0
2647,-0.0,-0.1,3.8
3528,0.7,0.5,-0.0
3571,-0.0,0.0,1.0
3090,-0.0,0.0,0.1
3851,0.1,-0.0,-0.0
2056,0.3,0.0,0.0
2277,0.0,0.0,2.5
3414,-0.0,0.0,2.2
2149,0.9,-0.0,0.0
3837,-0.1,-0.0,1.2
3249,1.5,-0.0,-0.0
3833,-0.0,0.0,0.5
3959,0.0,0.0,4.5
3206,0.6,0.3,0.0
3223,0.0,-0.0,2.3
3336,-0.0,0.0,1.8
3371,0.9,-0.0,0.0
3822,-0.0,0.0,1.4
2628,0.0,0.0,0.6
2962,0.0,0.0,4.3
3865,-0.0,-0.0,0.5
3419,0.0,-0.0,0.5
3426,0.2,0.0,0.0
2333,0.0,-0.3,3.8
2642,-0.0,-0.0,0.3
2285,0.6,-0.0,-0.0
2340,-0.0,-0.0,2.7
3871,-0.0,0.0,5.7
3456,-0.0,-0.0,5.5
2164,0.1,0.0,4.8
2923,0.7,1.5,0.0
3636,0.4,0.0,0.0
2680,1.4,-0.0,0.0
2411,0.6,0.0,-0.0
2370,-0.0,-0.0,2.9
2523,-0.0,0.0,5.7
2465,0.0,-0.0,1.4
2421,0.0,0.0,2.3
3697,0.1,-0.0,2.7
2551,0.1,0.0,-0.0
3542,0.7,2.1,0.0
2915,0.9,0.0,0.0
2265,0.0,0.1,3.8
2205,0.4,3.7,-0.0
3982,-0.0,-0.0,1.3
3678,0.4,-0.0,-0.0
3118,-0.1,0.2,4.5
3922,0.2,-0.0,0.0
3861,-0.0,-0.0,3.5
3370,-0.0,-0.0,0.4
2429,0.0,-0.0,4.7
2454,-0.0,-0.0,1.1
2319,-0.0,0.0,0.9
3562,0.0,-0.0,0.1
3128,-0.0,0.0,3.3
3404,0.0,-0.0,5.2
3109,0.0,-0.0,2.7
2120,0.2,0.5,0.0
3246,0.0,0.0,0.9
2302,-0.0,0.0,2.6
3027,0.0,0.0,1.5
3150,0.0,-0.0,6.1
2170,1.2,0.0,0.0
2281,0.0,0.0,0.6
2656,-0.0,0.0,0.5
2971,-0.0,0.0,3.2
2701,-0.1,0.0,2.4
2009,2.1,-0.0,0.0
2629,-0.0,-0.0,2.5
3765,-0.1,0.0,0.7
3602,0.0,-0.0,4.5
3655,1.0,0.0,0.0
2620,0.0,0.0,0.9
3710,-0.0,0.1,1.6
3039,0.0,0.0,0.6
3162,0.0,0.0,0.1
3682,0.0,0.0,6.2
3406,-0.0,-0.0,2.5
2324,0.0,0.0,0.7
3985,-0.1,-0.0,1.0
3396,-0.0,0.0,1.2
2003,0.0,-0.0,3.4
3717,2.2,-0.0,0.0
3677,-0.0,0.0,0.9
2083,1.1,0.0,0.0
3972,0.0,-0.0,1.3
2070,1.1,0.1,-0.0
3780,-0.0,0.6,0.0
3556,-0.0,0.2,0.0
3718,-0.0,0.0,4.1
2486,-0.0,0.0,2.4
3011,0.9,0.0,0.0
3659,-0.0,0.7,-0.0
2157,0.1,0.0,3.4
2242,0.0,-0.0,0.4
2437,0.0,-0.0,2.1
2643,-0.0,0.0,3.4
3029,0.1,0.0,5.9
2433,0.0,0.0,1.5
3674,-0.0,-0.0,0.4
3136,0.0,-0.1,2.1
2921,0.0,-0.0,3.6
2192,-0.0,-0.0,3.6
3069,0.2,0.0,-0.0
2995,0.2,0.7,0.0
3152,-0.0,0.0,0.5
3507,0.0,-0.0,4.6
2661,-0.0,0.0,4.6
2689,-0.0,0.0,1.3
2665,0.0,-0.1,1.8
3633,-0.0,-0.0,0.4
2058,0.5,0.0,0.0
3812,0.0,-0.5,9.0
2707,-0.0,-0.1,1.3
3234,0.0,0.0,0.4
3213,0.4,-0.0,-0.0
2830,0.0,-0.0,4.6
2263,1.3,-0.0,-0.0
2870,-0.1,-0.0,2.3
2030,-0.0,0.0,4.5
3764,-0.0,0.0,1.7
2849,0.0,-0.0,1.2
2235,-0.0,0.1,4.0
3524,-0.0,0.0,4.1
3525,0.0,0.1,3.0
3427,-0.1,-0.0,5.5
3048,-0.0,0.0,3.1
3866,-0.0,0.1,2.2
3351,-0.0,-0.0,1.0
3614,0.0,0.0,4.4
3430,-0.0,0.0,2.6
3514,-0.0,-0.0,1.3
3975,0.0,-0.0,1.2
3159,0.0,0.0,0.4
2406,0.8,-0.0,0.0
2658,0.0,0.0,0.7
2203,-0.0,0.0,2.1
2038,-0.2,-0.0,0.5
2413,0.9,0.0,0.0
3106,0.0,-0.0,1.6
3339,0.0,-0.0,2.6
3042,0.2,-0.0,-0.0
2890,0.0,-0.2,1.8
3745,-0.0,0.0,3.1
3446,-0.0,-0.1,2.1
3082,-0.0,-0.0,1.5
3129,0.2,-0.0,0.0
2472,0.5,-0.0,0.0
3328,0.0,0.0,3.6
3275,0.0,-0.0,0.6
3526,0.0,0.0,2.0
3142,-0.0,-0.0,5.0
2754,0.0,-0.0,0.6
2980,1.6,0.0,-0.0
2619,0.0,0.0,2.5
3666,-0.0,0.0,2.8
3217,0.0,0.0,2.2
2470,-0.1,-0.0,4.9
3367,0.0,-0.0,2.8
2761,0.8,-0.0,-0.0
2272,0.0,0.0,0.1
2777,-0.0,-0.0,4.1
3445,1.1,0.0,0.0
2660,0.2,-0.0,-0.0
2260,0.0,-0.0,2.3
3239,-0.0,-0.1,1.9
3845,-0.0,0.0,3.3
2309,-0.0,0.1,3.6
3907,1.1,1.8,0.0
2934,0.0,-0.0,4.9
2345,-0.0,-0.0,1.5
2269,-0.0,-0.0,3.2
