,x1,x2,x3
2889,0.0,-0.0,5.2
3163,0.3,-0.2,4.4
2295,0.1,-0.0,4.0
2171,-0.1,0.0,2.0
3430,0.1,-0.1,3.4
2238,0.3,0.0,0.0
2762,-0.0,-0.0,2.1
2496,-0.0,0.0,3.5
3911,-0.0,0.0,0.5
3428,-0.0,0.0,1.8
2136,0.0,-0.0,3.2
2550,0.3,-0.0,-0.0
2475,0.0,0.0,1.7
3219,0.0,0.0,3.3
3322,0.0,-0.0,2.7
3519,0.6,0.0,0.0
2766,0.5,2.0,0.0
2208,0.0,0.0,2.2
3439,-0.0,-0.0,1.8
3584,-0.0,0.0,0.2
3425,-0.0,-0.0,0.3
3191,0.5,-0.0,0.0
3536,0.0,-0.0,2.1
3511,0.0,0.0,2.5
2221,0.0,-0.0,0.6
2504,-0.0,0.0,3.8
3182,0.0,-0.0,2.1
2810,0.0,0.0,3.3
2081,0.0,-0.0,0.1
3203,-0.0,0.0,0.6
3602,-0.0,-0.0,0.7
3695,0.0,0.7,-0.0
3273,0.0,0.3,-0.0
3586,0.6,-0.0,0.0
3050,0.4,0.0,-0.0
3644,0.0,-0.0,4.2
3979,0.0,-0.1,3.3
3809,0.0,-0.1,3.7
2151,-0.0,0.0,5.3
3803,-0.0,-0.0,0.1
2182,-0.0,0.0,0.2
3682,-0.0,0.0,1.5
3081,-0.0,-0.0,3.7
3852,0.4,-0.0,3.0
3569,0.2,0.0,0.0
3109,-0.0,0.0,1.4
3865,-0.0,0.1,3.6
3745,0.6,-0.0,0.0
3608,0.0,-0.0,3.8
2907,1.1,0.0,-0.0
3885,0.5,-0.0,-0.0
3788,2.2,1.7,-0.0
2310,0.1,2.0,-0.0
3643,0.0,-0.0,4.0
3035,0.0,0.0,4.2
2565,0.0,0.0,1.2
3368,-0.0,0.0,1.6
3651,1.1,0.0,0.0
2292,-0.0,0.0,1.2
3242,0.0,0.0,1.8
3656,-0.0,1.0,0.0
2579,-0.0,0.0,5.2
3778,2.0,0.0,0.0
3372,0.0,-0.0,5.1
2578,0.0,-0.0,1.7
3971,0.0,0.0,0.7
3736,0.4,-0.0,0.0
2331,0.0,-0.0,8.5
2465,0.3,0.0,-0.0
2443,0.2,-0.0,-0.0
2158,-0.0,0.0,4.0
3063,0.0,-0.0,3.4
2696,-0.0,0.0,1.5
2339,-0.0,-0.0,0.9
2911,0.2,0.0,-0.0
2926,1.2,0.2,0.0
2476,0.9,0.0,-0.0
3562,0.6,-0.0,6.1
3098,0.0,-0.0,1.3
2502,0.0,0.0,3.9
2222,0.0,-0.0,4.0
2459,0.0,-0.0,0.9
3926,-0.0,0.0,3.3
2939,-0.0,0.0,0.4
2748,-0.0,0.0,3.1
2407,-0.0,0.0,2.5
2908,0.2,0.0,0.0
2361,-0.0,0.0,4.4
2482,0.1,-0.0,0.0
2446,-0.1,0.0,2.4
2534,-0.0,0.0,2.2
3458,0.5,0.0,0.0
2225,0.4,-0.0,-0.0
3883,0.0,-0.0,4.8
2474,1.0,-0.1,5.4
2013,0.1,3.9,0.0
3045,-0.0,0.0,2.8
3183,0.0,0.0,1.8
2751,0.0,0.0,1.0
2713,-0.0,0.1,7.6
3666,1.1,-0.0,-0.0
2626,0.0,0.0,5.6
3309,0.0,-0.0,0.3
3201,0.4,2.0,0.0
3692,-0.0,0.0,5.4
2974,-0.0,-0.2,5.8
2094,0.0,-0.1,2.8
3837,0.1,0.2,-0.0
2558,0.4,-0.0,0.0
3447,0.0,0.0,4.5
3994,0.0,0.1,0.0
2245,0.0,0.0,0.8
3609,0.2,-0.0,4.2
2807,-0.0,0.0,0.5
3127,0.0,0.0,1.9
2733,1.2,0.0,0.0
3568,-0.0,0.0,0.5
3541,0.0,0.0,1.1
2027,2.0,1.0,0.0
3805,1.1,-0.0,0.0
2722,-0.0,-0.0,2.1
2185,0.0,0.1,2.8
3268,0.0,-0.0,2.2
2445,0.0,0.0,2.2
3202,-0.0,-0.0,1.3
2074,0.0,0.0,1.8
3664,0.7,0.9,-0.0
3986,-0.0,2.2,0.0
2210,1.0,-0.0,0.0
2765,0.0,-0.0,1.0
3931,0.0,0.0,4.6
2352,0.0,0.0,2.3
2826,0.0,0.0,3.0
2040,0.1,0.0,1.3
2628,0.0,0.0,0.7
2188,0.6,0.0,0.0
2260,0.0,0.0,0.1
2254,0.0,0.0,1.2
3316,0.5,-0.0,3.1
3870,0.3,-0.0,0.0
2336,-0.0,0.0,5.4
2086,-0.0,-0.0,1.5
2866,0.0,0.0,3.0
2901,1.7,0.0,0.0
2173,0.0,-0.0,3.4
2307,-0.0,-0.0,1.5
3153,0.2,0.0,0.0
2575,0.0,-0.0,2.7
2449,0.3,1.0,0.0
3802,0.0,0.0,1.6
2289,0.1,1.7,-0.0
2481,0.3,0.0,-0.0
2340,-0.0,0.0,3.1
2224,0.0,-0.0,1.1
2450,0.0,-0.0,0.9
3835,0.0,-0.0,0.7
2209,-0.0,-0.0,2.9
2330,-0.0,0.0,0.9
3753,0.1,0.5,0.0
3395,-0.0,0.1,1.1
2640,0.0,-0.0,5.2
3737,-0.0,-0.0,3.3
2914,0.0,-0.0,3.7
2276,-0.0,-0.0,1.3
2760,-0.0,0.1,0.0
3472,-0.0,0.0,1.9
2678,1.2,-0.0,-0.0
2431,0.0,-0.0,0.4
3093,0.0,-0.0,2.2
2756,0.0,0.0,3.1
2495,0.0,0.0,1.1
3583,0.3,0.0,0.0
3876,0.1,-0.1,7.6
2729,-0.0,-0.0,2.9
2569,0.0,0.0,4.2
3096,0.0,0.0,2.6
3646,-0.0,0.0,2.2
3228,0.1,0.0,4.9
2278,-0.0,0.0,1.7
2515,0.0,-0.0,2.4
3346,-0.1,0.1,1.6
3752,0.8,0.0,-0.0
3276,0.1,-0.0,0.0
3867,0.0,0.0,6.0
3286,0.0,-0.0,1.9
2447,0.2,-0.0,0.0
3226,0.0,-0.0,0.8
3210,-0.0,-0.0,3.3
2853,0.2,0.0,0.0
3195,-0.0,-0.0,1.3
3769,1.0,-0.0,0.0
3393,-0.0,-0.0,2.2
3118,0.0,0.0,4.1
2664,0.2,0.0,-0.0
2035,-0.1,0.0,2.5
2205,-0.0,-0.0,4.8
2139,0.1,-0.0,0.0
2134,0.0,0.0,1.4
2104,-0.0,-0.0,3.7
3154,0.3,0.0,0.0
