,x1,x2
2125,0.6,-0.0
2284,0.6,-0.0
2608,0.1,-0.0
3489,1.6,0.0
2766,2.1,-0.0
3044,2.4,-0.0
3364,0.6,0.0
3919,0.6,-0.0
3406,2.9,2.7
2989,0.5,-0.0
3800,1.0,0.9
2269,1.3,-0.0
3949,2.3,-0.0
2567,1.6,-0.0
2639,2.6,-0.0
2005,2.5,0.0
2117,2.1,2.1
3860,1.4,0.0
2129,1.3,2.3
3607,1.6,0.9
3542,0.1,1.0
3744,1.9,-0.0
3167,-0.1,-0.0
3024,0.8,-0.0
3408,1.7,-0.0
2641,2.5,4.2
2173,0.7,0.0
2667,1.8,-0.0
2228,0.5,0.0
2893,1.3,-0.0
2499,0.9,-0.0
3550,1.8,-0.0
2157,2.0,-0.0
3780,2.1,-0.0
3487,1.5,-0.0
2279,0.0,0.1
3238,1.9,2.4
3968,-0.1,-0.0
2976,2.4,-0.0
3427,1.8,-0.0
2610,1.9,-0.0
3874,1.3,-0.0
3963,0.9,0.1
3191,1.7,-0.0
2360,0.0,0.5
2598,0.0,0.1
2105,0.6,-0.0
2342,-0.0,0.5
3655,1.4,-0.0
3330,1.9,0.0
2156,1.7,-0.0
2422,1.5,-0.0
3454,0.7,-0.0
3754,0.6,-0.0
2620,1.4,0.0
2799,2.1,2.3
2252,2.5,-0.0
2477,0.4,1.3
3673,1.9,0.0
2634,1.4,-0.0
3254,1.1,4.1
3815,1.2,0.0
3002,1.5,-0.0
3883,2.3,0.0
3122,3.2,3.1
3169,1.0,5.0
3028,1.1,1.7
2901,2.2,0.0
3066,1.2,3.8
2363,0.6,2.3
3430,0.8,0.0
2337,2.0,2.5
3856,1.7,-0.0
2481,0.8,0.0
3326,1.9,-0.0
3928,0.5,0.0
3666,0.3,0.9
3255,1.2,0.7
3220,1.6,-0.0
2084,0.8,-0.0
3404,2.8,-0.0
2490,2.5,-0.0
3689,-0.0,3.4
2551,1.2,0.0
2940,1.9,0.2
2572,0.7,2.1
3359,1.4,-0.0
2058,0.8,0.0
3798,1.3,1.3
3109,2.7,0.0
3699,0.9,-0.0
3719,0.2,0.7
2811,0.5,0.0
3562,0.5,2.1
3390,1.9,1.5
3449,1.3,-0.0
2109,2.2,0.0
3273,1.3,0.0
3015,2.8,0.0
3526,1.5,0.0
3422,0.5,-0.0
3176,1.3,6.1
2543,0.6,1.9
3763,2.6,0.0
3367,0.7,-0.0
2475,0.9,0.0
2118,-0.0,0.3
3403,1.5,-0.0
2067,1.8,-0.0
2959,1.7,0.5
3350,0.9,0.1
2266,2.5,0.0
3023,1.0,-0.0
2851,1.5,-0.0
2512,1.2,0.0
3310,2.7,0.0
2104,1.5,0.0
2048,2.0,-0.0
3984,3.1,0.0
3209,3.1,3.2
2293,0.6,0.0
2894,1.5,-0.0
2124,1.9,0.2
2004,0.1,-0.0
3054,1.1,-0.0
2808,1.0,0.0
3854,1.4,2.6
3462,1.9,2.1
2463,1.2,-0.0
3674,0.7,0.0
2757,1.4,0.0
2889,0.7,3.3
3125,-0.0,1.8
2095,-0.0,-0.1
3845,1.2,-0.0
2275,2.1,-0.0
3145,1.5,1.3
3386,2.1,-0.0
2338,0.0,0.2
3362,0.8,0.0
2964,1.2,0.0
3879,0.8,1.5
3812,0.4,0.0
2076,2.3,3.6
3983,1.3,0.0
2878,1.3,-0.0
2781,2.1,5.0
3142,-0.0,0.1
3371,1.8,0.0
2508,1.8,0.0
3193,2.0,0.0
2596,2.0,-0.0
3502,1.7,0.0
2548,-0.0,0.1
2446,0.0,0.1
2925,0.7,-0.0
2738,1.5,-0.0
2388,1.4,3.5
3073,0.7,-0.0
2151,1.9,3.0
3032,-0.0,0.9
3328,1.3,0.0
3918,1.2,0.0
2255,0.0,0.1
3658,2.2,0.0
2998,0.1,-0.0
2265,1.2,1.2
2592,0.7,0.0
3116,0.1,1.1
3569,1.0,-0.0
3347,2.0,2.1
3339,1.0,0.0
2791,1.1,0.0
2031,0.4,0.0
2012,1.3,0.0
2638,1.1,1.3
2289,1.0,-0.0
3980,1.6,1.3
3492,0.8,-0.0
2713,2.2,-0.0
3981,2.0,0.0
3111,1.9,0.0
2685,1.0,0.5
3946,0.6,2.6
2773,1.0,-0.0
3382,1.3,0.0
3067,1.2,-0.0
2152,1.6,0.0
2262,0.7,-0.0
3636,0.9,3.0
3096,0.5,-0.0
3452,2.0,5.5
2965,0.2,0.1
3819,1.7,0.0
2123,0.9,4.0
3695,0.7,-0.0
3108,0.4,0.3
3317,1.0,-0.0
3156,2.5,0.0
2112,0.1,1.9
