,x1,x2,x3
3690,2.2,0.0,-0.0
2175,0.1,0.2,1.0
2091,0.9,-0.0,0.0
2565,0.8,-0.0,0.0
2867,0.4,0.2,-0.0
2247,1.4,-0.0,-0.0
3074,0.2,1.9,1.8
2137,0.4,2.0,2.8
3096,1.2,-0.0,4.8
3154,0.6,1.3,2.3
2530,1.5,1.3,-0.0
2825,1.2,-0.0,0.0
3064,1.3,1.4,3.6
3899,2.3,2.3,4.7
2031,0.5,0.0,0.7
2230,1.7,2.3,2.8
3913,1.3,2.6,3.8
2290,0.0,-0.0,1.9
3494,0.5,0.7,-0.0
2890,0.6,-0.0,0.0
3177,1.3,-0.0,1.5
3664,0.7,1.2,2.4
2626,1.8,-0.0,3.7
3290,0.4,0.6,2.3
3696,0.9,0.0,0.0
2799,0.5,2.4,0.0
3862,0.0,1.3,-0.0
3990,1.6,0.0,3.3
2622,0.1,-0.0,-0.0
3980,1.3,-0.0,1.2
2027,2.4,-0.0,0.0
3799,0.4,-0.0,-0.0
2918,0.3,2.2,2.8
2613,2.2,1.4,3.8
2253,0.3,2.3,2.9
3788,1.3,0.3,0.0
3226,1.9,0.0,0.0
2386,1.5,-0.0,1.8
3232,0.4,0.2,0.6
3985,0.5,0.0,0.3
2916,0.9,1.3,2.8
3351,0.2,0.9,2.0
2002,-0.0,0.3,1.3
2701,1.5,0.0,1.5
2312,1.2,0.0,2.5
2945,0.5,0.0,1.8
2874,0.4,1.4,2.0
3452,0.8,4.6,2.6
2816,0.4,0.3,0.9
3027,2.9,0.0,3.2
3724,1.2,2.6,0.0
2793,1.8,0.3,1.7
3881,1.0,2.3,3.3
2954,1.2,-0.0,-0.0
3444,1.6,1.9,3.6
2564,1.5,1.9,3.8
3798,1.8,0.0,2.9
3342,2.3,0.0,-0.1
3034,0.2,-0.0,-0.0
2786,0.2,0.7,0.0
2220,1.0,2.7,4.0
3128,2.0,1.8,4.2
2864,0.9,-0.0,0.0
3321,3.2,2.3,5.7
2382,3.7,0.1,0.1
3194,1.0,0.9,2.3
2380,0.4,-0.0,0.0
3925,0.5,-0.0,0.0
3910,0.4,0.0,-0.0
2379,0.7,1.4,0.0
2214,1.0,-0.0,1.3
3202,1.4,1.3,3.9
3069,1.1,0.0,0.0
2541,1.5,4.7,6.1
3673,0.9,-0.0,0.0
3780,0.7,2.0,-0.0
3545,1.0,-0.0,0.0
3099,0.2,1.3,-0.0
3144,0.4,2.1,3.3
