,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.9,0.9,0.8999999761581421,0.1550000011920929,1.0,0.945,"[1.0, 1.0]",300.0,0.5,individualized,improvement,2,"[[-0.02777926851544229, 0.11388792630974202, 0.9445113539636039], [-0.5139586997972355]]",1.0,3.0224999999999973
1,1.0,0.9,0.9,0.24500000476837158,0.16500000655651093,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,2,"[[-0.02777926851544229, 0.11388792630974202, 0.9445113539636039], [-0.5139586997972355]]",0.6690000295639038,2.3024999999999998
2,1.0,0.9,0.9,0.17000000178813934,0.17000000178813934,0.99,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,2,"[[-0.02777926851544229, 0.11388792630974202, 0.9445113539636039], [-0.5139586997972355]]",0.6239999532699585,2.317499999999999
3,1.0,0.9,0.9,0.9100000262260437,0.16500000655651093,0.98,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,2,"[[-0.02777926851544229, 0.11388792630974202, 0.9445113539636039], [-0.5139586997972355]]",0.9730000495910645,2.889
4,1.0,0.9,0.9,0.16500000655651093,0.15000000596046448,0.98,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,2,"[[-0.02777926851544229, 0.11388792630974202, 0.9445113539636039], [-0.5139586997972355]]",0.6050000190734863,2.5105000000000017
5,1.0,0.9,0.9,0.8600000143051147,0.18000000715255737,1.0,0.94,"[1.0, 1.0]",300.0,0.5,individualized,improvement,1,"[[0.1173606410345944, 0.07987367446555539, 0.9139343974841144], [-0.550811569536202]]",1.0,2.7850000000000006
6,1.0,0.9,0.9,0.2800000011920929,0.1899999976158142,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,1,"[[0.1173606410345944, 0.07987367446555539, 0.9139343974841144], [-0.550811569536202]]",0.675000011920929,2.2844999999999986
7,1.0,0.9,0.9,0.1850000023841858,0.16500000655651093,0.98,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,1,"[[0.1173606410345944, 0.07987367446555539, 0.9139343974841144], [-0.550811569536202]]",0.6190000176429749,2.4174999999999995
8,1.0,0.9,0.9,0.8500000238418579,0.17499999701976776,0.985,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,1,"[[0.1173606410345944, 0.07987367446555539, 0.9139343974841144], [-0.550811569536202]]",0.9809999465942383,2.869000000000001
9,1.0,0.9,0.9,0.2199999988079071,0.1850000023841858,0.955,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,1,"[[0.1173606410345944, 0.07987367446555539, 0.9139343974841144], [-0.550811569536202]]",0.6139999628067017,2.5644999999999993
10,1.0,0.9,0.9,0.8899999856948853,0.16500000655651093,0.995,0.93,"[1.0, 1.0]",300.0,0.5,individualized,improvement,0,"[[-0.06683938062386036, -0.2303254879984265, 1.1460866658930287], [-0.5928052413540589]]",0.9890000224113464,3.0455000000000028
11,1.0,0.9,0.9,0.19499999284744263,0.17000000178813934,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,0,"[[-0.06683938062386036, -0.2303254879984265, 1.1460866658930287], [-0.5928052413540589]]",0.6399999856948853,2.0605
12,1.0,0.9,0.9,0.1850000023841858,0.1850000023841858,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,0,"[[-0.06683938062386036, -0.2303254879984265, 1.1460866658930287], [-0.5928052413540589]]",0.6269999742507935,2.15
13,1.0,0.9,0.9,0.8700000047683716,0.125,0.97,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,0,"[[-0.06683938062386036, -0.2303254879984265, 1.1460866658930287], [-0.5928052413540589]]",0.9569999575614929,3.046
14,1.0,0.9,0.9,0.19499999284744263,0.1850000023841858,0.99,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,0,"[[-0.06683938062386036, -0.2303254879984265, 1.1460866658930287], [-0.5928052413540589]]",0.6020000576972961,2.186499999999999
