,years_experience,degree
3536,2.0,0.0
2868,1.0,2.0
3678,0.0,1.0
2124,0.0,2.0
3740,0.0,2.0
2087,0.0,2.0
2242,0.0,3.0
2420,1.0,0.0
2413,0.0,3.0
2022,0.0,2.0
2812,1.0,2.0
3883,1.0,0.0
2743,0.0,1.0
3666,0.0,1.0
2138,0.0,2.0
2671,1.0,1.0
3621,0.0,2.0
3377,0.0,2.0
2955,3.0,0.0
3268,0.0,2.0
3285,2.0,1.0
3683,0.0,1.0
3643,0.0,3.0
3894,1.0,1.0
3181,0.0,1.0
3111,2.0,1.0
3779,0.0,1.0
2459,1.0,0.0
2235,1.0,1.0
3005,0.0,2.0
2944,0.0,2.0
3163,0.0,3.0
2651,0.0,3.0
2264,1.0,0.0
3930,0.0,3.0
3275,1.0,1.0
3365,1.0,0.0
2470,2.0,0.0
2093,0.0,2.0
3558,0.0,3.0
2620,0.0,3.0
2997,1.0,0.0
3001,0.0,1.0
3673,0.0,1.0
3313,1.0,1.0
2055,1.0,0.0
3719,2.0,1.0
2038,1.0,1.0
3603,0.0,1.0
3379,0.0,1.0
2354,0.0,2.0
3637,2.0,0.0
2364,0.0,2.0
2817,1.0,0.0
2918,2.0,0.0
2650,0.0,3.0
3481,0.0,2.0
2634,1.0,1.0
2686,0.0,2.0
3175,1.0,0.0
3191,0.0,1.0
2334,1.0,0.0
3022,0.0,2.0
3516,1.0,0.0
2040,1.0,1.0
3955,1.0,1.0
3508,1.0,1.0
2777,0.0,3.0
3799,1.0,1.0
3623,0.0,3.0
2935,2.0,0.0
3075,1.0,1.0
2221,0.0,3.0
3709,2.0,1.0
2435,0.0,3.0
3328,1.0,0.0
2911,2.0,1.0
3849,0.0,3.0
2771,0.0,3.0
3225,0.0,2.0
2152,1.0,0.0
2383,1.0,1.0
3707,0.0,1.0
3736,2.0,0.0
3376,1.0,1.0
3693,0.0,3.0
3995,0.0,2.0
3401,2.0,1.0
3605,1.0,0.0
3104,0.0,2.0
3792,0.0,2.0
2849,0.0,3.0
3371,0.0,3.0
3648,2.0,0.0
2234,0.0,1.0
2500,0.0,1.0
3592,1.0,0.0
2300,0.0,3.0
3776,0.0,2.0
3853,0.0,1.0
3629,3.0,0.0
2120,0.0,3.0
2423,2.0,0.0
2874,0.0,1.0
2250,0.0,2.0
2410,2.0,0.0
3910,2.0,1.0
2841,0.0,2.0
2457,1.0,0.0
3141,0.0,1.0
3889,0.0,1.0
2816,1.0,0.0
2136,1.0,0.0
2463,0.0,1.0
3086,0.0,1.0
2280,0.0,1.0
2103,0.0,3.0
2971,3.0,0.0
2809,0.0,3.0
3985,1.0,1.0
3186,1.0,1.0
2190,0.0,1.0
2958,2.0,0.0
3534,0.0,3.0
2999,0.0,3.0
3764,0.0,3.0
3272,0.0,1.0
3405,2.0,0.0
2106,1.0,0.0
3969,0.0,2.0
3903,1.0,0.0
3296,1.0,0.0
3929,0.0,3.0
2219,0.0,1.0
2964,0.0,2.0
3680,0.0,3.0
2738,0.0,2.0
3411,0.0,2.0
3134,2.0,1.0
2509,0.0,1.0
3093,1.0,0.0
2965,0.0,3.0
3944,0.0,3.0
3872,0.0,2.0
2830,0.0,1.0
3584,1.0,1.0
3495,1.0,0.0
2462,1.0,0.0
3563,0.0,1.0
3154,0.0,1.0
2251,1.0,0.0
2516,0.0,3.0
2853,1.0,1.0
2589,1.0,0.0
3244,1.0,0.0
2882,0.0,2.0
2510,0.0,1.0
3204,0.0,3.0
2428,0.0,2.0
2427,0.0,1.0
2869,0.0,1.0
2398,0.0,3.0
2019,0.0,2.0
3596,0.0,3.0
2732,2.0,0.0
2115,0.0,1.0
3793,0.0,3.0
3466,0.0,2.0
2555,0.0,3.0
2755,1.0,1.0
2739,0.0,2.0
2662,0.0,1.0
3865,0.0,2.0
2907,0.0,2.0
2931,0.0,2.0
2044,0.0,3.0
2792,1.0,0.0
2727,2.0,1.0
2858,1.0,0.0
2894,1.0,1.0
3620,2.0,0.0
2134,1.0,1.0
2380,0.0,1.0
2723,1.0,0.0
2254,0.0,2.0
3655,0.0,2.0
2095,2.0,0.0
3299,1.0,0.0
3440,1.0,0.0
3864,0.0,2.0
2657,0.0,3.0
3829,3.0,0.0
3113,0.0,2.0
3485,1.0,1.0
2008,0.0,3.0
2621,0.0,3.0
2820,2.0,1.0
3663,0.0,2.0
3319,0.0,3.0
3989,0.0,3.0
