,x1,x2
2054,1.7,-0.0
3815,1.4,-0.0
2748,1.7,-0.0
3192,0.3,2.2
2476,2.7,-0.0
3733,0.8,0.0
3688,0.0,0.1
3056,1.0,0.0
3038,1.0,-0.0
3842,1.1,0.0
3136,1.9,-0.0
3884,1.5,-0.0
3101,1.1,0.0
2007,0.7,2.1
3857,2.5,-0.0
3340,0.9,4.3
2927,0.2,-0.0
3796,2.9,-0.0
3773,1.7,0.0
2494,2.4,-0.0
2011,2.5,2.0
2473,0.5,1.5
3742,1.8,0.0
2996,1.8,0.0
3808,0.6,0.7
2504,0.3,2.8
3386,1.4,0.0
3643,1.4,0.0
3195,0.9,-0.0
3443,1.8,0.0
2522,0.7,2.0
3911,0.3,0.5
2436,1.2,0.0
2701,1.0,0.0
2033,1.1,-0.0
3311,0.1,6.2
2405,1.3,2.4
2416,2.7,2.5
2883,1.2,0.0
2399,0.5,0.1
3593,0.1,-0.0
3269,0.5,-0.0
2160,-0.1,0.0
3239,1.2,0.0
2626,1.4,1.8
3266,2.0,-0.0
3973,0.7,0.0
3752,0.3,0.0
3487,2.6,0.0
3546,3.0,3.8
3570,2.5,0.0
2937,1.6,-0.0
3116,1.6,0.0
3547,0.8,0.0
3784,1.1,2.2
3354,1.3,0.0
3511,0.1,1.8
3499,0.7,-0.0
2240,0.2,0.0
3255,0.6,-0.0
2733,0.9,2.0
2338,2.6,0.0
2517,1.3,-0.0
3720,1.7,-0.0
3057,0.5,3.5
3285,1.7,-0.0
3933,2.1,0.0
2632,1.2,0.0
3865,1.5,4.7
3055,0.0,0.3
3979,1.1,0.2
3472,1.5,-0.0
3937,0.8,1.5
2219,3.0,1.8
3683,0.5,0.2
3230,0.7,0.2
3728,1.4,-0.0
2671,0.9,-0.0
3343,0.2,3.1
2175,1.3,-0.0
3568,1.6,2.2
2835,-0.1,-0.0
3799,1.1,1.1
3700,1.6,-0.0
3448,1.0,-0.0
3550,1.0,1.9
2365,1.6,0.0
2902,0.3,-0.0
2030,0.9,0.0
3059,0.7,-0.0
3150,1.3,3.4
3128,0.9,0.0
3417,0.8,0.0
3362,2.1,0.0
3847,3.4,0.2
2140,0.8,-0.0
3668,0.9,0.3
3848,2.1,3.3
2228,2.9,0.0
2909,0.9,0.0
2384,1.2,0.0
2533,2.6,0.8
2186,2.2,1.7
2075,2.0,-0.0
2132,2.1,-0.0
3243,0.6,0.0
3373,-0.1,-0.0
3862,2.7,0.0
2084,2.5,4.1
2426,0.6,0.2
2620,2.7,-0.0
3875,1.0,-0.0
2607,0.8,0.0
3888,1.1,2.3
2657,0.6,-0.0
2073,0.9,-0.0
3504,1.4,-0.0
2595,1.8,-0.0
3910,1.5,0.0
2815,1.3,0.0
3577,0.2,0.0
2288,2.3,4.4
2676,1.7,-0.0
2846,2.1,-0.0
3871,0.6,-0.0
3278,1.8,0.0
2427,0.6,0.0
3569,1.2,0.0
3014,0.7,-0.0
3556,1.4,3.0
2451,1.0,4.0
2324,0.7,-0.0
3823,1.3,-0.0
2973,0.3,2.6
3962,1.3,2.6
2985,0.2,0.0
3188,0.6,-0.0
3415,0.9,0.8
2245,0.1,0.0
3661,1.2,2.2
2372,2.8,0.0
3535,0.3,0.0
2718,1.4,2.8
2202,1.4,2.2
2754,1.0,1.9
2698,1.0,0.0
3606,3.1,-0.0
2612,2.1,1.8
2568,1.1,0.0
2101,1.8,1.9
3944,1.6,0.0
3827,0.5,0.2
3768,0.0,0.7
2561,1.1,-0.0
2247,1.5,-0.0
2306,0.7,0.0
3494,2.0,0.0
3681,2.0,0.0
3248,2.1,0.4
2643,2.4,-0.0
2732,0.7,1.1
2864,0.8,0.0
2848,0.4,-0.0
3054,1.5,3.0
2103,0.7,3.5
2600,0.9,1.4
2791,1.7,0.0
2099,1.0,0.0
3787,2.1,0.7
2013,1.4,0.0
2598,1.6,0.0
3237,0.8,-0.0
3953,1.3,1.4
2811,2.6,3.6
3035,0.1,-0.0
2200,1.8,-0.0
2850,1.1,-0.0
2562,0.8,-0.0
3617,3.0,0.0
2492,0.3,-0.0
2721,0.3,1.0
3714,-0.1,-0.0
3597,2.5,2.1
3671,0.5,1.0
3603,1.3,0.4
3350,1.5,-0.0
3027,0.6,2.4
3520,-0.1,-0.0
3003,1.4,0.0
3801,0.4,-0.0
2659,0.2,0.0
2869,2.2,-0.0
2532,1.6,-0.0
2136,1.8,2.1
2152,1.3,-0.0
3355,1.4,0.0
2945,0.9,0.0
2466,2.0,-0.0
2887,1.8,-0.0
2404,1.2,-0.0
