,h_post,h_post_individualized
2096,0.5,
2756,0.6,
3968,0.5,
2665,0.5,
2423,0.6,
2729,0.5,
2162,0.5,
2306,0.5,
3139,0.54,
3613,0.52,
2663,0.52,
3564,0.5,
2931,0.5,
3004,0.52,
3480,0.52,
3493,0.66,
2880,0.5,
3102,0.62,
3453,0.64,
3239,0.5,
3691,0.52,
2580,0.86,
3203,0.58,
3868,0.54,
2350,0.52,
3259,0.5,
2941,0.52,
2214,0.78,
3765,0.5,
2315,0.52,
3236,0.5,
3529,0.52,
3517,0.54,
3958,1.0,
2922,0.5,
2185,0.86,
3077,0.6,
3450,0.5,
3648,0.5,
2533,0.6,
2260,0.52,
3518,0.7,
2747,0.66,
3993,0.5,
2979,0.52,
2159,0.52,
3154,0.72,
3392,0.5,
2193,0.5,
3181,0.92,
2867,0.78,
3646,0.5,
3915,0.6,
3422,0.5,
2840,0.6,
3921,0.54,
3662,0.52,
2872,0.5,
2845,0.5,
3900,0.52,
2858,0.5,
2703,0.5,
3120,0.58,
2830,0.5,
3364,0.62,
3126,0.58,
3108,0.5,
3366,0.62,
3799,0.5,
3935,0.94,
2923,0.5,
3788,0.5,
2440,0.52,
3308,0.5,
2694,0.5,
3667,0.68,
2179,0.86,
2074,0.6,
2075,0.5,
3625,0.52,
2711,0.5,
2327,0.52,
3292,0.56,
3985,0.5,
2307,0.6,
2362,0.52,
2324,0.5,
2019,0.68,
3047,0.5,
2494,0.7,
3389,0.6,
2156,0.52,
3312,0.76,
3462,0.5,
2776,0.54,
2442,0.64,
3649,0.5,
2465,0.5,
3560,0.62,
3948,0.56,
2285,0.52,
3005,0.5,
2977,0.62,
3704,0.5,
3064,0.74,
3751,0.52,
2443,0.62,
3109,0.56,
3511,0.6,
2631,0.72,
2735,0.6,
2838,0.9,
2255,0.5,
3492,0.56,
2282,0.64,
3237,0.6,
3423,0.74,
2406,0.52,
3850,0.58,
2532,0.52,
2310,0.5,
3763,0.5,
2528,0.78,
2915,0.6,
3072,0.52,
2304,0.5,
2271,0.52,
2433,1.0,
3979,0.6,
3370,0.5,
2100,0.78,
3310,0.5,
3687,0.52,
2015,0.72,
2382,0.52,
3703,0.5,
2592,0.62,
3009,0.7,
3702,0.52,
3897,0.52,
3491,0.52,
2511,0.5,
3362,0.64,
2833,0.68,
3584,0.78,
3264,0.68,
3198,0.5,
3104,0.5,
2970,0.52,
3843,0.66,
3680,0.5,
3701,0.6,
3175,0.72,
2289,0.62,
3640,0.52,
3795,0.52,
3291,0.74,
3792,0.5,
2799,0.58,
2936,0.6,
2725,0.5,
3905,0.54,
2929,0.52,
2286,0.56,
3060,0.5,
2947,0.6,
3939,0.5,
3410,0.84,
2535,0.5,
3743,0.6,
2390,0.54,
2921,0.74,
3916,0.5,
3404,0.64,
2571,0.82,
3996,0.64,
3093,0.56,
3759,0.5,
2728,0.5,
3182,0.5,
3818,0.6,
2819,0.52,
3056,0.56,
3226,0.82,
3852,0.5,
2555,0.78,
3933,0.5,
2489,0.6,
2167,0.52,
2568,0.56,
2900,0.54,
2457,0.74,
2925,0.6,
2657,0.52,
3896,0.52,
2625,0.62,
3148,0.56,
3115,0.5,
2078,0.52,
3090,0.58,
