,x1,x2
2620,0.4,0.0
3760,1.4,0.0
2813,2.6,2.7
2759,1.2,-0.0
2866,0.2,0.9
3575,1.0,-0.0
2264,0.6,2.6
3717,1.7,-0.0
3618,1.6,-0.0
2458,1.4,0.0
2787,0.5,1.5
2672,2.3,3.1
3419,1.9,3.1
3903,0.7,0.0
2416,0.7,0.4
3602,1.1,0.0
3562,1.6,0.0
2442,1.9,0.0
2498,0.3,1.4
2225,0.4,0.0
3881,0.8,0.0
3248,0.5,0.5
2273,2.6,1.9
2559,1.9,3.5
3744,2.4,2.6
3102,0.3,-0.0
3646,0.8,0.0
2139,1.3,-0.0
3950,0.0,2.6
2359,0.1,0.6
2242,0.2,0.0
2400,1.1,0.0
2313,0.8,0.0
3628,0.2,2.7
2652,2.2,-0.0
3561,0.0,0.2
2613,0.5,0.4
3493,0.0,2.0
2819,1.2,1.8
3847,1.1,0.0
3366,-0.1,-0.0
3977,1.7,-0.0
3544,0.7,0.0
3986,0.5,0.0
3469,0.1,0.1
2583,1.4,0.3
3376,1.3,0.0
2878,0.8,-0.0
3893,2.0,0.0
2237,0.9,-0.0
2950,2.5,3.5
2907,1.5,1.2
2250,-0.0,0.1
3742,0.3,-0.0
3082,2.3,2.8
3539,-0.0,0.1
2415,0.9,0.5
2842,1.2,3.0
2158,0.4,1.4
3969,0.1,0.0
3857,1.8,-0.0
2266,2.5,0.0
3176,1.5,0.0
2098,1.4,5.7
2156,1.2,0.0
2128,0.1,-0.0
2247,0.6,2.6
3252,2.7,1.7
2188,0.1,-0.0
3564,0.7,2.1
3242,2.6,1.7
2601,1.5,1.8
2444,1.3,0.0
3758,1.6,0.0
3879,1.8,-0.0
3476,0.3,-0.0
2885,1.6,0.0
2033,0.2,0.0
3145,1.3,0.0
2039,2.7,0.0
3291,1.1,-0.0
3425,0.7,0.0
2022,1.6,0.0
2381,1.7,0.0
2792,1.2,-0.0
3310,0.6,2.3
2516,2.9,0.0
2599,2.5,1.3
3486,0.7,-0.0
3843,0.0,0.1
2649,1.5,-0.0
2008,-0.0,0.6
3459,0.1,0.0
2113,0.1,-0.0
2608,-0.1,-0.0
3017,1.2,0.0
3800,1.5,-0.0
2544,0.2,0.0
3556,1.8,-0.0
3225,1.5,0.0
3515,1.5,0.0
2979,1.5,-0.0
2401,2.0,-0.0
3369,1.8,3.1
2312,0.8,-0.0
3006,1.7,2.8
2174,2.1,-0.0
3354,0.1,-0.0
3597,1.5,3.7
2395,1.9,0.0
3613,1.5,4.9
2890,1.5,0.3
2084,1.8,-0.0
3465,0.1,-0.0
2456,2.1,0.0
3612,2.5,0.0
2651,1.3,2.2
2749,0.0,1.0
3846,2.6,0.0
3211,0.9,0.2
2752,1.0,-0.0
3919,1.0,0.0
2500,1.3,0.0
3670,0.9,0.0
3143,0.0,0.5
3545,0.5,4.7
2007,0.3,3.3
3487,1.8,0.0
3853,0.8,0.0
3001,2.6,3.6
3815,2.3,-0.0
3505,0.1,-0.0
3343,1.0,0.0
3153,1.5,1.4
2974,1.1,-0.0
2820,0.3,0.9
2055,2.2,3.0
3938,1.1,0.0
3367,0.2,3.3
2345,1.4,0.0
2452,1.7,-0.0
3655,1.3,0.2
2094,0.1,-0.0
3192,1.7,0.0
3408,2.3,-0.0
3474,2.1,0.6
2931,1.1,0.0
3585,0.5,-0.0
3401,0.4,-0.0
3967,0.8,2.3
2284,2.0,0.0
3768,1.8,0.0
3550,0.4,-0.0
2332,1.6,1.3
2328,1.0,-0.0
2879,2.3,0.0
3051,2.4,0.0
3472,1.3,2.6
3807,-0.0,2.0
2177,2.1,0.0
3900,1.6,0.0
3917,2.8,0.0
2206,2.3,-0.0
2547,1.1,0.0
3787,1.6,0.0
2192,1.9,0.0
3409,0.5,-0.0
2152,1.5,0.0
2806,0.9,0.3
3812,3.0,3.1
3842,1.5,-0.0
3914,1.3,0.0
3206,1.6,-0.0
3307,2.8,5.2
3468,1.0,0.0
2058,0.1,0.1
2157,0.6,1.6
2019,1.3,0.5
2346,0.1,-0.0
2993,2.9,3.5
3455,0.5,0.8
2853,1.7,0.0
2011,0.6,0.0
3316,1.2,2.6
3894,2.0,-0.0
3440,0.5,0.0
3529,0.5,3.4
2115,2.2,3.1
2850,2.5,-0.0
2675,0.2,-0.0
3268,2.0,-0.0
2510,0.3,2.6
3028,2.0,-0.0
3629,1.5,0.0
2852,1.8,0.0
2768,1.5,1.7
2923,0.4,-0.0
2279,0.2,-0.0
2719,0.5,0.1
3033,1.5,2.0
