,h_post,h_post_individualized
3804,0.52,
2892,0.78,
2672,0.52,
3110,0.52,
2532,0.52,
3206,0.52,
2666,0.5,
3797,0.52,
3880,0.5,
3535,0.52,
3853,0.52,
3645,0.52,
3508,0.52,
3591,0.52,
2400,0.86,
3157,0.54,
2256,0.52,
3476,1.0,
2927,0.52,
3230,0.52,
3764,0.5,
2624,0.52,
2508,0.5,
3109,0.52,
3573,0.52,
3831,0.72,
3854,0.54,
2760,0.5,
2228,0.5,
3839,0.52,
3792,0.52,
3369,0.52,
2377,0.5,
2997,0.52,
3433,0.52,
3702,0.52,
2523,0.52,
2270,0.52,
2623,0.52,
2651,0.52,
3739,0.52,
2365,0.52,
3060,0.52,
3765,0.5,
3303,0.52,
2090,0.52,
3401,0.52,
3886,0.52,
3477,0.52,
3040,0.52,
3638,0.5,
3172,0.52,
2252,0.52,
3688,0.52,
2878,0.52,
3693,0.52,
3777,0.52,
2805,0.52,
2266,0.52,
3216,0.52,
2998,0.52,
3581,0.52,
2131,0.52,
2643,0.52,
2444,0.52,
3275,0.52,
3816,0.52,
3442,0.52,
3261,0.5,
2091,0.84,
3425,0.52,
2240,0.5,
2579,0.52,
2828,0.52,
2254,0.52,
3942,0.52,
3615,0.52,
2745,0.52,
3258,0.54,
2732,0.52,
3431,0.5,
3511,0.52,
3574,0.52,
3364,0.5,
2725,0.52,
2459,0.52,
3100,0.52,
3634,1.0,
3696,0.52,
2979,0.52,
3818,0.52,
3323,0.52,
3392,0.52,
3196,0.52,
2245,0.52,
2073,0.52,
3293,0.52,
3718,0.5,
2035,0.52,
3432,0.5,
3332,0.52,
2663,0.54,
2149,0.52,
3623,0.52,
2391,0.52,
2945,0.52,
2921,0.52,
2255,0.52,
3812,0.5,
2385,0.52,
3234,0.52,
2662,0.52,
3113,0.52,
3228,0.78,
2781,0.52,
3577,0.52,
2104,0.54,
2413,0.52,
2802,0.52,
3156,0.52,
3973,0.5,
2529,0.52,
2495,0.52,
3813,0.78,
2283,0.5,
3031,0.52,
3490,0.5,
3267,0.52,
3640,0.5,
2330,0.52,
3384,0.52,
3939,0.52,
3569,0.86,
2160,0.52,
3428,0.52,
3390,0.52,
3202,0.52,
3572,0.5,
3655,0.54,
2299,0.52,
2422,0.5,
3921,0.52,
2792,0.52,
2253,0.52,
2679,0.52,
2135,0.52,
2886,0.52,
2190,1.0,
3116,0.52,
2794,0.52,
2467,0.76,
3345,1.0,
3118,0.52,
2435,0.52,
3630,0.5,
2426,0.5,
3495,0.52,
2014,0.5,
2633,0.52,
2931,0.52,
2942,0.52,
2031,0.52,
2940,0.52,
2022,0.52,
3763,0.52,
3449,0.52,
3962,0.5,
3506,0.52,
2591,0.52,
3539,0.5,
2231,0.52,
3278,0.52,
2902,0.72,
3784,0.5,
3370,0.52,
2210,0.5,
3125,0.52,
2096,0.52,
3621,0.54,
2244,0.52,
3029,0.52,
3053,0.52,
3756,0.52,
3995,0.5,
2383,0.52,
2013,0.52,
2434,0.52,
3907,0.52,
2642,0.52,
2075,0.52,
3011,0.52,
3571,0.52,
2150,0.52,
2138,0.52,
3587,0.52,
2239,0.52,
3800,0.52,
3601,0.52,
3578,0.52,
3368,0.52,
