,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.75,0.75,0.7900000214576721,0.10499999672174454,1.0,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,2,"[[0.9763650580226964, 0.7454518350175369, 1.1669448556177364], [0.018214908279579577]]",0.9959999918937683,3.7730000000000015
1,1.0,0.75,0.75,0.5249999761581421,0.12999999523162842,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,2,"[[0.9763650580226964, 0.7454518350175369, 1.1669448556177364], [0.018214908279579577]]",0.6000000238418579,2.4995000000000007
2,1.0,0.75,0.75,0.4350000023841858,0.14000000059604645,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,2,"[[0.9763650580226964, 0.7454518350175369, 1.1669448556177364], [0.018214908279579577]]",0.3529999852180481,3.196500000000003
3,1.0,0.75,0.75,0.7649999856948853,0.08500000089406967,0.965,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,2,"[[0.9763650580226964, 0.7454518350175369, 1.1669448556177364], [0.018214908279579577]]",0.950999915599823,3.261500000000002
4,1.0,0.75,0.75,0.4449999928474426,0.10000000149011612,0.815,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,2,"[[0.9763650580226964, 0.7454518350175369, 1.1669448556177364], [0.018214908279579577]]",0.5230000019073486,2.5349999999999997
5,1.0,0.75,0.75,0.800000011920929,0.1550000011920929,0.995,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,1,"[[0.7809604840671636, 0.6745716143070513, 1.2553270148153644], [-0.12859665766143238]]",0.9639999270439148,3.124500000000003
6,1.0,0.75,0.75,0.5600000023841858,0.1599999964237213,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,1,"[[0.7809604840671636, 0.6745716143070513, 1.2553270148153644], [-0.12859665766143238]]",0.6550000309944153,2.3515
7,1.0,0.75,0.75,0.5,0.14499999582767487,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,1,"[[0.7809604840671636, 0.6745716143070513, 1.2553270148153644], [-0.12859665766143238]]",0.44600000977516174,3.025999999999999
8,1.0,0.75,0.75,0.8199999928474426,0.125,0.93,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,1,"[[0.7809604840671636, 0.6745716143070513, 1.2553270148153644], [-0.12859665766143238]]",0.906000018119812,3.2469999999999986
9,1.0,0.75,0.75,0.5649999976158142,0.1599999964237213,0.82,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,1,"[[0.7809604840671636, 0.6745716143070513, 1.2553270148153644], [-0.12859665766143238]]",0.5699999928474426,2.4879999999999995
10,1.0,0.75,0.75,0.800000011920929,0.10999999940395355,0.995,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,0,"[[0.540925765255775, 0.7046550909549307, 1.2223566955787666], [-0.06723120098125714]]",0.9880000352859497,3.6994999999999965
11,1.0,0.75,0.75,0.41999998688697815,0.125,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,0,"[[0.540925765255775, 0.7046550909549307, 1.2223566955787666], [-0.06723120098125714]]",0.5960000157356262,2.6615
12,1.0,0.75,0.75,0.42500001192092896,0.14499999582767487,0.995,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,0,"[[0.540925765255775, 0.7046550909549307, 1.2223566955787666], [-0.06723120098125714]]",0.3959999978542328,3.320500000000002
13,1.0,0.75,0.75,0.7599999904632568,0.0949999988079071,0.935,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,0,"[[0.540925765255775, 0.7046550909549307, 1.2223566955787666], [-0.06723120098125714]]",0.9319999814033508,3.760000000000001
14,1.0,0.75,0.75,0.44999998807907104,0.14499999582767487,0.87,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,0,"[[0.540925765255775, 0.7046550909549307, 1.2223566955787666], [-0.06723120098125714]]",0.48899999260902405,2.736000000000002
