,x1,x2,x3
2704,0.0,0.0,0.2
3789,0.0,0.0,2.5
3536,0.0,-0.0,1.9
3169,-0.0,0.0,1.4
3191,-0.0,0.0,3.4
3876,0.0,-0.0,2.5
3577,0.0,-0.0,2.2
2626,-0.1,0.0,0.7
2542,-0.0,-0.0,3.3
2433,0.0,-0.0,0.9
2714,-0.0,-0.0,0.3
2701,-0.2,-0.0,2.2
2120,0.0,0.0,2.6
3004,0.6,3.3,0.0
3740,-0.0,-0.0,0.8
2340,-0.0,-0.0,2.3
3757,-0.0,-0.0,0.4
2770,0.0,-0.0,1.9
3199,-0.1,-0.0,1.5
2763,0.0,-0.0,5.0
2499,0.0,0.0,2.3
3444,-0.1,0.0,2.4
2115,0.0,-0.0,3.6
2072,-0.0,-0.0,1.3
3872,0.0,0.0,1.0
2407,-0.0,0.0,1.8
3161,-0.0,-0.0,4.4
3301,0.0,-0.0,2.7
2676,0.1,0.9,-0.0
3936,0.0,0.1,2.8
2270,-0.0,-0.0,2.3
3127,-0.0,0.0,3.5
2834,-0.0,-0.0,1.8
2411,-0.3,-0.1,4.4
3097,-0.0,-0.0,3.0
3388,0.0,-0.0,0.7
2937,-0.0,0.0,1.8
3746,-0.0,3.8,0.0
3482,0.0,-0.0,2.0
3609,0.1,0.0,0.0
3311,-0.1,-0.0,3.0
3929,0.1,0.0,1.1
2593,-0.0,-0.0,1.0
3490,-0.0,-0.1,2.9
3383,0.0,0.0,3.1
3812,-0.0,0.0,3.2
3181,0.0,-0.0,2.6
3211,-0.0,0.1,-0.0
3631,0.0,0.1,1.3
3128,0.0,-0.0,7.1
3494,-0.0,-0.0,2.8
2536,0.0,0.0,4.0
3825,0.0,0.0,0.7
3515,-0.0,0.0,0.1
3362,-0.0,0.0,0.2
2697,0.0,-0.0,4.2
3385,0.0,-0.0,2.5
2121,-0.0,-0.0,1.7
3588,0.0,0.1,0.0
3904,-0.0,-0.0,2.0
2008,-0.0,-0.0,1.3
2934,-0.0,0.0,1.1
2321,-0.0,2.1,-0.0
3782,0.0,-0.0,1.4
3870,0.0,0.0,2.0
3091,-0.1,-0.0,5.5
3412,-0.0,-0.0,3.3
3626,-0.1,0.0,1.1
3897,-0.0,-0.0,2.0
3820,-0.0,0.0,0.7
3290,-0.0,0.0,1.7
2997,0.0,-0.0,1.6
3055,0.0,-0.0,3.5
3965,-0.0,-0.0,1.9
2692,-0.0,0.0,1.6
3144,0.0,-0.1,2.4
2505,0.0,0.0,2.2
3058,0.1,-0.0,4.9
3656,0.0,0.0,0.1
2986,0.0,0.0,2.8
3831,-0.0,-0.0,0.7
2656,0.8,0.0,0.0
3249,-0.0,0.0,2.2
3193,-0.0,0.1,-0.0
3389,-0.0,-0.0,0.6
2926,-0.1,-0.0,1.3
2202,-0.0,0.0,2.3
3228,-0.0,-0.0,1.6
2196,-0.0,0.1,3.9
3173,-0.0,0.0,0.5
3654,0.0,-0.0,1.7
2788,0.0,-0.0,1.4
3888,0.0,0.0,1.0
3246,-0.0,-0.0,3.3
2602,-0.0,2.9,-0.0
3342,-0.0,-0.0,5.4
3881,0.0,-0.0,2.1
2069,-0.0,-0.0,2.1
3553,1.3,-0.0,-0.0
2108,0.0,0.0,3.5
2190,-0.1,0.1,4.0
3244,-0.0,0.0,0.3
2715,-0.0,-0.0,2.0
2839,0.0,-0.0,4.0
3523,-0.1,0.0,2.0
2636,0.0,0.0,4.0
3777,0.0,-0.1,-0.0
2696,0.0,-0.0,2.9
3913,-0.0,0.0,2.5
2254,1.0,0.0,0.0
3851,-0.0,-0.0,2.4
2846,0.0,0.1,3.1
2751,0.0,0.0,0.7
2365,-0.1,0.1,1.5
2902,0.0,0.0,0.5
3430,0.0,-0.0,2.8
2526,-0.0,0.0,0.1
2772,-0.0,-0.0,1.2
2802,0.0,0.0,1.3
3928,-0.0,-0.0,0.1
2888,-0.0,0.0,3.1
2827,-0.0,-0.0,1.0
3347,0.0,0.0,2.8
3083,-0.0,-0.0,0.2
3053,-0.0,0.0,3.7
2342,-0.1,0.0,1.5
3453,0.0,0.1,4.2
2324,-0.0,0.0,0.2
2036,0.0,-0.0,1.3
2155,-0.0,-0.0,1.9
3607,0.0,-0.0,3.6
2193,-0.0,-0.0,0.7
2518,-0.0,0.0,3.1
2549,-0.0,0.0,0.8
2735,-0.0,-0.0,2.4
3549,-0.0,-0.0,0.9
2925,0.0,1.9,0.0
3662,-0.0,-0.0,0.2
2728,-0.0,-0.0,1.4
2232,-0.0,-0.0,2.6
3640,0.0,0.0,2.8
3119,1.0,0.0,0.0
3813,-0.0,-0.0,0.7
2323,0.0,0.0,1.1
3648,0.0,-0.0,2.0
2346,-0.0,-0.0,2.2
2563,0.0,-0.0,1.2
2873,0.1,0.0,0.0
2541,-0.0,-0.0,0.9
2862,0.0,0.0,2.6
3585,-0.0,0.0,1.7
2147,-0.0,-0.0,0.3
3276,0.0,-0.0,2.2
2446,-0.2,0.0,2.1
2417,0.0,-0.0,1.5
2207,0.0,0.0,2.5
2824,-0.7,0.0,2.4
3427,0.0,0.0,4.2
2791,-0.0,-0.0,2.0
2154,-0.0,-0.1,4.9
2747,0.0,0.0,1.4
2261,-0.1,-0.0,2.1
3480,-0.0,0.0,1.6
3667,0.0,1.1,0.0
2422,-0.0,0.0,1.4
2298,0.0,0.0,3.7
2040,0.0,0.0,0.7
2018,0.0,0.0,3.4
2708,0.0,-0.0,4.7
3496,-0.1,0.0,3.0
2778,0.0,-0.0,1.3
2359,0.0,0.0,2.5
3398,0.0,-0.0,5.2
3328,-0.1,0.0,1.0
2779,0.0,0.0,2.3
3462,0.1,0.9,-0.0
2850,0.0,-0.0,3.6
3517,-0.0,0.0,0.4
2493,0.0,0.0,1.7
3419,-0.0,-0.0,0.4
3522,-0.1,-0.1,1.4
3766,-0.0,0.0,3.9
3485,-0.0,-0.0,3.6
2451,-0.1,0.0,0.0
2525,0.0,0.0,1.3
2546,-0.4,-0.0,2.8
3994,0.0,-0.0,2.2
3035,-0.0,-0.0,0.1
3920,0.0,0.0,1.8
3911,-0.0,-0.0,3.8
2470,0.0,0.0,2.0
3735,0.0,-0.0,4.0
2838,-0.2,0.0,0.2
3370,0.0,0.0,4.2
3351,0.0,-0.1,-0.0
3474,0.0,0.0,1.2
3037,0.0,0.0,3.9
2875,0.0,-0.0,2.5
2758,-0.0,0.0,2.1
3558,-0.1,-0.0,3.3
