,x1,x2
2121,1.2,0.0
2502,2.2,2.5
3142,1.3,0.0
3292,1.9,-0.0
2592,1.9,3.0
2604,0.4,3.5
3447,3.7,3.0
2470,2.7,-0.0
2711,1.0,2.7
3821,1.0,0.8
2924,1.4,0.0
3584,1.8,1.5
3534,1.1,1.1
3043,2.3,-0.0
2889,1.3,2.6
3487,2.2,0.0
2631,2.3,2.7
2686,1.3,0.0
2393,2.0,1.6
3305,2.6,-0.0
2965,3.4,2.6
3257,1.9,0.0
2430,2.5,0.0
2273,1.9,-0.0
2490,1.9,0.0
3582,2.2,-0.0
2565,0.3,2.9
3952,0.7,3.4
3841,1.4,0.0
3310,1.9,3.3
3850,1.7,0.0
3644,2.4,2.2
3763,1.9,2.1
3462,1.8,-0.0
3320,0.9,0.0
2678,2.4,3.7
3141,2.4,0.0
3378,0.8,0.0
3089,1.8,-0.0
2616,1.2,2.6
3208,2.5,1.4
3456,1.8,0.0
2421,2.4,4.2
2699,1.8,-0.0
2012,1.5,3.5
3933,0.8,-0.0
3682,1.5,5.0
2822,0.1,4.1
2085,1.1,-0.0
2902,1.5,3.5
2854,2.3,3.2
3145,2.7,3.6
2108,3.4,0.0
3186,2.7,2.5
2133,3.3,0.7
2928,0.8,0.1
2226,2.1,3.8
2742,1.7,-0.0
2235,4.4,0.0
3961,2.7,0.0
3652,0.7,-0.0
2618,1.1,0.0
2828,2.4,0.0
3282,0.5,1.1
3215,2.4,-0.0
2412,1.1,0.0
2652,2.2,-0.0
3694,2.5,0.0
3059,1.4,2.3
3072,3.4,-0.0
2027,1.5,0.0
3482,0.6,0.6
2910,1.4,-0.0
3741,3.1,0.0
2137,2.6,0.0
3458,3.0,0.0
3251,3.3,0.7
3486,1.9,0.0
3222,1.4,2.2
3057,0.7,-0.0
2789,2.3,0.0
3252,3.0,-0.0
3056,1.9,1.6
3453,2.1,3.6
2801,1.2,4.2
3296,0.5,1.4
2637,0.2,3.4
2401,1.2,-0.0
2625,2.4,0.0
3839,1.2,5.2
3009,1.9,0.0
3248,1.2,4.6
3479,3.3,3.1
2325,0.7,2.6
2849,0.1,0.9
3413,2.6,3.1
3625,0.8,3.2
2599,1.4,0.0
2990,1.1,-0.0
3052,1.3,0.0
2557,1.2,0.0
3116,2.1,2.6
3506,1.5,0.0
3324,2.5,-0.0
2754,1.0,4.4
3886,1.6,0.0
2092,2.5,3.9
2147,1.3,3.1
2642,0.5,4.5
2823,2.6,0.0
2044,2.0,0.0
2567,1.2,-0.0
2341,1.4,2.8
3148,2.7,1.8
3865,2.5,0.0
3667,1.7,0.0
3988,1.4,1.3
2128,4.2,-0.0
2949,0.9,1.0
3016,0.6,-0.0
2976,1.0,-0.0
3017,2.5,0.0
3964,1.4,-0.0
3909,2.0,-0.0
2548,1.7,4.6
2242,1.4,0.1
2998,2.1,0.0
3837,1.4,0.0
2311,0.8,0.0
2970,2.5,-0.0
2343,2.4,0.0
3147,2.5,-0.0
2143,2.0,0.0
2614,1.9,0.0
2254,3.0,5.6
2589,0.1,4.0
2038,2.3,0.0
3643,0.9,0.5
2426,2.4,4.2
2670,2.1,-0.0
2569,2.0,-0.0
3622,2.3,0.9
3817,1.6,0.0
3259,1.1,4.1
2321,0.5,0.5
3004,0.9,0.0
2744,3.1,-0.0
3692,2.7,0.0
3843,1.7,0.0
2979,1.8,0.0
3889,1.4,0.0
2993,0.4,4.1
3483,3.2,-0.0
2408,3.1,2.4
3847,0.4,5.2
2418,2.7,1.5
2163,0.9,0.0
2762,1.8,0.0
2166,1.1,3.3
2432,2.8,0.0
2923,2.3,4.2
2845,1.8,0.0
2429,1.5,3.5
2897,1.1,-0.0
2988,1.0,1.8
2613,2.4,0.0
3475,1.7,0.0
2768,2.5,2.5
3180,3.1,1.4
3204,2.0,4.7
3161,1.3,2.2
3987,3.1,0.0
2057,2.1,0.0
2894,3.2,-0.0
3641,1.7,0.0
2873,1.9,1.9
3409,1.7,1.9
3549,1.5,-0.0
2259,0.8,3.2
2726,2.2,0.0
2043,1.4,2.8
3295,2.2,-0.0
3754,1.9,2.8
3922,1.5,0.0
2456,1.2,0.0
2777,3.4,0.0
3910,0.5,0.0
2517,2.4,3.3
3354,0.8,-0.0
3896,0.1,1.9
3392,2.8,-0.0
3350,3.7,3.5
3327,2.4,0.0
2615,4.2,2.9
3684,1.5,-0.0
2206,1.3,3.0
2628,2.3,2.6
3815,1.3,-0.0
3105,1.9,0.0
3775,0.7,2.1
