,years_experience,degree
2498,0.0,2.0
3024,0.0,2.0
2738,2.0,1.0
2849,0.0,3.0
3716,0.0,1.0
3345,1.0,1.0
2449,0.0,1.0
3841,1.0,0.0
2604,1.0,2.0
3638,0.0,1.0
2871,0.0,1.0
2891,0.0,1.0
2386,0.0,2.0
3470,1.0,1.0
3727,1.0,1.0
2994,0.0,2.0
3018,1.0,2.0
2857,0.0,2.0
3023,2.0,0.0
3267,0.0,1.0
2479,0.0,3.0
3873,0.0,2.0
2376,1.0,0.0
2230,1.0,0.0
3328,2.0,0.0
2177,0.0,2.0
3706,0.0,3.0
3350,1.0,1.0
3284,0.0,1.0
2214,1.0,0.0
3178,0.0,3.0
2445,0.0,3.0
3620,0.0,2.0
3199,1.0,0.0
3902,0.0,3.0
2519,2.0,1.0
3497,0.0,3.0
3544,0.0,1.0
3042,2.0,0.0
2777,0.0,1.0
3370,2.0,0.0
2042,1.0,2.0
2807,0.0,1.0
3226,0.0,3.0
2926,0.0,2.0
2543,2.0,0.0
2121,1.0,1.0
2197,1.0,0.0
3842,1.0,1.0
2536,0.0,1.0
2556,0.0,3.0
3762,2.0,0.0
3119,1.0,1.0
2880,1.0,0.0
2157,1.0,1.0
2163,1.0,1.0
3242,0.0,2.0
3016,0.0,2.0
2226,0.0,3.0
2760,2.0,0.0
3861,0.0,3.0
3743,0.0,2.0
2193,0.0,3.0
2963,0.0,1.0
2937,0.0,3.0
2802,2.0,1.0
2550,0.0,3.0
2577,0.0,3.0
3847,0.0,1.0
3061,0.0,1.0
3397,0.0,3.0
2782,0.0,1.0
2879,1.0,0.0
3281,1.0,1.0
3602,0.0,3.0
3769,0.0,3.0
3073,0.0,1.0
3717,0.0,1.0
3421,1.0,2.0
2589,2.0,1.0
3566,0.0,1.0
2524,0.0,2.0
3904,1.0,1.0
3163,0.0,1.0
2058,0.0,1.0
2099,0.0,1.0
3537,1.0,0.0
3453,0.0,2.0
3508,0.0,3.0
3702,0.0,3.0
2715,1.0,0.0
2868,0.0,1.0
2546,2.0,0.0
2089,2.0,0.0
2195,0.0,3.0
2375,2.0,0.0
3093,0.0,3.0
2135,2.0,0.0
3728,0.0,3.0
3019,0.0,2.0
3322,1.0,1.0
3262,0.0,3.0
3682,0.0,2.0
2591,0.0,2.0
2934,0.0,2.0
2480,1.0,1.0
3029,1.0,1.0
2789,1.0,0.0
3365,2.0,1.0
3419,2.0,0.0
2131,0.0,3.0
3679,0.0,2.0
2905,0.0,2.0
3975,3.0,0.0
2090,3.0,0.0
3995,0.0,2.0
2252,2.0,0.0
2309,2.0,1.0
3406,0.0,2.0
2411,1.0,0.0
3722,0.0,2.0
3791,0.0,1.0
2712,1.0,1.0
2955,0.0,3.0
2119,1.0,0.0
3970,1.0,0.0
2820,0.0,3.0
3304,0.0,3.0
2504,0.0,2.0
2139,0.0,3.0
3385,0.0,1.0
2643,0.0,1.0
3445,1.0,1.0
3447,0.0,1.0
3843,0.0,1.0
2865,2.0,1.0
3741,0.0,1.0
3656,1.0,0.0
3248,1.0,1.0
2772,1.0,1.0
2825,0.0,3.0
3081,0.0,2.0
2864,0.0,1.0
2281,0.0,1.0
2429,1.0,1.0
3684,1.0,1.0
3438,1.0,0.0
2765,0.0,3.0
2438,0.0,3.0
3919,0.0,1.0
2472,0.0,2.0
3253,0.0,2.0
2833,3.0,0.0
2492,0.0,1.0
2122,2.0,0.0
3228,0.0,1.0
3190,2.0,0.0
3273,0.0,2.0
3010,2.0,1.0
2635,0.0,2.0
3434,0.0,3.0
3351,0.0,3.0
3929,0.0,2.0
3408,1.0,0.0
3051,0.0,1.0
3530,2.0,0.0
3097,1.0,1.0
2509,1.0,1.0
3924,0.0,1.0
2758,0.0,2.0
3501,1.0,1.0
3911,0.0,1.0
3340,0.0,2.0
2652,0.0,2.0
3331,2.0,0.0
2812,0.0,3.0
2030,0.0,1.0
2320,2.0,1.0
3011,0.0,1.0
2564,0.0,1.0
3652,0.0,3.0
3364,0.0,1.0
3168,2.0,0.0
3776,0.0,2.0
3387,0.0,2.0
2583,1.0,1.0
3012,1.0,1.0
3323,1.0,1.0
2038,0.0,1.0
3227,0.0,1.0
2321,0.0,1.0
3426,0.0,3.0
2554,0.0,2.0
3540,3.0,0.0
2303,0.0,2.0
2705,0.0,1.0
3465,0.0,2.0
3310,0.0,1.0
3983,1.0,0.0
2289,0.0,2.0
