,years_experience,degree
3122,1.0,2.0
3304,0.0,2.0
2041,1.0,3.0
3726,0.0,1.0
2154,0.0,2.0
2582,0.0,2.0
3346,1.0,1.0
2428,0.0,2.0
3176,1.0,1.0
2156,0.0,2.0
2730,0.0,2.0
2590,0.0,3.0
3841,0.0,2.0
2522,0.0,3.0
2183,2.0,2.0
2083,0.0,2.0
3557,1.0,0.0
3707,0.0,3.0
2338,0.0,3.0
3298,0.0,2.0
3051,2.0,2.0
3094,0.0,1.0
3274,0.0,2.0
3992,0.0,2.0
2574,0.0,1.0
2571,1.0,1.0
3888,0.0,1.0
2896,3.0,1.0
2560,1.0,2.0
2977,0.0,2.0
3758,1.0,1.0
3690,1.0,1.0
2066,0.0,1.0
3147,2.0,0.0
2728,1.0,1.0
2295,2.0,0.0
3553,2.0,0.0
2800,0.0,3.0
3083,0.0,2.0
2804,1.0,3.0
2951,1.0,3.0
3748,0.0,2.0
3548,0.0,1.0
2062,0.0,1.0
3112,1.0,1.0
3186,1.0,1.0
3445,0.0,1.0
3977,1.0,1.0
3577,1.0,1.0
2587,0.0,2.0
3302,0.0,2.0
3624,1.0,0.0
2799,0.0,2.0
3062,0.0,1.0
3023,2.0,0.0
3498,1.0,1.0
3915,1.0,3.0
3138,1.0,2.0
2973,0.0,1.0
3848,0.0,1.0
3794,1.0,2.0
3326,0.0,2.0
2547,2.0,0.0
2089,1.0,1.0
2177,2.0,0.0
3524,0.0,3.0
2471,2.0,1.0
2197,0.0,1.0
2092,1.0,1.0
2599,1.0,1.0
3861,0.0,3.0
3536,0.0,2.0
2873,3.0,0.0
3497,0.0,3.0
3364,2.0,1.0
3120,1.0,3.0
3816,0.0,3.0
3075,0.0,2.0
3847,0.0,3.0
2850,0.0,2.0
2185,0.0,1.0
3241,1.0,1.0
2483,0.0,1.0
2140,0.0,2.0
2081,1.0,1.0
2518,1.0,2.0
3541,0.0,2.0
2334,0.0,2.0
2787,0.0,1.0
2123,0.0,1.0
3331,2.0,1.0
3251,1.0,1.0
2314,0.0,1.0
2901,2.0,0.0
3854,0.0,2.0
2735,0.0,2.0
3693,1.0,1.0
2986,1.0,1.0
3880,0.0,2.0
2490,0.0,1.0
2165,2.0,0.0
3782,0.0,2.0
3521,0.0,3.0
3004,0.0,2.0
2634,0.0,2.0
2176,1.0,1.0
3049,0.0,2.0
2056,1.0,0.0
2592,2.0,0.0
2033,0.0,3.0
2578,1.0,3.0
2524,0.0,1.0
3677,1.0,3.0
3152,0.0,3.0
2602,0.0,3.0
3139,0.0,2.0
3661,2.0,0.0
3419,1.0,3.0
3806,0.0,3.0
3708,0.0,1.0
3644,0.0,2.0
3863,1.0,1.0
3907,2.0,0.0
3970,1.0,0.0
2563,0.0,2.0
3433,0.0,3.0
2925,1.0,2.0
3960,0.0,3.0
2260,0.0,3.0
3458,1.0,1.0
2096,1.0,1.0
2796,1.0,1.0
3071,1.0,1.0
3600,0.0,3.0
3651,0.0,2.0
2112,0.0,3.0
2939,0.0,1.0
2499,0.0,2.0
2365,0.0,2.0
2672,1.0,1.0
2372,0.0,1.0
3216,0.0,3.0
2293,1.0,3.0
3170,0.0,3.0
2527,0.0,2.0
3826,0.0,2.0
2959,0.0,2.0
2094,1.0,2.0
3634,1.0,2.0
3190,0.0,1.0
3990,0.0,1.0
2542,1.0,0.0
3611,0.0,3.0
2836,1.0,1.0
3098,2.0,1.0
3489,1.0,0.0
3836,2.0,2.0
3676,1.0,2.0
3700,2.0,0.0
2805,0.0,1.0
3530,0.0,2.0
3985,0.0,1.0
2349,1.0,1.0
3211,1.0,3.0
2011,0.0,1.0
2682,1.0,0.0
3899,1.0,1.0
3503,2.0,2.0
3474,1.0,0.0
3763,0.0,3.0
3684,0.0,1.0
3395,1.0,1.0
2459,0.0,1.0
2213,1.0,2.0
3920,0.0,2.0
3308,1.0,1.0
2470,1.0,1.0
2189,0.0,2.0
3630,0.0,1.0
3573,0.0,1.0
3085,0.0,2.0
2221,0.0,1.0
2015,0.0,1.0
3513,1.0,1.0
3564,1.0,1.0
2150,1.0,1.0
2427,1.0,1.0
3877,1.0,1.0
3942,0.0,2.0
3540,0.0,3.0
3150,1.0,1.0
2674,2.0,2.0
3891,1.0,1.0
3399,2.0,1.0
3404,0.0,2.0
3687,1.0,2.0
2895,0.0,2.0
3759,1.0,1.0
3688,1.0,0.0
3750,1.0,1.0
