,x1,x2
3182,1.9,0.0
3859,1.0,-0.0
2600,0.4,0.7
2653,0.2,1.5
3871,2.0,-0.0
2061,1.6,-0.0
2748,0.7,1.3
3399,0.8,2.1
3694,0.9,3.1
2942,1.9,0.0
2932,3.1,5.9
3715,0.9,0.0
3508,2.1,3.6
2829,1.1,0.0
3372,0.9,-0.0
2317,1.8,0.0
3396,2.3,4.1
3582,1.9,-0.0
2140,-0.0,2.0
2386,1.0,-0.0
2398,1.9,-0.0
2245,1.7,-0.0
2179,0.9,0.0
3634,1.1,0.0
2990,1.1,0.0
3678,1.3,-0.0
2894,1.1,3.1
2955,1.8,0.0
2563,1.0,2.1
2012,1.3,0.0
3436,1.8,-0.0
3221,1.9,2.1
2887,2.2,-0.0
3536,0.7,2.1
2023,0.8,0.0
3242,1.4,-0.0
2960,1.2,0.0
2214,0.7,-0.0
2917,0.6,-0.0
3645,2.1,3.3
3692,2.1,2.3
3580,0.7,-0.0
3161,0.6,0.0
3744,1.7,0.0
2801,0.9,0.0
3731,1.0,-0.0
3546,2.7,-0.0
3052,1.1,4.1
2914,0.7,1.8
2554,0.7,0.0
3926,0.7,-0.0
2174,1.1,0.0
2800,1.1,3.1
2819,0.1,2.6
2940,1.1,0.0
2777,1.1,0.0
3780,1.9,-0.0
2020,0.7,0.0
2676,1.7,-0.0
2192,2.1,0.0
2644,1.3,-0.0
3073,0.8,1.4
2240,1.0,0.0
3979,1.0,3.1
3425,0.5,1.0
2005,1.8,0.0
2128,0.5,0.0
3956,1.7,0.0
2247,1.8,-0.0
3270,1.7,-0.0
3693,0.2,2.3
2290,1.9,2.6
2798,0.8,0.9
2412,0.0,2.6
2021,2.1,-0.0
2208,2.5,5.2
2592,0.5,1.3
2065,0.3,3.1
2618,1.6,2.3
2149,1.6,-0.0
3174,0.5,3.1
2067,2.0,0.0
2109,2.0,3.6
3202,1.1,-0.0
3086,0.8,2.8
3687,1.4,-0.0
3873,2.3,0.0
3992,1.5,0.0
2191,2.1,1.3
2493,1.0,2.3
3119,1.1,0.0
2687,0.1,3.1
3173,1.4,2.1
2209,1.3,3.6
3485,1.1,0.0
3749,1.1,-0.0
2076,2.2,3.8
3310,2.5,0.0
3406,2.1,3.6
3205,0.8,-0.0
2432,1.1,0.0
2410,0.9,2.1
2111,2.6,0.0
3603,1.8,0.0
3032,0.8,-0.0
3712,1.6,0.0
3783,1.4,-0.0
3000,0.3,3.3
2548,0.5,0.0
3902,0.8,-0.0
3042,0.9,2.6
2152,1.5,0.0
2602,0.8,-0.0
3916,0.9,0.0
3348,0.6,-0.0
3659,0.3,1.3
3664,1.8,0.0
2015,0.8,0.0
2864,0.9,4.1
2809,0.7,-0.0
2567,1.3,-0.0
3983,1.4,-0.0
3350,0.6,-0.0
2692,1.9,0.0
2362,1.4,-0.0
2282,2.8,4.2
3312,0.9,0.0
2519,2.3,3.2
3990,0.9,0.0
2920,1.5,-0.0
2223,1.5,0.0
2304,1.2,0.0
3487,1.1,-0.0
3540,3.6,-0.0
2126,0.8,-0.0
3338,1.7,0.0
3638,0.7,3.1
3524,1.3,0.0
3123,0.5,1.0
2383,1.1,-0.0
2538,1.5,0.0
2184,1.3,1.8
2612,2.6,-0.0
2949,2.3,-0.0
3152,0.7,1.1
3280,1.4,-0.0
2921,0.1,1.8
2229,1.0,-0.0
3195,1.2,0.0
3755,1.7,-0.0
3044,2.1,0.0
2230,2.1,2.8
2568,0.8,0.0
2876,0.2,1.3
3089,1.3,-0.0
2793,0.1,1.8
2642,0.2,2.1
3855,1.8,-0.0
2266,1.7,-0.0
2533,2.2,-0.0
2474,1.1,-0.0
2857,0.4,1.4
3357,1.3,0.0
3503,0.7,-0.0
3371,1.3,-0.0
3644,0.1,1.8
3922,0.2,1.8
3778,0.2,0.7
2803,0.2,3.3
3931,2.3,0.0
2196,1.4,-0.0
3048,3.0,0.0
3035,0.5,-0.0
3134,1.8,0.0
2032,1.4,-0.0
3957,1.6,-0.0
3910,3.8,3.1
2728,2.1,2.6
3254,0.2,5.1
3186,0.8,-0.0
2431,1.6,0.0
3557,1.3,-0.0
2561,0.9,0.0
2502,1.8,4.0
2840,1.8,2.6
3989,2.1,4.2
2141,1.0,0.0
3127,1.6,0.0
2718,0.8,-0.0
3316,4.2,4.2
3707,1.6,0.0
2669,0.9,1.9
2576,2.1,1.3
2521,0.5,0.0
2639,1.7,3.6
3216,1.0,-0.0
2632,1.5,-0.0
3065,0.9,2.1
3807,1.7,4.7
3304,1.6,0.0
