,h_post,h_post_individualized
3516,0.5020707368997726,
2495,0.5841614954913558,
2043,0.8161198597695708,
2861,0.5007525371721283,
3478,0.5055706922212129,
2626,0.43127532673875024,
3534,0.5034244788196098,
2136,0.5558175127866767,
2822,0.511233502697718,
3176,0.5088611969934638,
2469,0.509502129012793,
3803,0.563939059022432,
2198,0.5127298579041382,
2935,0.5601836231734368,
2800,0.519110904657191,
3876,0.542869662700906,
3970,0.5188277094596845,
3688,0.5069967944255687,
2392,0.5029021410675732,
2158,0.5244766992403341,
2364,0.5103669734749348,
2228,0.5205181589987401,
2662,0.5074922160556251,
3001,0.5052906078422789,
2758,0.5032249227348565,
3004,0.500438937507477,
3910,0.5149482997507984,
2012,0.5081856088409101,
3298,0.534290975262103,
3728,0.5034551062089392,
2204,0.5040477589623231,
3695,0.5575644521374846,
2060,0.5158947535137569,
3410,0.4933104715114573,
2565,0.503287132815675,
3511,0.5167796649631696,
3359,0.5089159474810451,
2587,0.501102288005505,
3487,0.4109942299574043,
2169,0.5936895430604266,
3762,0.5098872369418723,
2254,0.5697636769588383,
2276,0.5100283046013756,
3077,0.5153149755180377,
2309,0.5045822134421742,
2125,0.5026979834520466,
3303,0.285263560908521,
3489,0.5071027051812314,
3320,0.5085144014478835,
3351,0.5132351680406705,
2439,0.5972746560052181,
3828,0.5045926210065907,
2604,0.3395355150165126,
2433,0.5217184268934246,
3638,0.5078428309475738,
2237,0.5141274042635938,
3473,0.5246690872359598,
3358,0.571888179030471,
3525,0.5108890610066488,
2588,0.5028841461935405,
3213,0.5065624564486074,
3465,0.510978004228968,
2731,0.5010352929249898,
2911,0.514640600465167,
3501,0.5200417900179554,
3708,0.5867203000684866,
3690,0.5370695717162881,
3734,0.5030449486680143,
2997,0.5263786883307842,
2050,0.5062398426441572,
3110,0.5251620060191914,
2811,0.5001708363173489,
2750,0.5075421493331002,
2162,0.504589347106655,
3996,0.5116230462940912,
3666,0.5020905708401618,
2472,0.5028877341271544,
3726,0.5656750595942971,
3946,0.5025730734809736,
2948,0.5063003587088833,
2302,0.5040296251217102,
2578,0.5005484449513794,
3352,0.5346028811113125,
2263,0.5131326134233366,
3307,0.5053580671134021,
2151,0.5000816454855801,
3628,0.5484018232546245,
3997,0.5189089102875505,
2846,0.511489054719741,
2431,0.5331629338575442,
3481,0.5346580962547404,
3217,0.6028121325576282,
2880,0.5168312707604021,
3231,0.5051157941582228,
2643,0.5884870965890412,
3507,0.505105485244377,
3282,0.5028192213521729,
3635,0.38386175633600966,
2107,0.5734853816256189,
2707,0.4851266949011162,
3371,0.5209551446101979,
3556,0.4223603100481202,
3966,0.5123270800014724,
2462,0.5096492603826375,
3467,0.5223792409543877,
3625,0.5079158187012595,
2937,0.5847211300248709,
2784,0.4580123214375965,
3987,0.5230773443264439,
2595,0.5222811638001947,
3676,0.5742723620499602,
2909,0.5026927604141488,
3221,0.5002904313705709,
3103,0.5207921968654079,
2496,0.502499471361931,
3069,0.5743723001481226,
3682,0.5053360871361725,
2493,0.510449153481172,
2313,0.5258626213323803,
3521,0.5102475011548304,
2877,0.5665475707298884,
2083,0.5028168427360737,
3589,0.5413573566769826,
2692,0.5090340825087011,
2112,0.5737908179836451,
3713,0.5138606113561596,
3003,0.520372155669064,
2993,0.5000900676802699,
3288,0.5037349876520794,
2625,0.5026122838974717,
2830,0.5911324696938898,
3085,0.5097080191093573,
2444,0.5023305705172743,
2602,0.5024867055261684,
3323,0.5818886318360391,
2965,0.5076926612960441,
3588,0.5103590581088034,
3856,0.6412468379294727,
3373,0.5704648152855067,
3800,0.5173842143671592,
3503,0.5039179473683174,
2663,0.5210891280927527,
2931,0.6422261614345379,
2131,0.5135420400708474,
3482,0.5207454312821511,
3413,0.5400743972785977,
2177,0.4429358039498208,
2098,0.5065728809980422,
2028,0.5356345233444691,
3119,0.544809907396873,
2767,0.501573019923316,
3199,0.49797937818438737,
3137,0.5074309982866336,
2077,0.5247299527747464,
2009,0.5632212203402254,
2279,0.503170489601051,
3564,0.5075584698501961,
3027,0.569154150698489,
3458,0.512777647472528,
2051,0.5038756988139799,
2702,0.5703629445572582,
2190,0.5042897468048567,
3080,0.5228890316139149,
3246,0.5001446713643564,
3430,0.5332417712258932,
2376,0.5116182343380279,
2982,0.5024566313550892,
2474,0.5206535250626776,
3863,0.5160470901971084,
2036,0.5022344380632826,
3181,0.5536028900662727,
3949,0.5109054129153723,
2939,0.5063684901112918,
2567,0.5069727931156233,
3821,0.5780408666810399,
3130,0.5224908348319657,
2837,0.5841570129701473,
3293,0.5020687193749855,
3494,0.521872762184668,
2147,0.5082316906768707,
3173,0.5769780066126028,
3222,0.5031219832962458,
3029,0.5008135280937548,
3933,0.5868363212850877,
2197,0.5108606537838465,
2241,0.5340535762461321,
3266,0.5594881426982533,
2614,0.5018577305394353,
2536,0.5103840398850705,
2101,0.5070137407259285,
2008,0.5028171156035686,
2635,0.5077096988283224,
3939,0.49613356906599526,
3542,0.5018631976387053,
2851,0.5251143874631279,
3238,0.5150114817026819,
3196,0.5328263872583872,
2262,0.5549542442484786,
2182,0.5081826289781395,
2530,0.5037556931863554,
